schema_version,run_id,case_id,family,method,spectral_samples,dg_dimension,runtime_seconds,peak_memory_mb_estimate,iterations,research_status,registry_sha256,source_git_commit
invariant_bundle_runtime_scaling_v1,FRESH-20260716T073007Z-2D9EC0DB-bundle,route_h_member_54,earth_moon_route_h_quasi_dro,ordered_partial_real_schur_tracking,45,270,0.1310345000019879,1.739017486572266,0,fail,B38099E93BB85AD4B97035D667A4AD5E6A74C1805B612EDEABC7AF6497C23EE5,cf04669322d43dfb61acbeaf9e20b85f0c7bf772
invariant_bundle_runtime_scaling_v1,FRESH-20260716T073007Z-2D9EC0DB-bundle,route_h_member_54,earth_moon_route_h_quasi_dro,qr_svd_shifted_cocycle_iteration,45,270,6.716852199999266,1.697705268859863,200,fail,B38099E93BB85AD4B97035D667A4AD5E6A74C1805B612EDEABC7AF6497C23EE5,cf04669322d43dfb61acbeaf9e20b85f0c7bf772
invariant_bundle_runtime_scaling_v1,FRESH-20260716T073007Z-2D9EC0DB-bundle,route_h_member_68_legacy_dg_positive,earth_moon_route_h_quasi_dro,traditional_pointwise_eigendecomposition,45,270,0.001275499998882879,0.0479736328125,0,fail,B38099E93BB85AD4B97035D667A4AD5E6A74C1805B612EDEABC7AF6497C23EE5,cf04669322d43dfb61acbeaf9e20b85f0c7bf772
invariant_bundle_runtime_scaling_v1,FRESH-20260716T073007Z-2D9EC0DB-bundle,route_h_member_68_legacy_dg_positive,earth_moon_route_h_quasi_dro,ordered_partial_real_schur_tracking,45,270,0.1311848999976064,1.728462219238281,0,accepted,B38099E93BB85AD4B97035D667A4AD5E6A74C1805B612EDEABC7AF6497C23EE5,cf04669322d43dfb61acbeaf9e20b85f0c7bf772
invariant_bundle_runtime_scaling_v1,FRESH-20260716T073007Z-2D9EC0DB-bundle,route_h_member_68_legacy_dg_positive,earth_moon_route_h_quasi_dro,qr_svd_shifted_cocycle_iteration,45,270,4.85481539999455,1.693733215332031,200,fail,B38099E93BB85AD4B97035D667A4AD5E6A74C1805B612EDEABC7AF6497C23EE5,cf04669322d43dfb61acbeaf9e20b85f0c7bf772
invariant_bundle_runtime_scaling_v1,FRESH-20260716T073007Z-2D9EC0DB-bundle,se_active_geometry_member_468,sun_earth_l1_two_frequency_torus,traditional_pointwise_eigendecomposition,21,126,0.02512050000223098,0.01615142822265625,0,fail,B38099E93BB85AD4B97035D667A4AD5E6A74C1805B612EDEABC7AF6497C23EE5,cf04669322d43dfb61acbeaf9e20b85f0c7bf772
invariant_bundle_runtime_scaling_v1,FRESH-20260716T073007Z-2D9EC0DB-bundle,se_active_geometry_member_468,sun_earth_l1_two_frequency_torus,ordered_partial_real_schur_tracking,21,126,0.05041899999923771,0.3822708129882812,0,accepted,B38099E93BB85AD4B97035D667A4AD5E6A74C1805B612EDEABC7AF6497C23EE5,cf04669322d43dfb61acbeaf9e20b85f0c7bf772
invariant_bundle_runtime_scaling_v1,FRESH-20260716T073007Z-2D9EC0DB-bundle,se_active_geometry_member_468,sun_earth_l1_two_frequency_torus,qr_svd_shifted_cocycle_iteration,21,126,0.1060303000049316,0.3702850341796875,4,accepted,B38099E93BB85AD4B97035D667A4AD5E6A74C1805B612EDEABC7AF6497C23EE5,cf04669322d43dfb61acbeaf9e20b85f0c7bf772
invariant_bundle_runtime_scaling_v1,FRESH-20260716T073007Z-2D9EC0DB-bundle,se_quasi_halo_small_n21,sun_earth_l1_two_frequency_torus,traditional_pointwise_eigendecomposition,21,126,0.01980360000015935,0.01615142822265625,0,fail,B38099E93BB85AD4B97035D667A4AD5E6A74C1805B612EDEABC7AF6497C23EE5,cf04669322d43dfb61acbeaf9e20b85f0c7bf772
invariant_bundle_runtime_scaling_v1,FRESH-20260716T073007Z-2D9EC0DB-bundle,se_quasi_halo_small_n21,sun_earth_l1_two_frequency_torus,ordered_partial_real_schur_tracking,21,126,0.04439709999860497,0.3822708129882812,0,accepted,B38099E93BB85AD4B97035D667A4AD5E6A74C1805B612EDEABC7AF6497C23EE5,cf04669322d43dfb61acbeaf9e20b85f0c7bf772
