schema_version,anchor_id,figure_id,panel_id,panel_role,anchor_type,anchor_name,x_nd,y_nd,z_nd,observed_full_x_px,observed_full_y_px,panel_rect_x0,panel_rect_y0,panel_rect_x1,panel_rect_y1,observed_normalized_u,observed_normalized_v,predicted_normalized_u,predicted_normalized_v,error_px_on_512_grid,measurement_uncertainty_reference_px,measurement_uncertainty_u_on_512_grid,measurement_uncertainty_v_on_512_grid,used_for_fit,visibility,measurement_method,paper_source,paper_source_sha256,protocol_sha256,raw_anchor_digest,camera_config_sha256,evidence_npz_sha256
chapter4_static_camera_calibration_v1,4.3_d_axis_C,4.3,d,programmatic_frozen_holdout,axis_corner,C,1.18,0.15,-0.1,814.23,621.56,436.592,404.377,833.244,728.394,0.952063773786594,0.670282732078872,0.950840972467809,0.670897523876687,0.700750520328284,1.5,1.93620604459325,2.37024600561082,false,visible,manual_pdf_native_raster_axis_marker_center,outputs/reference_pages/fig_4_3_reference.png,DDD9E4B1EF0B3B8D456BBF1AEBA66AB1E8A672D8907FFF22B3329269536158EE,6D2FD58CFCA4E74CC533B757E852D7AC772D036E0E385C30A1057EB9861D01C1,73FF6C231F495398F396B3074A9ACBDD3161FD645A70B840B7DF9BE6B002A081,7FE3D12CF319A3CBD60B540FFDAD005B5C7B51C8B5F3A2D924B7CFECBC26DFA0,D0A16AF2EDC36B22EBEE15195CBDED051354E08A291B8ED2F66CB25359B5DF59
chapter4_static_camera_calibration_v1,4.3_d_axis_D,4.3,d,programmatic_frozen_holdout,axis_corner,D,0.8,-0.15,0.1,501,490.78,436.592,404.377,833.244,728.394,0.162379113177294,0.266661934404676,0.160944891920435,0.266913242528494,0.745508990154482,0.5,0.645402014864415,0.790082001870272,false,visible,manual_pdf_native_raster_axis_marker_center,outputs/reference_pages/fig_4_3_reference.png,DDD9E4B1EF0B3B8D456BBF1AEBA66AB1E8A672D8907FFF22B3329269536158EE,6D2FD58CFCA4E74CC533B757E852D7AC772D036E0E385C30A1057EB9861D01C1,73FF6C231F495398F396B3074A9ACBDD3161FD645A70B840B7DF9BE6B002A081,7FE3D12CF319A3CBD60B540FFDAD005B5C7B51C8B5F3A2D924B7CFECBC26DFA0,D0A16AF2EDC36B22EBEE15195CBDED051354E08A291B8ED2F66CB25359B5DF59
chapter4_static_camera_calibration_v1,4.3_d_L2,4.3,d,programmatic_frozen_holdout,physical_marker,L2,1.15568216544489,0,0,736.78,599.13,436.592,404.377,833.244,728.394,0.756804453273902,0.601057969180629,0.748641703892772,0.607514748789759,5.3287488220723,0.5,0.645402014864415,0.790082001870272,false,visible_unoccluded,manual_pdf_native_raster_axis_marker_center,outputs/reference_pages/fig_4_3_reference.png,DDD9E4B1EF0B3B8D456BBF1AEBA66AB1E8A672D8907FFF22B3329269536158EE,6D2FD58CFCA4E74CC533B757E852D7AC772D036E0E385C30A1057EB9861D01C1,73FF6C231F495398F396B3074A9ACBDD3161FD645A70B840B7DF9BE6B002A081,7FE3D12CF319A3CBD60B540FFDAD005B5C7B51C8B5F3A2D924B7CFECBC26DFA0,D0A16AF2EDC36B22EBEE15195CBDED051354E08A291B8ED2F66CB25359B5DF59
chapter4_static_camera_calibration_v1,4.4_a_axis_A,4.4,a,train,axis_corner,A,0.2,-0.15,-0.1,78.99,159.5,20.606,20.017,440.567,308.02,0.139022433035449,0.484310927316729,0.138961955049427,0.480612359148552,1.89392004862082,0.5,0.609580413419341,0.888879629726079,true,visible,manual_pdf_native_raster_axis_marker_center,outputs/reference_pages/fig_4_4_reference.png,72F9F9A41FAF5DB2E00F021866086EE5A982AB35EC2EC05EC2C0C7D1D2782256,6D2FD58CFCA4E74CC533B757E852D7AC772D036E0E385C30A1057EB9861D01C1,73FF6C231F495398F396B3074A9ACBDD3161FD645A70B840B7DF9BE6B002A081,7FE3D12CF319A3CBD60B540FFDAD005B5C7B51C8B5F3A2D924B7CFECBC26DFA0,D0A16AF2EDC36B22EBEE15195CBDED051354E08A291B8ED2F66CB25359B5DF59
chapter4_static_camera_calibration_v1,4.4_a_axis_B,4.4,a,train,axis_corner,B,1,-0.15,-0.1,287.8,280.42,20.606,20.017,440.567,308.02,0.636235269465498,0.904167664920157,0.637575845999562,0.906893689783207,1.55536440000158,0.5,0.609580413419341,0.888879629726079,true,visible,manual_pdf_native_raster_axis_marker_center,outputs/reference_pages/fig_4_4_reference.png,72F9F9A41FAF5DB2E00F021866086EE5A982AB35EC2EC05EC2C0C7D1D2782256,6D2FD58CFCA4E74CC533B757E852D7AC772D036E0E385C30A1057EB9861D01C1,73FF6C231F495398F396B3074A9ACBDD3161FD645A70B840B7DF9BE6B002A081,7FE3D12CF319A3CBD60B540FFDAD005B5C7B51C8B5F3A2D924B7CFECBC26DFA0,D0A16AF2EDC36B22EBEE15195CBDED051354E08A291B8ED2F66CB25359B5DF59
chapter4_static_camera_calibration_v1,4.4_a_axis_C,4.4,a,train,axis_corner,C,1,0.35,-0.1,419.36,204.65,20.606,20.017,440.567,308.02,0.949502453799281,0.641080127637559,0.949357209588509,0.642555585903603,0.759086057121131,1.5,1.82874124025802,2.66663888917824,true,visible,manual_pdf_native_raster_axis_marker_center,outputs/reference_pages/fig_4_4_reference.png,72F9F9A41FAF5DB2E00F021866086EE5A982AB35EC2EC05EC2C0C7D1D2782256,6D2FD58CFCA4E74CC533B757E852D7AC772D036E0E385C30A1057EB9861D01C1,73FF6C231F495398F396B3074A9ACBDD3161FD645A70B840B7DF9BE6B002A081,7FE3D12CF319A3CBD60B540FFDAD005B5C7B51C8B5F3A2D924B7CFECBC26DFA0,D0A16AF2EDC36B22EBEE15195CBDED051354E08A291B8ED2F66CB25359B5DF59
chapter4_static_camera_calibration_v1,4.4_a_axis_D,4.4,a,train,axis_corner,D,0.2,-0.15,0.1,78.99,95.91,20.606,20.017,440.567,308.02,0.139022433035449,0.263514616167193,0.139021027747472,0.268306784938046,2.45359051617348,0.5,0.609580413419341,0.888879629726079,true,visible,manual_pdf_native_raster_axis_marker_center,outputs/reference_pages/fig_4_4_reference.png,72F9F9A41FAF5DB2E00F021866086EE5A982AB35EC2EC05EC2C0C7D1D2782256,6D2FD58CFCA4E74CC533B757E852D7AC772D036E0E385C30A1057EB9861D01C1,73FF6C231F495398F396B3074A9ACBDD3161FD645A70B840B7DF9BE6B002A081,7FE3D12CF319A3CBD60B540FFDAD005B5C7B51C8B5F3A2D924B7CFECBC26DFA0,D0A16AF2EDC36B22EBEE15195CBDED051354E08A291B8ED2F66CB25359B5DF59
chapter4_static_camera_calibration_v1,4.4_a_L1,4.4,a,train,physical_marker,L1,0.836915125772357,0,0,284.78,202.51,20.606,20.017,440.567,308.02,0.629044125525942,0.633649649482818,0.629494311808071,0.634539425023892,0.510556224106861,0.5,0.609580413419341,0.888879629726079,false,visible_unoccluded,manual_pdf_native_raster_axis_marker_center,outputs/reference_pages/fig_4_4_reference.png,72F9F9A41FAF5DB2E00F021866086EE5A982AB35EC2EC05EC2C0C7D1D2782256,6D2FD58CFCA4E74CC533B757E852D7AC772D036E0E385C30A1057EB9861D01C1,73FF6C231F495398F396B3074A9ACBDD3161FD645A70B840B7DF9BE6B002A081,7FE3D12CF319A3CBD60B540FFDAD005B5C7B51C8B5F3A2D924B7CFECBC26DFA0,D0A16AF2EDC36B22EBEE15195CBDED051354E08A291B8ED2F66CB25359B5DF59
chapter4_static_camera_calibration_v1,4.4_a_Moon,4.4,a,train,physical_marker,Moon,0.987849414390376,0,0,324.18,225.3,20.606,20.017,440.567,308.02,0.722862361028762,0.712780769644761,0.723566727965097,0.714965011761997,1.1750423879602,0.5,0.609580413419341,0.888879629726079,false,visible_unoccluded,manual_pdf_native_raster_axis_marker_center,outputs/reference_pages/fig_4_4_reference.png,72F9F9A41FAF5DB2E00F021866086EE5A982AB35EC2EC05EC2C0C7D1D2782256,6D2FD58CFCA4E74CC533B757E852D7AC772D036E0E385C30A1057EB9861D01C1,73FF6C231F495398F396B3074A9ACBDD3161FD645A70B840B7DF9BE6B002A081,7FE3D12CF319A3CBD60B540FFDAD005B5C7B51C8B5F3A2D924B7CFECBC26DFA0,D0A16AF2EDC36B22EBEE15195CBDED051354E08A291B8ED2F66CB25359B5DF59
chapter4_static_camera_calibration_v1,4.4_b_axis_A,4.4,b,train,axis_corner,A,0.2,-0.15,-0.1,520.11,160.62,462.768,20.017,875.398,308.02,0.138967113394567,0.488199775696781,0.138961955049427,0.480612359148552,3.88475817046693,0.5,0.620410537285219,0.888879629726079,true,visible,manual_pdf_native_raster_axis_marker_center,outputs/reference_pages/fig_4_4_reference.png,72F9F9A41FAF5DB2E00F021866086EE5A982AB35EC2EC05EC2C0C7D1D2782256,6D2FD58CFCA4E74CC533B757E852D7AC772D036E0E385C30A1057EB9861D01C1,73FF6C231F495398F396B3074A9ACBDD3161FD645A70B840B7DF9BE6B002A081,7FE3D12CF319A3CBD60B540FFDAD005B5C7B51C8B5F3A2D924B7CFECBC26DFA0,D0A16AF2EDC36B22EBEE15195CBDED051354E08A291B8ED2F66CB25359B5DF59
