target_jacobi,phase_index,phase_rad,x,y,z,xdot,ydot,zdot,point_jacobi,mapping_time_days,rotation_angle_rad,curve_samples,max_map_residual,curve_jacobi_span
2.9212,0,0.0,0.796154384301793,-0.0804607928662804,0.0032192275218905263,-0.09225746679762441,0.49900428556920995,-0.10346733858368415,2.9211999999232616,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,1,0.059839860068377014,0.796233114435825,-0.08244400474711865,0.006593431020239431,-0.09418750400752585,0.4975489331958278,-0.10447806097425454,2.9212000000739664,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,2,0.11967972013675403,0.7965350262240624,-0.08586530965833686,0.010029452128790455,-0.09720367710669435,0.4951860742537183,-0.10485212745582416,2.9211999998941365,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,3,0.17951958020513104,0.7969323971018485,-0.08981904541138071,0.013349521975969274,-0.10073735827450442,0.49242250377126506,-0.10464773956247599,2.9212000001173877,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,4,0.23935944027350806,0.7973871622392968,-0.09339818345677442,0.016373020716106388,-0.10435649957294349,0.48971912323170674,-0.10396312933119735,2.921199999850105,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,5,0.2991993003418851,0.7979462084044922,-0.0962181962013628,0.019049711879025183,-0.10792669796817668,0.48724468070233623,-0.1028428033207974,2.921200000118251,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,6,0.35903916041026207,0.7986953347567196,-0.09867921198071852,0.02151899894392306,-0.11159518563523849,0.4847557352140807,-0.10121648791441339,2.921199999900577,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,7,0.4188790204786391,0.7996819083181275,-0.10152950326502051,0.02399861310390392,-0.11554385109212946,0.48185619202312197,-0.09894811386401775,2.9212000000306384,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,8,0.4787188805470161,0.8008430431457285,-0.1050775524076836,0.026595864901880054,-0.11969229894746133,0.47846024215891325,-0.09595429106166271,2.9212000000392195,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,9,0.5385587406153931,0.8020124674685007,-0.10886506892087781,0.029230064592639632,-0.12364165004387483,0.4749883320332257,-0.09227391804684447,2.921199999878934,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,10,0.5983986006837702,0.8030245659130069,-0.11199935084089857,0.031720920375422484,-0.12691086015296563,0.4721254479570091,-0.08803181088498141,2.9212000001667224,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,11,0.6582384607521472,0.8038138386877937,-0.11364899164130748,0.033922611350076355,-0.12917279312376395,0.4704438383679114,-0.08335487023642636,2.9211999997893385,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,12,0.7180783208205241,0.8044273832332537,-0.11343551816142461,0.035816901032342065,-0.13032864752252327,0.4701356792962646,-0.07829790986369721,2.9212000001851504,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,13,0.7779181808889012,0.8049798373104256,-0.1116179841442421,0.03753458828340629,-0.1304787308910637,0.4709313156761147,-0.07282323162504062,2.9211999998214178,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,14,0.8377580409572782,0.8055863531493911,-0.10881628750911528,0.039267413401131136,-0.12981122824741054,0.47232904162895384,-0.06686664542430731,2.921200000136258,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,15,0.8975979010256552,0.8062893964423867,-0.1055105940464368,0.041145029644796924,-0.12844623656771686,0.47397011166434083,-0.060430935992043196,2.9211999998936076,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,16,0.9574377610940322,0.8070504111169616,-0.10188228966208929,0.04320028355967789,-0.1263988769205051,0.4757421280747758,-0.05360709093683927,2.9212000000501517,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,17,1.0172776211624093,0.8078159624507495,-0.09790471346094494,0.045398676060058686,-0.12365782316400387,0.47765532300489266,-0.0465439685620614,2.921199999988635,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,18,1.0771174812307862,0.80856399001549,-0.09344095839232257,0.04767036611527625,-0.12023214279087402,0.4797436664957648,-0.03941721014121377,2.921199999949215,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,19,1.1369573412991634,0.8093267748512454,-0.08849966837917266,0.04995914469604524,-0.11625351603307399,0.48190991928777593,-0.03237596454980798,2.921200000047872,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,20,1.1967972013675403,0.8101958060675429,-0.08340270027464329,0.05224124172691805,-0.11206421556852243,0.48385264174499326,-0.025507772563823965,2.921199999917076,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,21,1.2566370614359172,0.8112666674748538,-0.07870041167913484,0.0544966117764294,-0.10816602862444794,0.4851964135477998,-0.018837160118025578,2.9212000000356695,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,22,1.3164769215042944,0.8125741179503734,-0.07505280463851664,0.05669231363465823,-0.10513018179450796,0.4856218602597101,-0.012330121879846776,2.9211999999829708,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,23,1.3763167815726713,0.8140694119654692,-0.07298037900853907,0.05877033572079397,-0.1034258681505745,0.48498254155575277,-0.005929184106498643,2.9211999999513023,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,24,1.4361566416410483,0.8156226170811661,-0.07256591545517879,0.060648085104746584,-0.10318774648593153,0.4833997517076411,0.0003904793861422721,2.921200000077619,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,25,1.4959965017094254,0.8170746568896211,-0.0734564721494426,0.06224757778500361,-0.10418324032770843,0.4811943351539689,0.006597804978317552,2.9211999998803826,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,26,1.5558363617778024,0.8183441267312995,-0.07509836094517104,0.06351317065078006,-0.10602817310265912,0.4787067740359843,0.012629422350078004,2.9212000001150877,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,27,1.6156762218461793,0.8194798944888256,-0.0770098446035128,0.06441162557517213,-0.10843758490992517,0.47614572057251814,0.01843245764102345,2.9211999998617606,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,28,1.6755160819145565,0.8206151311853332,-0.07908060510614288,0.06493083424626804,-0.11140410133310513,0.47346945173893284,0.024014097591787523,2.9212000000852067,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
2.9212,29,1.7353559419829334,0.8218780640997613,-0.08163530660721505,0.06506931581281471,-0.11516332920650368,0.4704016263842729,0.029444198859077245,2.9211999999400295,14.749327602275182,1.504987559546691,105,8.4397390544805e-10,3.9581182775805246e-10
