figure_id,source_model,active_checkpoint_members,theta0_samples,theta1_samples,manifold_trajectories,stable_eigenvalue_real,stable_eigenvalue_imag,stable_eigenvalue_abs,minimum_periapsis_radius_km,maximum_periapsis_radius_km,best_7033_radius_km,best_7033_error_km,best_theta0_deg,best_theta1_deg,maximum_jacobi_drift,acceptance
5.13,accepted active-geometry Sun-Earth L1 two-frequency torus DG stable manifold,468,9,9,162,0.0008428004957377855,0.0,0.0008428004957377855,4283.0471449842125,10236.473145147711,7034.029835374918,1.0298353749176385,48.0,62.0,1.5081713655717977e-10,true
