family,target_jacobi,z0,x0,ydot0,period_nd,mapping_time_days,jacobi,jacobi_error,rotation_eigenvalue_real,rotation_eigenvalue_imag,rotation_angle_rad,frequency_ratio,periodicity_error,shooting_residual,target_history_size
quasi_halo,3.1389,0.05373378427885053,0.8750016834370343,-0.2099874329017676,2.768877547073088,12.02246630939135,3.138900000006876,6.87627732531837e-12,0.8032202689083279,0.5956821296749,0.6381146251408187,9.846483781488345,1.484092774061415e-12,2.027107156528237e-15,17
quasi_vertical,3.1389,0.1012452686057316,0.8574351404583548,-0.01548746665004292,2.964565105495409,12.87214168806106,3.138900000000381,3.814726312612038e-13,0.9263201003005094,0.376737404273523,0.3862716589320841,16.26623429881073,1.245894449320343e-12,2.829077499731739e-14,29
