case_id,source_family_csv,source_validation_csv,source_member,curve_samples,fixed_mapping_time_days,fixed_mapping_time_nd,rho_input_rad,rho_endpoint_rad,rho_delta_rad,mean_jacobi_target,mean_jacobi,total_residual_norm,map_residual_max_norm,map_residual_rms_norm,mean_jacobi_residual,phase_residual,second_phase_diagnostic,curve_jacobi_span,fourier_tail_energy_state,fourier_tail_energy_z,residual_peak_index,residual_peak_phase,jacobian_shape,jacobian_rank_estimate,condition_estimate,max_singular_value,min_singular_value,smallest_singular_values,largest_singular_values,existing_audit_map_residual_norm,existing_audit_curve_jacobi_span,existing_audit_phase_residual,existing_validation_one_map_phase_return_error,endpoint_residual_matches_existing_audit_level,phase_constraint_closed,conditioning_classification,bvp_route_worth_continuing,correction_attempted,correction_before_residual,correction_after_residual,correction_norm,correction_accepted,correction_reason
route_b_bvp_endpoint_residual,data/computed/chapter3_quasi_dro_palc_family.csv,data/computed/chapter3_quasi_dro_palc_validation.csv,10,61,14.74932760227518,3.396897190758909,1.443877875293695,1.443877875293695,0,2.922288411389487,2.922288411389487,3.443747718188624e-09,7.890972080147777e-10,4.409267131129014e-10,0,0,0,1.794120407794253e-11,5.400271324493003e-23,4.085802292417093e-22,44,4.532133664195111,368x367,367,48237180374.00163,48.80339654854461,1.011738168984026e-09,0.001599751388919958;0.0006938316939394018;0.0006938316936463257;0.0002979773756912119;0.000276554727919691;0.0001733815673939414;0.0001733815655803525;1.011738168984026e-09,48.80339654854461;48.80135471107961;48.77995376044502;48.7758293539103;48.73041689912635;48.72994440934659;48.66764878583794;48.65564331339574,7.890795489455144e-10,1.794120407794253e-11,1.04591628326961e-17,2.124646163197596e-10,True,True,full_column_rank_ill_conditioned,True,False,7.890972080147777e-10,N/A,N/A,False,one-step correction skipped; endpoint diagnostic residual is already at the accepted audit level
