theta0_index,theta1_index,theta0_deg,theta1_deg,periapsis_radius_km,periapsis_time_days,selected_half_manifold_sign,jacobi_drift
4,5,120.0,112.5,361626.3758731723,-304.7079200253634,1.0,4.574118861455645e-13
4,6,120.0,135.0,361625.07452203456,-304.7079771435392,1.0,4.578559753554146e-13
4,7,120.0,157.5,361623.4271321166,-304.70801174124495,1.0,4.569677969357144e-13
4,8,120.0,180.0,361621.68140211387,-304.70801834823675,1.0,4.578559753554146e-13
4,9,120.0,202.5,361620.1066709089,-304.7079961920908,1.0,4.574118861455645e-13
4,10,120.0,225.0,361618.9412757028,-304.7079485547405,1.0,4.578559753554146e-13
4,11,120.0,247.5,361618.3653322831,-304.7078828652916,1.0,4.569677969357144e-13
4,12,120.0,270.0,361618.45720894873,-304.7078085156471,1.0,4.578559753554146e-13
4,13,120.0,292.5,361619.2129926488,-304.7077374833957,1.0,4.565237077258644e-13
4,14,120.0,315.0,361620.51539907727,-304.7076804366987,1.0,4.574118861455645e-13
4,15,120.0,337.5,361622.16433702625,-304.70764594140735,1.0,4.569677969357144e-13
5,0,150.0,0.0,208398.31442049853,-383.42914251168605,1.0,1.6187051699034782e-12
5,1,150.0,22.5,208398.67373084396,-383.4290080778702,1.0,1.6195933483231784e-12
5,2,150.0,45.0,208398.7642775711,-383.4288309455062,1.0,1.6178169914837781e-12
5,3,150.0,67.5,208398.55608706828,-383.42863490392733,1.0,1.6182610806936282e-12
5,4,150.0,90.0,208398.09172122664,-383.42845193009776,1.0,1.6182610806936282e-12
5,5,150.0,112.5,208397.43992452815,-383.42830949888867,1.0,1.617372902273928e-12
5,6,150.0,135.0,208396.70410975293,-383.42823011693895,1.0,1.6191492591133283e-12
5,7,150.0,157.5,208395.98867393477,-383.4282243755381,1.0,1.6191492591133283e-12
5,8,150.0,180.0,208395.40897275953,-383.428294411839,1.0,1.6182610806936282e-12
5,9,150.0,202.5,208395.04237092932,-383.42842742576926,1.0,1.6178169914837781e-12
5,10,150.0,225.0,208394.9603416896,-383.42860623725034,1.0,1.6191492591133283e-12
5,11,150.0,247.5,208395.17055612244,-383.4288026770083,1.0,1.6187051699034782e-12
5,12,150.0,270.0,208395.63156304424,-383.42898498525994,1.0,1.617372902273928e-12
5,13,150.0,292.5,208396.2772301736,-383.42912620351683,1.0,1.6182610806936282e-12
5,14,150.0,315.0,208397.0207981663,-383.42920709821925,1.0,1.6178169914837781e-12
5,15,150.0,337.5,208397.73975800484,-383.4292135297416,1.0,1.6191492591133283e-12
6,0,180.0,0.0,105221.63851324907,-372.0909024426853,1.0,7.555733816388965e-12
6,1,180.0,22.5,105222.55956598569,-372.0908738697627,1.0,7.546407942982114e-12
6,2,180.0,45.0,105223.82846539539,-372.0908608390961,1.0,7.537082069575263e-12
6,3,180.0,67.5,105225.25020364727,-372.09086420136487,1.0,7.527312106958561e-12
6,4,180.0,90.0,105226.60852194922,-372.09088356297787,1.0,7.51265716303351e-12
6,5,180.0,112.5,105227.69785306504,-372.09091673741915,1.0,7.508216270935009e-12
6,6,180.0,135.0,105228.35243881778,-372.0909587331688,1.0,7.508216270935009e-12
6,7,180.0,157.5,105228.47154335851,-372.09100249464467,1.0,7.503331289626658e-12
6,8,180.0,180.0,105228.03699207435,-372.09104132964086,1.0,7.508660360144859e-12
6,9,180.0,202.5,105227.11488977814,-372.0910692879469,1.0,7.51798623355171e-12
6,10,180.0,225.0,105225.84657999687,-372.0910827010086,1.0,7.524203482489611e-12
6,11,180.0,247.5,105224.42510872817,-372.09107949454636,1.0,7.539302515624513e-12
6,12,180.0,270.0,105223.06644025628,-372.0910598879909,1.0,7.544187496932864e-12
6,13,180.0,292.5,105221.97593891759,-372.0910259566899,1.0,7.552625191920015e-12
6,14,180.0,315.0,105221.32280886942,-372.0909848415789,1.0,7.553069281129865e-12
6,15,180.0,337.5,105221.20504177177,-372.0909419148323,1.0,7.556621994808665e-12
7,0,210.0,0.0,27413.43840958093,-311.5685450341181,1.0,4.281464072164454e-12
7,1,210.0,22.5,27413.46466996981,-311.5685065727703,1.0,4.2725822879674524e-12
7,2,210.0,45.0,27413.679650276245,-311.56847365472623,1.0,4.266809128239402e-12
