sample,elapsed_days,x_nd,y_nd,z_nd,xdot_nd,ydot_nd,zdot_nd,earth_radius_km,jacobi
678,235.6465679857945,0.9916906836610294,0.006632467463570183,0.00242935243507008,0.004937588448295686,0.002929120674809787,-0.009866649865048096,1631139.687825001,3.000609575982075
679,235.9941292955081,0.9917202047194054,0.006649525141492257,0.002370217244716347,0.004937458783974526,0.00277675983133493,-0.00991471891994423,1627384.17029376,3.000609575982075
680,236.3416906052217,0.9917497223190342,0.006665669278529265,0.002310797525675062,0.004936431303695482,0.00262353013263736,-0.009961826466195872,1623591.580269467,3.000609575982075
681,236.6892519149353,0.9917792310895883,0.006680894704148728,0.002251099065006824,0.004934505223148836,0.002469439681082079,-0.0100079596337362,1619762.055038861,3.000609575982076
682,237.0368132246488,0.9918087256566224,0.0066951962963641,0.002191127727383235,0.004931679949865103,0.002314496614132655,-0.01005310532967876,1615895.74390843,3.000609575982075
683,237.3843745343624,0.9918382006427311,0.006708568981954798,0.002130889456437381,0.004927955086834439,0.002158709107804606,-0.01009725023218635,1611992.808471082,3.000609575982075
684,237.7319358440759,0.9918676506687295,0.006721007736707725,0.002070390276151239,0.00492333043622162,0.002002085380401819,-0.01014038078425303,1608053.422876138,3.000609575982076
685,238.0794971537895,0.9918970703548543,0.006732507585682008,0.002009636292280506,0.004917806003177046,0.001844633696549501,-0.01018248318740229,1604077.774103033,3.000609575982075
686,238.427058463503,0.9919264543219897,0.006743063603498771,0.001948633693817353,0.004911381999745233,0.001686362371536425,-0.01022354339530532,1600066.06223846,3.000609575982075
687,238.7746197732166,0.9919557971929163,0.006752670914657824,0.001887388754491551,0.004904058848871572,0.001527279775980647,-0.01026354710732348,1596018.500757219,3.000609575982075
