mode,panel,sample,epoch_utc,phase_deg,time_days,x_sun_moon_km,y_sun_moon_km,z_sun_moon_km,earth_moon_distance_km,sun_moon_distance_km,lunar_eclipse,earth_occultation,cr3bp_jacobi_span,frame_orthogonality_error,eclipse_duration_hours,earth_occultation_hours,minimum_shadow_clearance_km
phase,0,37,2020-06-15T00:00:00Z,0,15.20125686028361,15674.43989557874,-69697.30005617857,1121.489835143995,368961.966354532,152244739.7713322,0,0,4.440892098500626e-15,4.440892098500626e-16,0,0,800.8526957418517
phase,0,38,2020-06-15T00:00:00Z,0,15.61210164029128,5444.092741464873,-74305.50785992433,83.9606367220631,369050.1353700808,152276901.531628,0,0,4.440892098500626e-15,4.440892098500626e-16,0,0,800.8526957418517
phase,0,39,2020-06-15T00:00:00Z,0,16.02294642029894,-3670.426825752876,-79008.8509530437,-1142.602676520029,369259.6586620745,152307351.5819303,0,0,4.440892098500626e-15,4.440892098500626e-16,0,0,800.8526957418517
phase,0,40,2020-06-15T00:00:00Z,0,16.4337912003066,-11446.12530930286,-83486.91871677869,-2486.949202978633,369597.6191908292,152335839.2907713,0,0,4.440892098500626e-15,4.440892098500626e-16,0,0,800.8526957418517
phase,0,41,2020-06-15T00:00:00Z,0,16.84463598031427,-17860.2030865126,-87421.01654737949,-3882.658661697757,370070.3018057559,152362133.4024292,0,0,4.440892098500626e-15,4.440892098500626e-16,0,0,800.8526957418517
phase,0,42,2020-06-15T00:00:00Z,0,17.25548076032194,-23041.90300189608,-90524.08567153063,-5273.959847629011,370682.771505951,152386024.7677058,0,0,4.440892098500626e-15,4.440892098500626e-16,0,0,800.8526957418517
phase,0,43,2020-06-15T00:00:00Z,0,17.6663255403296,-27216.83542289387,-92563.027186587,-6617.502103820509,371438.4680493493,152407328.724846,0,0,4.440892098500626e-15,4.440892098500626e-16,0,0,800.8526957418517
phase,0,44,2020-06-15T00:00:00Z,0,18.07717032033727,-30659.37420335114,-93368.87052019239,-7881.746263063189,372338.8377271065,152425887.0604722,0,0,4.440892098500626e-15,4.440892098500626e-16,0,0,800.8526957418517
phase,0,45,2020-06-15T00:00:00Z,0,18.48801510034493,-33656.52096035134,-92836.5247463079,-9045.14586673229,373383.0214440111,152441569.491513,0,0,4.440892098500626e-15,4.440892098500626e-16,0,0,800.8526957418517
phase,0,46,2020-06-15T00:00:00Z,0,18.8988598803526,-36481.85553022529,-90918.06485192332,-10093.82224022394,374567.6152951587,152454274.6253389,0,0,4.440892098500626e-15,4.440892098500626e-16,0,0,800.8526957418517
phase,0,47,2020-06-15T00:00:00Z,0,19.30970466036026,-39376.97467974021,-87613.1013683827,-11019.11616440042,375886.5158111281,152463930.3757139,0,0,4.440892098500626e-15,4.440892098500626e-16,0,0,800.8526957418517
