time_index,curve_index,time_nd,time_days,phase_rad,x,y,z,xdot,ydot,zdot,jacobi,terminal_closure_norm,rotation_angle_rad,orbit_period_nd,mapping_time_days
1,11,0.07690814622174384,0.3339351708948117,4.607669225265029,0.8379059794687851,-0.0006397681547943547,-9.573985944764512e-06,-0.000405164554477658,-0.008229399965993053,6.302094663531462e-06,3.188282637564039,,0.1760866711275833,2.691785117761035,11.68773098131841
1,12,0.07690814622174384,0.3339351708948117,5.026548245743669,0.8379059794760251,-0.0006397681550184943,-9.868997731763583e-06,-0.0004051643487917872,-0.008229399985076291,-3.135981962969844e-06,3.188282637564038,,0.1760866711275833,2.691785117761035,11.68773098131841
1,13,0.07690814622174384,0.3339351708948117,5.445427266222308,0.8379059794499492,-0.0006397681518473403,-8.457570188444652e-06,-0.0004051641872983698,-0.008229399952411712,-1.203181881802624e-05,3.188282637564034,,0.1760866711275833,2.691785117761035,11.68773098131841
1,14,0.07690814622174384,0.3339351708948117,5.864306286700947,0.8379059794077988,-0.0006397681473158626,-5.583751956053417e-06,-0.0004051641768147061,-0.008229399889519269,-1.884724499003683e-05,3.188282637564031,,0.1760866711275833,2.691785117761035,11.68773098131841
2,0,0.1538162924434877,0.6678703417896235,0,0.8378595835074992,-0.001258925740212032,-3.431832992085019e-06,-0.0007983721114650669,-0.007828342051219883,-2.136395482076459e-05,3.188282637564032,,0.1760866711275833,2.691785117761035,11.68773098131841
2,1,0.1538162924434877,0.6678703417896235,0.4188790204786391,0.8378595834932607,-0.001258925739230956,6.697146226551285e-07,-0.0007983723104788294,-0.007828342013562289,-2.270257736027536e-05,3.188282637564034,,0.1760866711275833,2.691785117761035,11.68773098131841
2,2,0.1538162924434877,0.6678703417896235,0.8377580409572781,0.8378595835135967,-0.001258925745501908,4.655462512079648e-06,-0.0007983724909312296,-0.007828342031554357,-2.011571793472414e-05,3.188282637564037,,0.1760866711275833,2.691785117761035,11.68773098131841
2,3,0.1538162924434877,0.6678703417896235,1.256637061435917,0.8378595835550408,-0.001258925754806557,7.836238605804373e-06,-0.0007983725333612001,-0.007828342093232918,-1.405066811450634e-05,3.188282637564039,,0.1760866711275833,2.691785117761035,11.68773098131841
2,4,0.1538162924434877,0.6678703417896235,1.675516081914556,0.837859583590179,-0.001258925761001833,9.662057816588944e-06,-0.000798372409730124,-0.007828342157806213,-5.556130212761759e-06,3.188282637564039,,0.1760866711275833,2.691785117761035,11.68773098131841
2,5,0.1538162924434877,0.6678703417896235,2.094395102393195,0.8378595835957652,-0.001258925760055096,9.817219464173882e-06,-0.000798372201889255,-0.007828342182597687,3.89911300989807e-06,3.188282637564036,,0.1760866711275833,2.691785117761035,11.68773098131841
2,6,0.1538162924434877,0.6678703417896235,2.513274122871834,0.8378595835680903,-0.001258925752563176,8.274894724146328e-06,-0.0007983720473272121,-0.007828342151165065,1.268016421011327e-05,3.188282637564031,,0.1760866711275833,2.691785117761035,11.68773098131841
2,7,0.1538162924434877,0.6678703417896235,2.932153143350473,0.8378595835254645,-0.00125892574342429,5.301765528357788e-06,-0.000798372048293629,-0.007828342084263187,1.926869991574243e-05,3.188282637564031,,0.1760866711275833,2.691785117761035,11.68773098131841
2,8,0.1538162924434877,0.6678703417896235,3.351032163829113,0.8378595834961076,-0.00125892573872718,1.41191287388018e-06,-0.000798372204203664,-0.007828342026209693,2.252550237349705e-05,3.188282637564032,,0.1760866711275833,2.691785117761035,11.68773098131841
2,9,0.1538162924434877,0.6678703417896235,3.769911184307752,0.8378595834994477,-0.001258925741632349,-2.7220723813192e-06,-0.0007983724119026685,-0.007828342015460845,2.188744075132924e-05,3.188282637564035,,0.1760866711275833,2.691785117761035,11.68773098131841
2,10,0.1538162924434877,0.6678703417896235,4.188790204786391,0.8378595835332614,-0.001258925750164808,-6.38538658221441e-06,-0.0007983725338920319,-0.007828342059074624,1.746484171335858e-05,3.188282637564038,,0.1760866711275833,2.691785117761035,11.68773098131841
2,11,0.1538162924434877,0.6678703417896235,4.607669225265029,0.8378595835751743,-0.001258925758636784,-8.944609389243132e-06,-0.000798372489440965,-0.00782834212816361,1.002241291934588e-05,3.18828263756404,,0.1760866711275833,2.691785117761035,11.68773098131841
2,12,0.1538162924434877,0.6678703417896235,5.026548245743669,0.8378595835974643,-0.001258925761503142,-9.957227956542314e-06,-0.0007983723080205227,-0.007828342177069181,8.470179738373782e-07,3.188282637564038,,0.1760866711275833,2.691785117761035,11.68773098131841
2,13,0.1538162924434877,0.6678703417896235,5.445427266222308,0.8378595835853764,-0.001258925756897326,-9.248151385392601e-06,-0.0007983721096780816,-0.007828342173446507,-8.474834056075387e-06,3.188282637564033,,0.1760866711275833,2.691785117761035,11.68773098131841
2,14,0.1538162924434877,0.6678703417896235,5.864306286700947,0.8378595835468994,-0.001258925747797451,-6.939985460889237e-06,-0.0007983720256140422,-0.007828342119626776,-1.633131036801473e-05,3.188282637564031,,0.1760866711275833,2.691785117761035,11.68773098131841
3,0,0.2307244386652315,1.001805512684435,0,0.8377837859910331,-0.0018374088285902,-5.013758824939031e-06,-0.001167831361473388,-0.007174563235545153,-1.966877301603339e-05,3.188282637564031,,0.1760866711275833,2.691785117761035,11.68773098131841
3,1,0.2307244386652315,1.001805512684435,0.4188790204786391,0.8377837859626638,-0.001837408823607393,-1.077638145709975e-06,-0.001167831525914104,-0.007174563170177713,-2.262075839158095e-05,3.188282637564034,,0.1760866711275833,2.691785117761035,11.68773098131841
3,2,0.2307244386652315,1.001805512684435,0.8377580409572781,0.8377837859679296,-0.0018374088300614,3.044815982918623e-06,-0.001167831733163642,-0.007174563156224428,-2.166140905343234e-05,3.188282637564036,,0.1760866711275833,2.691785117761035,11.68773098131841
3,3,0.2307244386652315,1.001805512684435,1.256637061435917,0.8377837860033399,-0.001837408843609521,6.640793735061689e-06,-0.001167831846028175,-0.00717456320289194,-1.695660526715646e-05,3.188282637564039,,0.1760866711275833,2.691785117761035,11.68773098131841
3,4,0.2307244386652315,1.001805512684435,1.675516081914556,0.8377837860454712,-0.00183740885530201,9.08851787710048e-06,-0.001167831789853181,-0.007174563279311517,-9.319850447246424e-06,3.188282637564039,,0.1760866711275833,2.691785117761035,11.68773098131841
3,5,0.2307244386652315,1.001805512684435,2.094395102393195,0.8377837860664462,-0.001837408857471574,9.964754716410977e-06,-0.001167831601855797,-0.007174563334938739,-7.160889080721704e-08,3.188282637564036,,0.1760866711275833,2.691785117761035,11.68773098131841
3,6,0.2307244386652315,1.001805512684435,2.513274122871834,0.8377837860523765,-0.001837408848650694,9.117994984864827e-06,-0.001167831406396304,-0.007174563332943291,9.189014510647148e-06,3.188282637564032,,0.1760866711275833,2.691785117761035,11.68773098131841
3,7,0.2307244386652315,1.001805512684435,2.932153143350473,0.837783786012571,-0.00183740883461446,6.694651110016528e-06,-0.001167831332785727,-0.007174563274624822,1.68607739082787e-05,3.188282637564031,,0.1760866711275833,2.691785117761035,11.68773098131841
3,8,0.2307244386652315,1.001805512684435,3.351032163829113,0.8377837859733794,-0.001837408824695081,3.113741207500622e-06,-0.001167831429785328,-0.007174563198599044,2.161715235691812e-05,3.188282637564033,,0.1760866711275833,2.691785117761035,11.68773098131841
3,9,0.2307244386652315,1.001805512684435,3.769911184307752,0.8377837859607365,-0.001837408825511142,-1.005562880836039e-06,-0.001167831633227863,-0.007174563155194872,2.263572871440575e-05,3.188282637564035,,0.1760866711275833,2.691785117761035,11.68773098131841
3,10,0.2307244386652315,1.001805512684435,4.188790204786391,0.8377837859829996,-0.00183740883646687,-4.950996007015104e-06,-0.001167831808434902,-0.007174563173105632,1.974038186404123e-05,3.188282637564037,,0.1760866711275833,2.691785117761035,11.68773098131841
3,11,0.2307244386652315,1.001805512684435,4.607669225265029,0.8377837860254381,-0.001837408850269452,-8.040356898625121e-06,-0.001167831839454384,-0.007174563240467535,1.343174367089819e-05,3.188282637564039,,0.1760866711275833,2.691785117761035,11.68773098131841
3,12,0.2307244386652315,1.001805512684435,5.026548245743669,0.8377837860599782,-0.001837408857849808,-9.739467014146665e-06,-0.001167831705812967,-0.007174563312735927,4.800635058143957e-06,3.188282637564038,,0.1760866711275833,2.691785117761035,11.68773098131841
3,13,0.2307244386652315,1.001805512684435,5.445427266222308,0.8377837860637586,-0.001837408854222963,-9.754534834397858e-06,-0.001167831495947835,-0.00717456334209627,-4.660546933501225e-06,3.188282637564033,,0.1760866711275833,2.691785117761035,11.68773098131841
3,14,0.2307244386652315,1.001805512684435,5.864306286700947,0.8377837860342713,-0.001837408841715316,-8.08295500820363e-06,-0.001167831348683082,-0.007174563309084815,-1.331587808357545e-05,3.188282637564031,,0.1760866711275833,2.691785117761035,11.68773098131841
4,0,0.3076325848869754,1.335740683579247,0,0.8376808496877362,-0.00235655533567987,-6.441779202027847e-06,-0.001502300864285717,-0.006289521323373085,-1.737227300140433e-05,3.188282637564031,,0.1760866711275833,2.691785117761035,11.68773098131841
4,1,0.3076325848869754,1.335740683579247,0.4188790204786391,0.8376808496487541,-0.002356555324855572,-2.791919986890054e-06,-0.001502300972770757,-0.006289521238507892,-2.184508327961771e-05,3.188282637564034,,0.1760866711275833,2.691785117761035,11.68773098131841
4,2,0.3076325848869754,1.335740683579247,0.8377580409572781,0.8376808496378899,-0.002356555328928157,1.340687587790947e-06,-0.001502301180486728,-0.006289521190588375,-2.254068013064999e-05,3.188282637564037,,0.1760866711275833,2.691785117761035,11.68773098131841
4,3,0.3076325848869754,1.335740683579247,1.256637061435917,0.83768084966233,-0.002356555345129932,5.241478070302005e-06,-0.001502301349931984,-0.006289521211328867,-1.93387885617572e-05,3.188282637564039,,0.1760866711275833,2.691785117761035,11.68773098131841
4,4,0.3076325848869754,1.335740683579247,1.675516081914556,0.8376808497059083,-0.002356555362755741,8.23596932951319e-06,-0.001502301369005192,-0.006289521287007729,-1.279304480423364e-05,3.188282637564039,,0.1760866711275833,2.691785117761035,11.68773098131841
4,5,0.3076325848869754,1.335740683579247,2.094395102393195,0.8376808497397867,-0.002356555370212795,9.806386669274975e-06,-0.001502301225130041,-0.006289521367541018,-4.035267453961838e-06,3.188282637564036,,0.1760866711275833,2.691785117761035,11.68773098131841
4,6,0.3076325848869754,1.335740683579247,2.513274122871834,0.8376808497415409,-0.002356555362533789,9.681190712714773e-06,-0.00150230101347397,-0.006289521399634172,5.420244293030424e-06,3.188282637564032,,0.1760866711275833,2.691785117761035,11.68773098131841
4,7,0.3076325848869754,1.335740683579247,2.932153143350473,0.8376808497100116,-0.002356555344737559,7.882028961076035e-06,-0.001502300874063388,-0.006289521362054423,1.393854663216173e-05,3.188282637564031,,0.1760866711275833,2.691785117761035,11.68773098131841
4,8,0.3076325848869754,1.335740683579247,3.351032163829113,0.8376808496660678,-0.00235655532864546,4.719992767610311e-06,-0.001502300899199077,-0.006289521279671908,2.004674768056065e-05,3.188282637564032,,0.1760866711275833,2.691785117761035,11.68773098131841
4,9,0.3076325848869754,1.335740683579247,3.769911184307752,0.8376808496387874,-0.002356555324961508,7.418268972274945e-07,-0.001502301072270955,-0.006289521207000852,2.268868389493217e-05,3.188282637564035,,0.1760866711275833,2.691785117761035,11.68773098131841
4,10,0.3076325848869754,1.335740683579247,4.188790204786391,0.8376808496462178,-0.002356555336066548,-3.364607583922602e-06,-0.001502301278701527,-0.006289521192127756,2.140754046857449e-05,3.188282637564038,,0.1760866711275833,2.691785117761035,11.68773098131841
4,11,0.3076325848869754,1.335740683579247,4.607669225265029,0.8376808496834447,-0.00235655535456868,-6.889270800286098e-06,-0.001502301381873784,-0.006289521244899034,1.642483880848027e-05,3.188282637564039,,0.1760866711275833,2.691785117761035,11.68773098131841
4,12,0.3076325848869754,1.335740683579247,5.026548245743669,0.8376808497258391,-0.002356555368290235,-9.222716478211186e-06,-0.00150230131356484,-0.006289521330396024,8.602133375203904e-06,3.188282637564038,,0.1760866711275833,2.691785117761035,11.68773098131841
4,13,0.3076325848869754,1.335740683579247,5.445427266222308,0.8376808497453416,-0.002356555368182597,-9.961470719783053e-06,-0.001502301118984236,-0.006289521392039569,-7.07959016890656e-07,3.188282637564034,,0.1760866711275833,2.691785117761035,11.68773098131841
4,14,0.3076325848869754,1.335740683579247,5.864306286700947,0.8376808497290447,-0.002356555354241918,-8.977796224388592e-06,-0.001502300926841627,-0.00628952138903496,-9.895638904428597e-06,3.188282637564031,,0.1760866711275833,2.691785117761035,11.68773098131841
5,0,0.3845407311087192,1.669675854474059,0,0.8375538735345599,-0.002799648225574173,-7.672334030503771e-06,-0.001791327956328284,-0.005202191242809297,-1.454723760639677e-05,3.188282637564032,,0.1760866711275833,2.691785117761035,11.68773098131841
5,1,0.3845407311087192,1.669675854474059,0.4188790204786391,0.8375538734898753,-0.002799648207832621,-4.420627457427074e-06,-0.001791327994423263,-0.00520219114990341,-2.040150028464021e-05,3.188282637564034,,0.1760866711275833,2.691785117761035,11.68773098131841
5,2,0.3845407311087192,1.669675854474059,0.8377580409572781,0.8375538734638718,-0.002799648206985872,-4.045542018997516e-07,-0.001791328176164308,-0.005202191070743039,-2.272815816646956e-05,3.188282637564036,,0.1760866711275833,2.691785117761035,11.68773098131841
5,3,0.3845407311087192,1.669675854474059,1.256637061435917,0.8375538734737578,-0.002799648223523042,3.681470126197659e-06,-0.001791328381241135,-0.005202191057746235,-2.112491096152056e-05,3.188282637564039,,0.1760866711275833,2.691785117761035,11.68773098131841
5,4,0.3845407311087192,1.669675854474059,1.675516081914556,0.8375538735129964,-0.00279964824651692,7.130934774493742e-06,-0.001791328473968692,-0.005202191119507539,-1.586897475524559e-05,3.188282637564039,,0.1760866711275833,2.691785117761035,11.68773098131841
5,5,0.3845407311087192,1.669675854474059,2.094395102393195,0.8375538735556177,-0.002799648260820984,9.347396011149283e-06,-0.001791328393030581,-0.005202191215123222,-7.869148720584076e-06,3.188282637564036,,0.1760866711275833,2.691785117761035,11.68773098131841
5,6,0.3845407311087192,1.669675854474059,2.513274122871834,0.8375538735734147,-0.002799648256937437,9.947607604826993e-06,-0.001791328191950784,-0.005202191281334528,1.491324590108125e-06,3.188282637564032,,0.1760866711275833,2.691785117761035,11.68773098131841
5,7,0.3845407311087192,1.669675854474059,2.932153143350473,0.8375538735546147,-0.002799648237374838,8.827787507366811e-06,-0.001791328003755899,-0.005202191274356778,1.05939343862968e-05,3.188282637564031,,0.1760866711275833,2.691785117761035,11.68773098131841
5,8,0.3845407311087192,1.669675854474059,3.351032163829113,0.83755387351166,-0.002799648215122754,6.181562727758119e-06,-0.001791327953025757,-0.00520219119878814,1.786475674518489e-05,3.188282637564032,,0.1760866711275833,2.691785117761035,11.68773098131841
5,9,0.3845407311087192,1.669675854474059,3.769911184307752,0.8375538734729717,-0.002799648204960564,2.46648954491235e-06,-0.001791328073354959,-0.005202191104612459,2.204660034890021e-05,3.188282637564035,,0.1760866711275833,2.691785117761035,11.68773098131841
5,10,0.3845407311087192,1.669675854474059,4.188790204786391,0.8375538734641502,-0.002799648213556797,-1.675062094231812e-06,-0.001791328285071108,-0.005202191054172323,2.241638639330601e-05,3.188282637564038,,0.1760866711275833,2.691785117761035,11.68773098131841
5,11,0.3845407311087192,1.669675854474059,4.607669225265029,0.8375538734910367,-0.002799648235180674,-5.526980234040658e-06,-0.001791328448057916,-0.005202191080866308,1.891017555710299e-05,3.188282637564039,,0.1760866711275833,2.691785117761035,11.68773098131841
5,12,0.3845407311087192,1.669675854474059,5.026548245743669,0.8375538735358413,-0.002799648255587805,-8.423233245427684e-06,-0.001791328454507034,-0.005202191167003455,1.213422362891196e-05,3.188282637564038,,0.1760866711275833,2.691785117761035,11.68773098131841
5,13,0.3845407311087192,1.669675854474059,5.445427266222308,0.8375538735689088,-0.002799648261304843,-9.863032730208484e-06,-0.00179132830016207,-0.005202191255569629,3.260154260280097e-06,3.188282637564033,,0.1760866711275833,2.691785117761035,11.68773098131841
5,14,0.3845407311087192,1.669675854474059,5.864306286700947,0.8375538735683593,-0.002799648248474547,-9.597424302965445e-06,-0.001791328087107622,-0.005202191287986393,-6.17762541523459e-06,3.188282637564031,,0.1760866711275833,2.691785117761035,11.68773098131841
6,0,0.461448877330463,2.00361102536887,0,0.8374067204792469,-0.00315245640562784,-8.668100758717576e-06,-0.002025548758204789,-0.003948058649341133,-1.128260984982894e-05,3.188282637564031,,0.1760866711275833,2.691785117761035,11.68773098131841
6,1,0.461448877330463,2.00361102536887,0.4188790204786391,0.8374067204345526,-0.003152456380856191,-5.914063960196646e-06,-0.002025548720186726,-0.003948058561722275,-1.833680613629321e-05,3.188282637564035,,0.1760866711275833,2.691785117761035,11.68773098131841
6,2,0.461448877330463,2.00361102536887,0.8377580409572781,0.8374067203963328,-0.003152456372939498,-2.137431736894733e-06,-0.002025548852674315,-0.003948058458584686,-2.222040202025076e-05,3.188282637564036,,0.1760866711275833,2.691785117761035,11.68773098131841
6,3,0.461448877330463,2.00361102536887,1.256637061435917,0.8374067203898834,-0.003152456387049116,2.008781832475221e-06,-0.002025549067954038,-0.003948058408242063,-2.226188846049716e-05,3.188282637564039,,0.1760866711275833,2.691785117761035,11.68773098131841
6,4,0.461448877330463,2.00361102536887,1.675516081914556,0.8374067204194754,-0.003152456413863461,5.80765872345737e-06,-0.002025549223584742,-0.003948058443993913,-1.845409213763402e-05,3.188282637564039,,0.1760866711275833,2.691785117761035,11.68773098131841
6,5,0.461448877330463,2.00361102536887,2.094395102393195,0.8374067204655193,-0.00315245643570415,8.602338648320935e-06,-0.002025549216622682,-0.003948058542119479,-1.145541569907783e-05,3.188282637564036,,0.1760866711275833,2.691785117761035,11.68773098131841
6,6,0.461448877330463,2.00361102536887,2.513274122871834,0.8374067204975457,-0.003152456438087769,9.909596114072426e-06,-0.002025549051643906,-0.003948058637714458,-2.475993862562508e-06,3.188282637564031,,0.1760866711275833,2.691785117761035,11.68773098131841
6,7,0.461448877330463,2.00361102536887,2.932153143350473,0.8374067204943687,-0.00315245641937891,9.503394424317678e-06,-0.002025548837785292,-0.003948058667574485,6.931549843374722e-06,3.188282637564031,,0.1760866711275833,2.691785117761035,11.68773098131841
6,8,0.461448877330463,2.00361102536887,3.351032163829113,0.8374067204580885,-0.003152456391999907,7.453969483776642e-06,-0.00202554871660646,-0.003948058611900355,1.514056567863327e-05,3.188282637564033,,0.1760866711275833,2.691785117761035,11.68773098131841
6,9,0.461448877330463,2.00361102536887,3.769911184307752,0.8374067204127082,-0.003152456374120261,4.115685451963374e-06,-0.002025548768319806,-0.003948058507490161,2.07316401657183e-05,3.188282637564035,,0.1760866711275833,2.691785117761035,11.68773098131841
6,10,0.461448877330463,2.00361102536887,4.188790204786391,0.8374067203882595,-0.003152456377518148,6.57620037602477e-08,-0.002025548958663035,-0.003948058423483504,2.273802566204438e-05,3.188282637564038,,0.1760866711275833,2.691785117761035,11.68773098131841
6,11,0.461448877330463,2.00361102536887,4.607669225265029,0.837406720400926,-0.003152456399904911,-3.995532249341739e-06,-0.002025549161662754,-0.003948058415506853,2.081279990732787e-05,3.188282637564039,,0.1760866711275833,2.691785117761035,11.68773098131841
6,12,0.461448877330463,2.00361102536887,5.026548245743669,0.8374067204423244,-0.003152456426528231,-7.365962639787746e-06,-0.002025549243027557,-0.003948058488784959,1.528885200717134e-05,3.188282637564038,,0.1760866711275833,2.691785117761035,11.68773098131841
6,13,0.461448877330463,2.00361102536887,5.445427266222308,0.8374067204850525,-0.003152456439799759,-9.462751191345581e-06,-0.002025549148929481,-0.003948058594801466,7.121322768508072e-06,3.188282637564033,,0.1760866711275833,2.691785117761035,11.68773098131841
6,14,0.461448877330463,2.00361102536887,5.864306286700947,0.8374067205008415,-0.003152456430866604,-9.92334414585962e-06,-0.002025548941588047,-0.003948058663461324,-2.277547866633821e-06,3.188282637564031,,0.1760866711275833,2.691785117761035,11.68773098131841
7,0,0.5383570235522069,2.337546196263682,0,0.8372439216811616,-0.003403689943829152,-9.399120293349366e-06,-0.002197003479190031,-0.002567905808734547,-7.680381852463399e-06,3.188282637564031,,0.1760866711275833,2.691785117761035,11.68773098131841
7,1,0.5383570235522069,2.337546196263682,0.4188790204786391,0.8372439216422304,-0.003403689912959577,-7.226877526330835e-06,-0.002197003368720402,-0.002567905739965879,-1.571683107094541e-05,3.188282637564033,,0.1760866711275833,2.691785117761035,11.68773098131841
7,2,0.5383570235522069,2.337546196263682,0.8377580409572781,0.8372439215962925,-0.003403689896532525,-3.805041940306067e-06,-0.002197003434691943,-0.002567905623884527,-2.103569739647013e-05,3.188282637564037,,0.1760866711275833,2.691785117761035,11.68773098131841
7,3,0.5383570235522069,2.337546196263682,1.256637061435917,0.8372439215737539,-0.003403689905356913,2.747199511454884e-07,-0.002197003633412752,-0.002567905537396137,-2.271730046670269e-05,3.188282637564039,,0.1760866711275833,2.691785117761035,11.68773098131841
7,4,0.5383570235522069,2.337546196263682,1.675516081914556,0.8372439215895315,-0.003403689933607231,4.306980218198227e-06,-0.002197003833394154,-0.002567905537712198,-2.047087587933177e-05,3.188282637564039,,0.1760866711275833,2.691785117761035,11.68773098131841
7,5,0.5383570235522069,2.337546196263682,2.094395102393195,0.837243921633174,-0.003403689962649023,7.594524461274263e-06,-0.002197003902341724,-0.00256790562453467,-1.468485093597673e-05,3.188282637564036,,0.1760866711275833,2.691785117761035,11.68773098131841
