member,time_index,curve_index,time_nd,time_days,phase_rad,x,y,z,xdot,ydot,zdot,jacobi,base_vertical_amplitude_nd,base_vertical_amplitude_km,planar_mode_amplitude_nd,rotation_angle_rad,mapping_time_days,terminal_closure_norm
0,2,1,0.2408129788573582,1.045609954198649,0.5711986642890533,0.8369109308627661,3.239131543455008e-05,8.536364223387413e-05,2.106306147681913e-05,3.527377533690905e-05,-0.0001178775789441641,3.188341060505334,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,2,2,0.2408129788573582,1.045609954198649,1.142397328578107,0.8369164832622101,3.541972282842551e-05,8.536197723147075e-05,2.30309219326341e-05,-1.121020393134418e-05,-0.0001178797163228646,3.188341060505394,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,2,3,0.2408129788573582,1.045609954198649,1.71359599286716,0.8369216100074227,2.72015345007885e-05,8.535912749899872e-05,1.767958676393663e-05,-5.413816859820871e-05,-0.0001178840034280863,3.188341060505456,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,2,4,0.2408129788573582,1.045609954198649,2.284794657156213,0.8369246838237112,1.034595401695682e-05,8.535599599821902e-05,6.709985274904689e-06,-7.987974278368079e-05,-0.0001178890959854028,3.188341060505469,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,2,5,0.2408129788573582,1.045609954198649,2.855993321445267,0.836924729357436,-9.795394606575223e-06,8.535356830822385e-05,-6.396235254236405e-06,-8.026109797407367e-05,-0.0001178933784555586,3.188341060505468,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,2,6,0.2408129788573582,1.045609954198649,3.42719198573432,0.8369217321714062,-2.682756853377746e-05,8.535260970954874e-05,-1.748070000007486e-05,-5.516123597790191e-05,-0.0001178954756046403,3.188341060505463,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,2,7,0.2408129788573582,1.045609954198649,3.998390650023373,0.8369166433275357,-3.534294015829028e-05,8.535342869254442e-05,-2.302540311640631e-05,-1.255040819385267e-05,-0.0001178947072504546,3.188341060505428,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,2,8,0.2408129788573582,1.045609954198649,4.569589314312426,0.8369110780299144,-3.263817023395888e-05,8.535577421378083e-05,-2.12682113250521e-05,3.404186165157036e-05,-0.0001178913209395396,3.188341060505358,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,2,9,0.2408129788573582,1.045609954198649,5.140787978601479,0.8369068033526622,-1.957211633277598e-05,8.53589047934435e-05,-1.2764277474098e-05,6.982336842746653e-05,-0.0001178864093113196,3.188341060505322,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,2,10,0.2408129788573582,1.045609954198649,5.711986642890533,0.836905177071698,-2.931234335492627e-07,8.536182028117427e-05,-2.130874660371579e-07,8.343495336857235e-05,-0.0001178815425602474,3.18834106050532,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,3,0,0.3612194682860372,1.568414931297974,0,0.8369085195721099,2.671367910097586e-05,6.818093976116243e-05,1.736558136253408e-05,5.543959631086377e-05,-0.0001657555472228436,3.18834106050532,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,3,1,0.3612194682860372,1.568414931297974,0.5711986642890533,0.8369135987229688,3.531206144521493e-05,6.818090559745376e-05,2.295993607123534e-05,1.292122384746031e-05,-0.0001657576897841778,3.188341060505334,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,3,2,0.3612194682860372,1.568414931297974,1.142397328578107,0.8369191670608154,3.269802095786082e-05,6.81788398580504e-05,2.125519799356364e-05,-3.370026566061335e-05,-0.0001657620445955811,3.188341060505394,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,3,3,0.3612194682860372,1.568414931297974,1.71359599286716,0.8369234568040848,1.970129698391403e-05,6.817540388246819e-05,1.279530246796004e-05,-6.962238203015898e-05,-0.0001657672453916456,3.188341060505457,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,3,4,0.3612194682860372,1.568414931297974,2.284794657156213,0.8369251065735723,4.483875259016139e-07,6.817168489326517e-05,2.667712325627818e-07,-8.34388441648051e-05,-0.0001657716549306046,3.188341060505469,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,3,5,0.3612194682860372,1.568414931297974,2.855993321445267,0.836923592929652,-1.89478451192611e-05,6.816885521346859e-05,-1.235496268567643e-05,-7.076242118016339e-05,-0.0001657738683890531,3.188341060505467,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,3,6,0.3612194682860372,1.568414931297974,3.42719198573432,0.8369193961459142,-3.232907854913584e-05,6.816780978605554e-05,-2.106495999109863e-05,-3.561854197135718e-05,-0.0001657731651252201,3.188341060505463,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,3,7,0.3612194682860372,1.568414931297974,3.998390650023373,0.8369138480877883,-3.544698809577421e-05,6.816888614651115e-05,-2.309760229401225e-05,1.083357589881201e-05,-0.0001657697583399979,3.188341060505428,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,3,8,0.3612194682860372,1.568414931297974,4.569589314312426,0.8369087100228818,-2.731196061900025e-05,6.817175073572093e-05,-1.78049640010441e-05,5.384547465047258e-05,-0.0001657647391351395,3.188341060505358,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,3,9,0.3612194682860372,1.568414931297974,5.140787978601479,0.8369056136722405,-1.050682656910923e-05,6.81754951152912e-05,-6.865463369449234e-06,7.976221738237825e-05,-0.0001657597191163866,3.188341060505322,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,3,10,0.3612194682860372,1.568414931297974,5.711986642890533,0.836905542664983,9.633080122428429e-06,6.817892327956288e-05,6.246643615516464e-06,8.035650370238014e-05,-0.0001657562975398528,3.188341060505319,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,4,0,0.4816259577147163,2.091219908397298,0,0.8369108430792943,3.225349468492214e-05,4.594204496153333e-05,2.09752030199328e-05,3.597213955269454e-05,-0.0002013415771041401,3.18834106050532,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,4,1,0.4816259577147163,2.091219908397298,0.5711986642890533,0.8369163876243441,3.546208206805222e-05,4.594160790709253e-05,2.306037408613117e-05,-1.044599040100456e-05,-0.0002013459658448015,3.188341060505334,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,4,2,0.4816259577147163,2.091219908397298,1.142397328578107,0.8369215349134583,2.74106797091742e-05,4.59389454529497e-05,1.781753596687151e-05,-5.354583206221477e-05,-0.0002013512744184996,3.188341060505394,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,4,3,0.4816259577147163,2.091219908397298,1.71359599286716,0.8369246511302245,1.065544836264448e-05,4.593490628028223e-05,6.913174340540398e-06,-7.964240648398782e-05,-0.0002013558358445018,3.188341060505456,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,4,4,0.4816259577147163,2.091219908397298,2.284794657156213,0.8369247474584388,-9.483670024592409e-06,4.593076765385048e-05,-6.191591559593433e-06,-8.044916922313727e-05,-0.0002013582122605292,3.188341060505469,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,4,5,0.4816259577147163,2.091219908397298,2.855993321445267,0.8369217933531291,-2.661241557961006e-05,4.59278360252714e-05,-1.733885121341442e-05,-5.571006116988188e-05,-0.000201357639306388,3.188341060505467,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,4,6,0.4816259577147163,2.091219908397298,3.42719198573432,0.836916726199224,-3.529249822591764e-05,4.592704091222788e-05,-2.299069653394903e-05,-1.328078035381676e-05,-0.0002013542803527757,3.188341060505463,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,4,7,0.4816259577147163,2.091219908397298,3.998390650023373,0.836911154316582,-3.276831286933596e-05,4.592864131674726e-05,-2.135105589641872e-05,3.336674248805577e-05,-0.0002013491963046368,3.188341060505428,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,4,8,0.4816259577147163,2.091219908397298,4.569589314312426,0.8369068468589133,-1.984155438585579e-05,4.59321358765502e-05,-1.29378725457059e-05,6.942277328925347e-05,-0.0002013440152332872,3.188341060505358,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,4,9,0.4816259577147163,2.091219908397298,5.140787978601479,0.8369051719932394,-6.162524104675686e-07,4.593641401348628e-05,-4.216707377951816e-07,8.344102781279184e-05,-0.0002013403992165562,3.188341060505322,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,4,10,0.4816259577147163,2.091219908397298,5.711986642890533,0.8369066618358453,1.880397577722959e-05,4.594010991768549e-05,1.222152910508782e-05,7.097138269693474e-05,-0.0002013394966108871,3.188341060505319,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,5,0,0.6020324471433954,2.614024885496623,0,0.8369135045971877,3.526254148431617e-05,2.029602897629137e-05,2.294279447933296e-05,1.367936857236947e-05,-0.0002219966804520282,3.18834106050532,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,5,1,0.6020324471433954,2.614024885496623,0.5711986642890533,0.836919079326783,3.282943488268184e-05,2.029498859852675e-05,2.135582026009739e-05,-3.299553121662529e-05,-0.0002220020662814836,3.188341060505334,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,5,2,0.6020324471433954,2.614024885496623,1.142397328578107,0.8369234016999335,1.997252776133747e-05,2.029170737668639e-05,1.298685874272497e-05,-6.919078598258606e-05,-0.0002220067777257659,3.188341060505394,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,5,3,0.6020324471433954,2.614024885496623,1.71359599286716,0.8369250999596421,7.738455222667403e-07,2.028722816519195e-05,4.935750278779831e-07,-8.341330057288052e-05,-0.0002220093381940302,3.188341060505456,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,5,4,0.6020324471433954,2.614024885496623,2.284794657156213,0.8369236352910449,-1.867079427102883e-05,2.028296691769846e-05,-1.215963197053956e-05,-7.114703133412108e-05,-0.0002220089413447817,3.188341060505469,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,5,5,0.6020324471433954,2.614024885496623,2.855993321445267,0.8369194724358413,-3.218767634904859e-05,2.028027044870551e-05,-2.095785577946861e-05,-3.628720395634002e-05,-0.0002220056994376771,3.188341060505468,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,5,6,0.6020324471433954,2.614024885496623,3.42719198573432,0.8369139324834216,-3.548540573882967e-05,2.027999582714293e-05,-2.310750918243644e-05,1.009715097498568e-05,-0.0002220006236865744,3.188341060505463,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,5,7,0.6020324471433954,2.614024885496623,3.998390650023373,0.8369087741221444,-2.751731109901572e-05,2.028223720719883e-05,-1.792356800074008e-05,5.327906163686389e-05,-0.0002219953243717128,3.188341060505428,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,5,8,0.6020324471433954,2.614024885496623,4.569589314312426,0.8369056354944994,-1.081338572556447e-05,2.028628784480667e-05,-7.050017387960761e-06,7.954974570138898e-05,-0.0002219915010443862,3.188341060505357,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,5,9,0.6020324471433954,2.614024885496623,5.140787978601479,0.8369055136530443,9.323260146373731e-06,2.029085864979526e-05,6.059959860792444e-06,8.056950558546227e-05,-0.0002219903829313541,3.188341060505322,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,5,10,0.6020324471433954,2.614024885496623,5.711986642890533,0.8369084473355536,2.649969010681215e-05,2.029449113603535e-05,1.724133258909599e-05,5.601441506854003e-05,-0.0002219923207840466,3.18834106050532,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,6,0,0.7224389365720745,3.136829862595947,0,0.836916295625633,3.550432795781418e-05,-6.855209117671355e-06,2.311181468005596e-05,-9.69027328469702e-06,-0.0002261880534378156,3.18834106050532,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,6,1,0.7224389365720745,3.136829862595947,0.5711986642890533,0.8369214630476747,2.762041216239655e-05,-6.856880312764358e-06,1.797795581777664e-05,-5.29585984535082e-05,-0.0002261928867857475,3.188341060505334,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,6,2,0.7224389365720745,3.136829862595947,1.142397328578107,0.8369246214196504,1.096705407946153e-05,-6.86062165664772e-06,7.139838520355281e-06,-7.940813793080531e-05,-0.0002261956278657814,3.188341060505394,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,6,3,0.7224389365720745,3.136829862595947,1.71359599286716,0.836924768525257,-9.168215261927264e-06,-6.865246529437407e-06,-5.962434245469912e-06,-8.064013257974899e-05,-0.0002261954255399273,3.188341060505456,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,6,4,0.7224389365720745,3.136829862595947,2.284794657156213,0.8369218577344437,-2.639220529817815e-05,-6.869293296776109e-06,-1.717163114164123e-05,-5.626372820346207e-05,-0.0002261923468354571,3.188341060505469,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,6,5,0.7224389365720745,3.136829862595947,2.855993321445267,0.8369168126933197,-3.523636583913624e-05,-6.871481399760884e-06,-2.293022243795642e-05,-1.401950415618731e-05,-0.000226187352514621,3.188341060505467,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,6,6,0.7224389365720745,3.136829862595947,3.42719198573432,0.8369112346923518,-3.289299590245248e-05,-6.871113064512068e-06,-2.140827967976694e-05,3.267935270855385e-05,-0.0002261820114239944,3.188341060505463,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,6,7,0.7224389365720745,3.136829862595947,3.998390650023373,0.8369068948177322,-2.010641803724146e-05,-6.868298367535316e-06,-1.308639747025998e-05,6.900680684360286e-05,-0.0002261780221342666,3.188341060505428,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,6,8,0.7224389365720745,3.136829862595947,4.569589314312426,0.8369051714987104,-9.362956194859989e-07,-6.863928268093915e-06,-6.061594497270561e-07,8.343064250735025e-05,-0.0002261766704118367,3.188341060505357,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,6,9,0.7224389365720745,3.136829862595947,5.140787978601479,0.8369066122504688,1.85313576875247e-05,-6.859394995615844e-06,1.206793634938074e-05,7.137188858834363e-05,-0.0002261783984204641,3.188341060505322,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,6,10,0.7224389365720745,3.136829862595947,5.711986642890533,0.8369107593848283,3.211594123774128e-05,-6.856144363336643e-06,2.090958757952692e-05,3.665821962486508e-05,-0.0002261826492687637,3.188341060505319,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,7,0,0.8428454260007536,3.659634839695272,0,0.8369189972014538,3.295946099597274e-05,-3.349800865256069e-05,2.14662793280253e-05,-3.230287262041702e-05,-0.0002136037089656405,3.18834106050532,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,7,1,0.8428454260007536,3.659634839695272,0.5711986642890533,0.8369233518661948,2.024344670115809e-05,-3.350015676375194e-05,1.31889695168165e-05,-6.876846497095191e-05,-0.0002136066039571023,3.188341060505334,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,7,2,0.8428454260007536,3.659634839695272,1.142397328578107,0.8369250984994726,1.100697579375091e-06,-3.350406629408991e-05,7.320515115811752e-07,-8.339606777374171e-05,-0.0002136065910165782,3.188341060505395,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,7,3,0.8428454260007536,3.659634839695272,1.71359599286716,0.8369236829135412,-1.839077312396783e-05,-3.350849947688226e-05,-1.195161391110807e-05,-7.154083063490203e-05,-0.0002136036923329082,3.188341060505457,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,7,4,0.8428454260007536,3.659634839695272,2.284794657156213,0.8369195543135304,-3.204226045866283e-05,-3.351205563407511e-05,-2.083738923507714e-05,-3.696778765293072e-05,-0.0002135988269581744,3.188341060505469,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,7,5,0.8428454260007536,3.659634839695272,2.855993321445267,0.8369140229205956,-3.551961827017025e-05,-3.351360781801187e-05,-2.310393933930301e-05,9.345025420157042e-06,-0.0002135935206628262,3.188341060505467,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,7,6,0.8428454260007536,3.659634839695272,3.42719198573432,0.8369088446938034,-2.771914393533201e-05,-3.351265824679984e-05,-1.802913976057603e-05,5.269333247989319e-05,-0.0002135894434518212,3.188341060505463,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,7,7,0.8428454260007536,3.659634839695272,3.998390650023373,0.8369056640722231,-1.111764640907908e-05,-3.350950211562459e-05,-7.222314442394325e-06,7.931554812960173e-05,-0.000213587896655198,3.188341060505428,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,7,8,0.8428454260007536,3.659634839695272,4.569589314312426,0.8369054914070434,9.014179235559907e-06,-3.350514118380514e-05,5.884513702913781e-06,8.076070220070459e-05,-0.0002135893918369766,3.188341060505357,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,7,9,0.8428454260007536,3.659634839695272,5.140787978601479,0.836908381597627,2.628499883154236e-05,-3.350096616079069e-05,1.712737594513183e-05,5.65696781455762e-05,-0.0002135934642417968,3.188341060505322,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,7,10,0.8428454260007536,3.659634839695272,5.711986642890533,0.8369134165423345,3.521154922761122e-05,-3.349830789623741e-05,2.293543968902352e-05,1.44215501354355e-05,-0.0002135988089084972,3.188341060505319,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,8,0,0.9632519154294327,4.182439816794596,0,0.8369213970576723,2.782728995556692e-05,-5.765628479866808e-05,1.813280076993943e-05,-5.238290941552934e-05,-0.0001851759545524873,3.188341060505321,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,8,1,0.9632519154294327,4.182439816794596,0.5711986642890533,0.8369245973445736,1.127717139735645e-05,-5.765862043313656e-05,7.361827795204362e-06,-7.918342460853479e-05,-0.000185176104522443,3.188341060505334,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,8,2,0.9632519154294327,4.182439816794596,1.142397328578107,0.8369247952481399,-8.852495607336704e-06,-5.766236033491493e-05,-5.736805396489712e-06,-8.084083333829322e-05,-0.0001851733788631415,3.188341060505394,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,8,3,0.9632519154294327,4.182439816794596,1.71359599286716,0.8369219279958271,-2.617032010283365e-05,-5.766632264434849e-05,-1.700702929785815e-05,-5.682899711056879e-05,-0.0001851686586901032,3.188341060505456,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,8,4,0.9632519154294327,4.182439816794596,2.284794657156213,0.8369169054616772,-3.517788080844294e-05,-5.766925576468174e-05,-2.287192719764383e-05,-1.477313101460795e-05,-0.0001851634368747496,3.188341060505469,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,8,5,0.9632519154294327,4.182439816794596,2.855993321445267,0.8369113217923205,-3.301559127490951e-05,-5.767022818442856e-05,-2.146786038640442e-05,3.197330759801249e-05,-0.0001851593510223577,3.188341060505468,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,8,6,0.9632519154294327,4.182439816794596,3.42719198573432,0.8369069498618281,-2.037028410596152e-05,-5.766892460775764e-05,-1.323798619446936e-05,6.856915720339375e-05,-0.000185157686974196,3.188341060505463,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,8,7,0.9632519154294327,4.182439816794596,3.998390650023373,0.8369051782688078,-1.256799062597117e-06,-5.766575369598808e-05,-7.946477146534436e-07,8.339704610680808e-05,-0.0001851589840154004,3.188341060505427,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,8,8,0.9632519154294327,4.182439816794596,4.569589314312426,0.836906569818783,1.825677186419089e-05,-5.766172438739052e-05,1.190935988851697e-05,7.17501192610456e-05,-0.0001851628509423081,3.188341060505357,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,8,9,0.9632519154294327,4.182439816794596,5.140787978601479,0.8369106824750451,3.197530276667428e-05,-5.765812306839825e-05,2.083825546352559e-05,3.732512206006339e-05,-0.0001851680659155603,3.188341060505322,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,8,10,0.9632519154294327,4.182439816794596,5.711986642890533,0.8369162099407459,3.55431760315156e-05,-5.765609678413026e-05,2.315733155750904e-05,-8.949781807634218e-06,-0.0001851729577572768,3.18834106050532,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,9,0,1.083658404858112,4.705244793893921,0,0.8369233063509334,2.051037299447357e-05,-7.753811889862418e-05,1.337138425522276e-05,-6.835283693511633e-05,-0.0001430125511376265,3.188341060505321,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
0,9,1,1.083658404858112,4.705244793893921,0.5711986642890533,0.8369251012334931,1.42510577693099e-06,-7.754030372322449e-05,9.518464623513104e-07,-8.338450528149263e-05,-0.0001430099708715226,3.188341060505334,0.0001,38.44,1e-05,0.1815444093369128,12.02451447328446,
