case_id,step_index,source_members,N_strategy,solve_variant,step_size,converged,accepted,max_abs_z_km,delta_max_abs_z_km,rho,mean_jacobi,map_residual_max_norm,map_residual_rms_norm,curve_jacobi_span,phase_residual,one_map_phase_return_error,ten_return_jacobi_span,fourier_tail_energy_state,fourier_tail_energy_z,condition_estimate,rank_estimate,stop_trigger,classification,diagnosis
stabilized_tiny_forward_step_1,1,"9,10",N61,two_phase_rank_audit_plus_scaled_PALC,0.0001203590362078827,True,True,10164.52860403237,0.5055043818210834,1.443879164039299,2.922288389395589,4.99477874760682e-13,2.460874214464691e-13,1.13686837721616e-13,-4.471486928555451e-18,1.018279887844389e-13,3.108624468950438e-15,9.709088122483572e-24,3.68849202347183e-22,281596.2648681861,367,,full_column_rank_moderate,accepted tiny local fixed-time diagnostic; not an accepted continuation branch breakthrough
stabilized_tiny_forward_step_2,2,"10,11",N61,two_phase_rank_audit_plus_scaled_PALC,0.0001203596642222294,True,True,10165.0336201818,0.5050161494273198,1.44388045157828,2.922288367401689,1.219813571213299e-13,5.523693081645449e-14,8.659739592076221e-14,-1.657643477776666e-18,3.809117944208196e-14,3.108624468950438e-15,9.920509820356257e-24,3.746059451103977e-22,281714.4279139197,367,,full_column_rank_moderate,accepted tiny local fixed-time diagnostic; not an accepted continuation branch breakthrough
stabilized_tiny_forward_step_3,3,"11,12",N61,two_phase_rank_audit_plus_scaled_PALC,0.0001203598061166189,True,True,10165.53845496676,0.5048347849588026,1.443881738971646,2.922288345407789,1.254136552441435e-13,4.771999800065717e-14,8.704148513061227e-14,4.659951759319533e-18,2.912706802027303e-14,3.552713678800501e-15,1.077372791158427e-23,4.205862082973183e-22,281832.6735351297,367,,full_column_rank_moderate,accepted tiny local fixed-time diagnostic; not an accepted continuation branch breakthrough
