curve,sample,time_nd,time_days,x,y,z,jacobi,curve_jacobi_span
0,0,0,0,0.9899491533742412,4.000682308118206e-21,0.002765527353666386,3.00086038332114,1.332267629550188e-15
0,9,0.05125441130941854,2.979521438239118,0.9899455265534808,2.682644147738256e-05,0.002797333389033058,3.00086038332114,1.332267629550188e-15
0,19,0.1082037572087725,6.290100814060362,0.9899328222333987,5.731542317574114e-05,0.002801021406957765,3.00086038332114,1.332267629550188e-15
0,28,0.159458168518191,9.269622252299481,0.9899134021204402,8.599913884088521e-05,0.002775891719526107,3.00086038332114,1.332267629550188e-15
0,38,0.216407514417545,12.58020162812072,0.9898828063397832,0.0001199863503914015,0.00271674851396556,3.00086038332114,1.332267629550188e-15
0,47,0.2676619257269635,15.55972306635984,0.9898470714012239,0.0001531164538966748,0.002636054687202709,3.00086038332114,1.332267629550188e-15
0,57,0.3246112716263174,18.87030244218109,0.9897981889003199,0.0001934734912665284,0.00251694358115478,3.000860383321139,1.332267629550188e-15
0,66,0.375865682935736,21.8498238804202,0.9897458761303591,0.000233598564697655,0.002384446975124005,3.000860383321139,1.332267629550188e-15
0,76,0.4328150288350899,25.16040325624145,0.989678402875062,0.0002830947542037725,0.002210826813280401,3.000860383321139,1.332267629550188e-15
0,85,0.4840694401445084,28.13992469448056,0.9896091046188523,0.0003326464600770143,0.002032546436579767,3.000860383321139,1.332267629550188e-15
0,95,0.5410187860438623,31.4505040703018,0.9895222748086884,0.0003939319914043356,0.001812261149182015,3.00086038332114,1.332267629550188e-15
0,104,0.5922731973532809,34.43002550854092,0.9894348647700083,0.0004552835579364901,0.001596212474869952,3.00086038332114,1.332267629550188e-15
0,114,0.6492225432526348,37.74060488436217,0.98932675625373,0.0005310476984724014,0.001339104969264281,3.00086038332114,1.332267629550188e-15
0,123,0.7004769545620534,40.72012632260129,0.9892187437279942,0.0006067465685290475,0.001094854995380977,3.000860383321139,1.332267629550188e-15
0,133,0.7574263004614074,44.03070569842253,0.9890855789003223,0.000700078520253386,0.0008121580445213804,3.00086038332114,1.332267629550188e-15
0,142,0.8086807117708259,47.01022713666165,0.988952535728668,0.0007932596672435496,0.0005501761088404249,3.000860383321139,1.332267629550188e-15
0,152,0.8656300576701799,50.3208065124829,0.9887881535554861,0.0009081953144310749,0.000253692580667221,3.000860383321139,1.332267629550188e-15
0,161,0.9168844689795984,53.30032795072201,0.9886233741125459,0.001023136797745594,-1.545378759129812e-05,3.000860383321139,1.332267629550188e-15
0,171,0.9738338148789523,56.61090732654325,0.988419037305141,0.001165323063597081,-0.0003142816783750303,3.00086038332114,1.332267629550188e-15
0,180,1.025088226188371,59.59042876478237,0.988213550976643,0.001308062154092635,-0.0005807592327059137,3.000860383321139,1.332267629550188e-15
0,190,1.082037572087725,62.90100814060361,0.9879581738732505,0.001485431838333847,-0.0008717208825011894,3.00086038332114,1.332267629550188e-15
0,199,1.133291983397143,65.88052957884274,0.987701135186821,0.001664337761402971,-0.001127125332720158,3.000860383321139,1.332267629550188e-15
0,209,1.190241329296497,69.19110895466397,0.9873818994021187,0.001887680319474817,-0.001401874668728491,3.000860383321139,1.332267629550188e-15
0,219,1.247190675195851,72.50168833048522,0.9870235751657168,0.002140638537339838,-0.001665464832842861,3.000860383321139,1.332267629550188e-15
1,0,0,0,0.9900059423745166,0.0002409608223925396,0.001271173399270731,3.000858737176666,8.881784197001252e-16
1,9,0.05125441130941854,2.979521438239118,0.9900131727396261,0.0002467508479357235,0.001007306484040613,3.000858737176666,8.881784197001252e-16
1,19,0.1082037572087725,6.290100814060362,0.9900198957922709,0.0002501118050749911,0.0007018432438227183,3.000858737176666,8.881784197001252e-16
