figure_id,source_pdf,source_pdf_page,source_pdf_xref,source_pdf_sha256,source_image,source_image_width,source_image_height,source_image_sha256,computed_family,computed_family_sha256,blue_mask_pixels,blue_curve_columns,orange_mask_pixels,reference_time_min_days,reference_time_max_days,reference_nu_min,reference_nu_max,accepted_quasi_rows,rejected_quasi_rows,overlap_comparison_rows,overlap_time_min_days,overlap_time_max_days,reference_time_coverage_fraction,pointwise_mae_nu,pointwise_rmse_nu,pointwise_max_abs_error_nu,pointwise_mean_error_nu,periodic_anchor_time_abs_error_days,periodic_anchor_nu_abs_error,estimated_x_uncertainty_days,estimated_y_uncertainty_nu,axis_calibration_rmse_px,axis_calibration_max_abs_residual_px,computed_tail_time_gap_days,computed_tail_reference_nu_gap,pointwise_overlap_acceptance,full_curve_coverage,overall_status
4.2,../2018_McCarthy_拟周期轨道.pdf,103,473,E434AEABB749DC34B2B05D12BFD77D7AFE940A0E04EEE1A6B20C2E1C4206456A,outputs/reference_pages/fig_4_2_reference_native.png,1517,682,BF013B6B97E09436AE5333422E52E53ECBECA62DAABAAEFDC2530FFA4E270B12,data/computed/chapter4_fig42_stability_family_audit.csv,5433B13463E356AF29FAC17C0A831F24A01571B676323C7C81D303E969084047,5668,1054,137,12.02340425531915,12.47404255319149,618.7499999999998,796.09375,16,1,13,12.02340425531915,12.42459244000286,0.8902665099213599,0.3532571461561597,0.3710034126027414,0.5108820184630076,0.3532571461561597,0.000937945927796946,0.07155720642754204,0.001276595744684417,1.953125000000229,3.095490228839442e-12,8.348877145181092e-12,0.04945011318863024,19.76714179556234,true,false,pointwise_overlap_pass_full_curve_coverage_boundary
