mode,cache_path,cache_sha256,member_count,target_jacobi_values,worst_target_error,first_mean_jacobi,last_mean_jacobi,max_map_residual,max_curve_jacobi_span,rho_monotone,jacobi_monotone,elapsed_seconds,status,failure_reason
full,C:\Users\wwh20\Desktop\复现论文\mccarthy2018_reproduction\outputs\cold_start\fixed_mapping_full\fixed_mapping_dro_v1_079947170b953a50.pkl,4B8209C045A7929482EA65227AB603A4627BD83E58D5E4B1FC7AF67939CBA5DA,19,2.9221;2.9215;2.9212,0.001082866714091857,2.922496961073729,2.922282866714092,1.389598998975685e-09,7.100595666997833e-10,true,true,39.38870039999983,fail,RuntimeError: Fixed-mapping rotation continuation lost monotonic direction at JC=2.9222828
