schema_version,control_id,variant_id,figure_id,family,branch,panel_id,canonical_snapshot_index,variant_snapshot_index,changed_factor,fixed_camera,fixed_epsilon,fixed_crop,fixed_thresholds,historical_exposure,paper_mask_read,variant_metric_reference,canonical_chamfer_fraction,canonical_f1,canonical_hd95_fraction,canonical_area_ratio,canonical_projection_loss,variant_chamfer_fraction,variant_f1,variant_hd95_fraction,variant_area_ratio,variant_projection_loss,delta_projection_loss_from_canonical,semantic_chamfer_fraction,semantic_f1,semantic_hd95_fraction,semantic_area_ratio,state_rms_difference,state_max_abs_difference,state_hd95_raw,state_hd95_normalized,variant_protocol_gate,semantic_similarity_gate,interpretation,control_runtime_seconds,paper_projection_acceptance,paper_3d_equivalence,fit_lock_sha256,holdout_csv_sha256,camera_config_sha256,generator_sha256,projection_core_sha256,variational_core_sha256,npz_sha256
chapter4_projection_semantics_negative_controls_v1,explicit_stm_transport,first_order_stm_to_tau_plus_phase,4.4,halo,negative_x,d,3,3,explicit_stm_transport,true,true,true,true,true,false,canonical_nonlinear_prediction,0.0476152269555138,0.235032316394722,0.150795922227434,0.385724882551718,0.705955775100056,0.0291257361435054,0.599793598020647,0.171440542737308,2.45833333333333,0.496959976206952,,0.0291257361435054,0.599793598020647,0.171440542737308,2.45833333333333,0.0865419270119907,0.832317047956896,0.0534826343028613,0.133901869950295,not_applicable,material_difference,First-order STM transport differs materially from nonlinear tau+phase geometry.,1.05018140000175,fail,false,D2767E61A3EBF428ED8242CA00EDE441FF2C0666189E062397AA928277E43374,6C5390F938E6E0D882152E59BBDD05BAA4EA04EAC2FA092052DF9AB624688FB1,7FE3D12CF319A3CBD60B540FFDAD005B5C7B51C8B5F3A2D924B7CFECBC26DFA0,CBA2DA4D445E501E063759FE4CFA5D90D657188B752198CF0EDC097409C9452E,07FF9AEF6D48FDBCC3FEA9D242AF0BE73FAF4D278259D22D3FB1F9D24BA44A82,F7EC58CF84A4498DA5F21D8FF1C0A880619B203333EAD87BF9D455F922B7FCED,54B1C356A5258F5BBA4B9E462976C76F7ED10DA6A2B961838209914544BF2622
chapter4_projection_semantics_negative_controls_v1,explicit_stm_transport,stm_phase_transport_normalized_reseed_then_nonlinear_tau,4.4,halo,negative_x,d,3,3,explicit_stm_transport,true,true,true,true,true,false,canonical_nonlinear_prediction,0.0476152269555138,0.235032316394722,0.150795922227434,0.385724882551718,0.705955775100056,0.0201928239912771,0.700387971006264,0.136037636181463,0.630769230769231,0.319212048331343,,0.0201928239912771,0.700387971006264,0.136037636181463,0.630769230769231,0.0787565373329506,0.437611430014831,0.145309720616312,0.363804879211757,not_applicable,material_difference,First-order STM transport differs materially from nonlinear tau+phase geometry.,1.08008549999977,fail,false,D2767E61A3EBF428ED8242CA00EDE441FF2C0666189E062397AA928277E43374,6C5390F938E6E0D882152E59BBDD05BAA4EA04EAC2FA092052DF9AB624688FB1,7FE3D12CF319A3CBD60B540FFDAD005B5C7B51C8B5F3A2D924B7CFECBC26DFA0,CBA2DA4D445E501E063759FE4CFA5D90D657188B752198CF0EDC097409C9452E,07FF9AEF6D48FDBCC3FEA9D242AF0BE73FAF4D278259D22D3FB1F9D24BA44A82,F7EC58CF84A4498DA5F21D8FF1C0A880619B203333EAD87BF9D455F922B7FCED,54B1C356A5258F5BBA4B9E462976C76F7ED10DA6A2B961838209914544BF2622
chapter4_projection_semantics_negative_controls_v1,panel_time_mapping,panel_d_with_adjacent_time_c,4.5,vertical,positive_x,d,3,2,panel_time_mapping,true,true,true,true,true,true,paper_panel_d,0.0202259882339794,0.59216822736221,0.107066172450514,1.04192582354296,0.261176106210065,0.0240263041159873,0.521641720884052,0.112842631450424,0.878369039391845,0.323838215397075,0.0626621091870093,0.00184822093819651,0.941641707225758,0.02734375,0.843024541233694,,,,,fail:chamfer;f1;hd95,material_difference,Adjacent panel time does not improve exposed loss.,0.234728700001142,fail,false,D2767E61A3EBF428ED8242CA00EDE441FF2C0666189E062397AA928277E43374,6C5390F938E6E0D882152E59BBDD05BAA4EA04EAC2FA092052DF9AB624688FB1,7FE3D12CF319A3CBD60B540FFDAD005B5C7B51C8B5F3A2D924B7CFECBC26DFA0,CBA2DA4D445E501E063759FE4CFA5D90D657188B752198CF0EDC097409C9452E,07FF9AEF6D48FDBCC3FEA9D242AF0BE73FAF4D278259D22D3FB1F9D24BA44A82,F7EC58CF84A4498DA5F21D8FF1C0A880619B203333EAD87BF9D455F922B7FCED,54B1C356A5258F5BBA4B9E462976C76F7ED10DA6A2B961838209914544BF2622
chapter4_projection_semantics_negative_controls_v1,mask_extraction_order,resize_rgb_then_threshold,4.5,vertical,positive_x,d,3,3,mask_extraction_order,true,true,true,true,true,true,alternative_paper_mask,0.0202259882339794,0.59216822736221,0.107066172450514,1.04192582354296,0.261176106210065,0.0204766239758274,0.587127571849533,0.106923560102898,1.01929057556227,0.258420445866625,-0.00275566034343994,3.79656057151085e-05,1,0,1.0222068647777,,,,,fail:chamfer;f1;hd95,close,Resize/threshold ordering is close to the frozen mask.,0.0448269000007713,fail,false,D2767E61A3EBF428ED8242CA00EDE441FF2C0666189E062397AA928277E43374,6C5390F938E6E0D882152E59BBDD05BAA4EA04EAC2FA092052DF9AB624688FB1,7FE3D12CF319A3CBD60B540FFDAD005B5C7B51C8B5F3A2D924B7CFECBC26DFA0,CBA2DA4D445E501E063759FE4CFA5D90D657188B752198CF0EDC097409C9452E,07FF9AEF6D48FDBCC3FEA9D242AF0BE73FAF4D278259D22D3FB1F9D24BA44A82,F7EC58CF84A4498DA5F21D8FF1C0A880619B203333EAD87BF9D455F922B7FCED,54B1C356A5258F5BBA4B9E462976C76F7ED10DA6A2B961838209914544BF2622
chapter4_projection_semantics_negative_controls_v1,quad_rasterizer,two_triangles_per_quad,4.5,vertical,positive_x,d,3,3,quad_rasterizer,true,true,true,true,true,true,paper_panel_d,0.0202259882339794,0.59216822736221,0.107066172450514,1.04192582354296,0.261176106210065,0.0202320593614947,0.592034559608612,0.107066172450514,1.04432158488827,0.261823191052483,0.000647084842417545,1.58414286108128e-06,1,0,1.00229935883263,,,,,fail:chamfer;f1;hd95,close,Triangle decomposition is close to the frozen quad union.,0.0448159000006854,fail,false,D2767E61A3EBF428ED8242CA00EDE441FF2C0666189E062397AA928277E43374,6C5390F938E6E0D882152E59BBDD05BAA4EA04EAC2FA092052DF9AB624688FB1,7FE3D12CF319A3CBD60B540FFDAD005B5C7B51C8B5F3A2D924B7CFECBC26DFA0,CBA2DA4D445E501E063759FE4CFA5D90D657188B752198CF0EDC097409C9452E,07FF9AEF6D48FDBCC3FEA9D242AF0BE73FAF4D278259D22D3FB1F9D24BA44A82,F7EC58CF84A4498DA5F21D8FF1C0A880619B203333EAD87BF9D455F922B7FCED,54B1C356A5258F5BBA4B9E462976C76F7ED10DA6A2B961838209914544BF2622
chapter4_projection_semantics_negative_controls_v1,surface_renderer,matplotlib_polycollection,4.5,vertical,positive_x,d,3,3,surface_renderer,true,true,true,true,true,true,paper_panel_d,0.0202259882339794,0.59216822736221,0.107066172450514,1.04192582354296,0.261176106210065,0.0200569255308159,0.594792276717065,0.106878954719412,1.05459571527298,0.262669897155366,0.00149379094530028,1.28177543098934e-05,1,0,1.0121600707495,,,,,fail:chamfer;f1;hd95,close,Matplotlib polygon rendering is close to the deterministic union.,0.0441831999996793,fail,false,D2767E61A3EBF428ED8242CA00EDE441FF2C0666189E062397AA928277E43374,6C5390F938E6E0D882152E59BBDD05BAA4EA04EAC2FA092052DF9AB624688FB1,7FE3D12CF319A3CBD60B540FFDAD005B5C7B51C8B5F3A2D924B7CFECBC26DFA0,CBA2DA4D445E501E063759FE4CFA5D90D657188B752198CF0EDC097409C9452E,07FF9AEF6D48FDBCC3FEA9D242AF0BE73FAF4D278259D22D3FB1F9D24BA44A82,F7EC58CF84A4498DA5F21D8FF1C0A880619B203333EAD87BF9D455F922B7FCED,54B1C356A5258F5BBA4B9E462976C76F7ED10DA6A2B961838209914544BF2622
chapter4_projection_semantics_negative_controls_v1,explicit_stm_transport,first_order_stm_to_tau_plus_phase,4.5,vertical,positive_x,d,3,3,explicit_stm_transport,true,true,true,true,true,false,canonical_nonlinear_prediction,0.0202259882339794,0.59216822736221,0.107066172450514,1.04192582354296,0.261176106210065,0.0453581320444896,0.539647028224504,0.267959211974932,2.31266858279903,0.552124943030262,,0.0453581320444896,0.539647028224504,0.267959211974932,2.31266858279903,0.295069696097647,3.48200053405174,0.420166211648349,0.884740311764775,not_applicable,material_difference,First-order STM transport differs materially from nonlinear tau+phase geometry.,1.31079370000043,fail,false,D2767E61A3EBF428ED8242CA00EDE441FF2C0666189E062397AA928277E43374,6C5390F938E6E0D882152E59BBDD05BAA4EA04EAC2FA092052DF9AB624688FB1,7FE3D12CF319A3CBD60B540FFDAD005B5C7B51C8B5F3A2D924B7CFECBC26DFA0,CBA2DA4D445E501E063759FE4CFA5D90D657188B752198CF0EDC097409C9452E,07FF9AEF6D48FDBCC3FEA9D242AF0BE73FAF4D278259D22D3FB1F9D24BA44A82,F7EC58CF84A4498DA5F21D8FF1C0A880619B203333EAD87BF9D455F922B7FCED,54B1C356A5258F5BBA4B9E462976C76F7ED10DA6A2B961838209914544BF2622
chapter4_projection_semantics_negative_controls_v1,explicit_stm_transport,stm_phase_transport_normalized_reseed_then_nonlinear_tau,4.5,vertical,positive_x,d,3,3,explicit_stm_transport,true,true,true,true,true,false,canonical_nonlinear_prediction,0.0202259882339794,0.59216822736221,0.107066172450514,1.04192582354296,0.261176106210065,0.0291574979346916,0.697843655953716,0.257682998404006,0.537563564006191,0.399833486397873,,0.0291574979346916,0.697843655953716,0.257682998404006,0.537563564006191,0.120877339359875,3.51342930164728,0.24058332881322,0.5065942082886,not_applicable,material_difference,First-order STM transport differs materially from nonlinear tau+phase geometry.,2.70719069999905,fail,false,D2767E61A3EBF428ED8242CA00EDE441FF2C0666189E062397AA928277E43374,6C5390F938E6E0D882152E59BBDD05BAA4EA04EAC2FA092052DF9AB624688FB1,7FE3D12CF319A3CBD60B540FFDAD005B5C7B51C8B5F3A2D924B7CFECBC26DFA0,CBA2DA4D445E501E063759FE4CFA5D90D657188B752198CF0EDC097409C9452E,07FF9AEF6D48FDBCC3FEA9D242AF0BE73FAF4D278259D22D3FB1F9D24BA44A82,F7EC58CF84A4498DA5F21D8FF1C0A880619B203333EAD87BF9D455F922B7FCED,54B1C356A5258F5BBA4B9E462976C76F7ED10DA6A2B961838209914544BF2622
chapter4_projection_semantics_negative_controls_v1,panel_time_mapping,panel_d_with_adjacent_time_c,4.6,vertical,negative_x,d,3,2,panel_time_mapping,true,true,true,true,true,true,paper_panel_d,0.0229123384889962,0.63849613760193,0.151047729463644,1.08448897305883,0.261703422920961,0.0988235518945653,0.0492642810105879,0.199251299300111,0.471684281263364,0.811865589423184,0.550162166502222,0.025061510778325,0.62435584486032,0.156956410959878,0.43493690851735,,,,,fail:chamfer;f1;hd95;area_ratio,material_difference,Adjacent panel time does not improve exposed loss.,0.197718100000202,fail,false,D2767E61A3EBF428ED8242CA00EDE441FF2C0666189E062397AA928277E43374,6C5390F938E6E0D882152E59BBDD05BAA4EA04EAC2FA092052DF9AB624688FB1,7FE3D12CF319A3CBD60B540FFDAD005B5C7B51C8B5F3A2D924B7CFECBC26DFA0,CBA2DA4D445E501E063759FE4CFA5D90D657188B752198CF0EDC097409C9452E,07FF9AEF6D48FDBCC3FEA9D242AF0BE73FAF4D278259D22D3FB1F9D24BA44A82,F7EC58CF84A4498DA5F21D8FF1C0A880619B203333EAD87BF9D455F922B7FCED,54B1C356A5258F5BBA4B9E462976C76F7ED10DA6A2B961838209914544BF2622
chapter4_projection_semantics_negative_controls_v1,mask_extraction_order,resize_rgb_then_threshold,4.6,vertical,negative_x,d,3,3,mask_extraction_order,true,true,true,true,true,true,alternative_paper_mask,0.0229123384889962,0.63849613760193,0.151047729463644,1.08448897305883,0.261703422920961,0.0231026398865326,0.636896650531891,0.15185719115211,1.07705375561218,0.26117593973089,-0.000527483190071565,8.45122569224837e-06,1,0,1.00690329280958,,,,,fail:chamfer;f1;hd95,close,Resize/threshold ordering is close to the frozen mask.,0.0387733999996271,fail,false,D2767E61A3EBF428ED8242CA00EDE441FF2C0666189E062397AA928277E43374,6C5390F938E6E0D882152E59BBDD05BAA4EA04EAC2FA092052DF9AB624688FB1,7FE3D12CF319A3CBD60B540FFDAD005B5C7B51C8B5F3A2D924B7CFECBC26DFA0,CBA2DA4D445E501E063759FE4CFA5D90D657188B752198CF0EDC097409C9452E,07FF9AEF6D48FDBCC3FEA9D242AF0BE73FAF4D278259D22D3FB1F9D24BA44A82,F7EC58CF84A4498DA5F21D8FF1C0A880619B203333EAD87BF9D455F922B7FCED,54B1C356A5258F5BBA4B9E462976C76F7ED10DA6A2B961838209914544BF2622
