curve_index,time_index,time_nd,time_days,x,y,z,xdot,ydot,zdot,jacobi,curve_jacobi_span,moon_distance_nd,perturbation_sign,perturbation_scale,duration_periods,eigenvalue_abs
0,124,3.59204296914846,15.59665057204261,0.8358235843678952,0.0005369247847927307,-2.887202660717189e-05,-0.003186509703866562,0.0014417880920537,-0.000216781270276741,3.188341060505325,1.820765760385257e-14,0.1520267809165302,-1,1e-07,2.5,3360.637129803173
1,124,3.59204296914846,15.59665057204261,0.835827900093846,0.0005180694711296904,-2.887562993719591e-05,-0.003198943910850616,0.001405293711638826,-0.0002167839348706409,3.188341060505348,1.953992523340276e-14,0.152022399792889,-1,1e-07,2.5,3360.637129803173
2,124,3.59204296914846,15.59665057204261,0.8358278186123276,0.0004935594852007246,-2.888101910586715e-05,-0.00321495828577671,0.001405436224928196,-0.0002167821866964117,3.188341060505432,1.687538997430238e-14,0.1520223997244585,-1,1e-07,2.5,3360.637129803173
3,124,3.59204296914846,15.59665057204261,0.8358233778457745,0.0004748640633796167,-2.888568329930193e-05,-0.003227064612526857,0.001442148836943401,-0.0002167768559289393,3.188341060505473,1.643130076445232e-14,0.1520267809227107,-1,1e-07,2.5,3360.637129803173
4,124,3.59204296914846,15.59665057204261,0.8358166559728819,0.0004707304656531822,-2.888744508626188e-05,-0.003229595539499006,0.00149824917405576,-0.0002167704091241491,3.188341060505472,1.865174681370263e-14,0.1520334899082695,-1,1e-07,2.5,3360.637129803173
5,124,3.59204296914846,15.59665057204261,0.8358107972296385,0.0004830925750532265,-2.888547070391812e-05,-0.003221364620957875,0.001547487654823275,-0.0002167658407964245,3.188341060505466,1.820765760385257e-14,0.1520393873999623,-1,1e-07,2.5,3360.637129803173
6,124,3.59204296914846,15.59665057204261,0.8358085439274355,0.0005061657069832976,-2.888067614753825e-05,-0.003206220513897687,0.00156682713135149,-0.0002167653087506785,3.18834106050541,1.820765760385257e-14,0.1520417157524376,-1,1e-07,2.5,3360.637129803173
7,124,3.59204296914846,15.59665057204261,0.8358109500717339,0.0005291546304319022,-2.887531102866925e-05,-0.003191255386664091,0.001547221163044969,-0.0002167690909578079,3.188341060505336,2.087219286295294e-14,0.1520393878926691,-1,1e-07,2.5,3360.637129803173
8,124,3.59204296914846,15.59665057204261,0.8358168903288822,0.0005413024876151101,-2.887189624684295e-05,-0.003183471840547257,0.001497840117843327,-0.0002167754074669195,3.188341060505324,1.687538997430238e-14,0.1520334904370685,-1,1e-07,2.5,3360.637129803173
0,125,3.621011057609335,15.72243001213973,0.8357272296252334,0.0005804995994453025,-3.508583757508279e-05,-0.00346993511210182,0.001568577513894231,-0.0002120781612137383,3.188341060505325,1.820765760385257e-14,0.1521232964030202,-1,1e-07,2.5,3360.637129803173
1,125,3.621011057609335,15.72243001213973,0.8357311752640977,0.0005606305185742205,-3.508950690735877e-05,-0.003483042836333538,0.0015351057899996,-0.0002120800477034156,3.188341060505347,1.953992523340276e-14,0.1521192762694178,-1,1e-07,2.5,3360.637129803173
2,125,3.621011057609335,15.72243001213973,0.8357306302943849,0.0005361799986961318,-3.509483411630853e-05,-0.003499016145984034,0.001539066693233789,-0.0002120775245648095,3.188341060505432,1.687538997430238e-14,0.152119733090356,-1,1e-07,2.5,3360.637129803173
3,125,3.621011057609335,15.72243001213973,0.835725849361787,0.0005185894440358649,-3.509933771090733e-05,-0.003510386071490958,0.001578606480212605,-0.0002120717830728092,3.188341060505473,1.643130076445232e-14,0.1521244530112839,-1,1e-07,2.5,3360.637129803173
4,125,3.621011057609335,15.72243001213973,0.8357190699023924,0.0005160890127345596,-3.510091458784589e-05,-0.003511828951740389,0.001635219746010057,-0.0002120654810330171,3.188341060505472,1.865174681370263e-14,0.1521312239284751,-1,1e-07,2.5,3360.637129803173
5,125,3.621011057609335,15.72243001213973,0.8357134631613898,0.0005298484277973295,-3.509881688671215e-05,-0.003502667451537802,0.00168241727972233,-0.0002120615465369286,3.188341060505466,1.820765760385257e-14,0.1521368779344175,-1,1e-07,2.5,3360.637129803173
6,125,3.621011057609335,15.72243001213973,0.8357116536063447,0.0005534292518426178,-3.509401890904371e-05,-0.003487186134892825,0.001698117024750373,-0.0002120618420435322,3.188341060505409,1.820765760385257e-14,0.1521387714289362,-1,1e-07,2.5,3360.637129803173
7,125,3.621011057609335,15.72243001213973,0.8357144874240207,0.0005757987757209153,-3.508877269783716e-05,-0.003472635538264697,0.001674975470102373,-0.0002120662575900294,3.188341060505336,2.087219286295294e-14,0.1521360206476769,-1,1e-07,2.5,3360.637129803173
8,125,3.621011057609335,15.72243001213973,0.8357206391698332,0.000586489859671926,-3.508554319469657e-05,-0.003465823631297969,0.001623816979406441,-0.0002120727152295112,3.188341060505325,1.687538997430238e-14,0.1521299097858579,-1,1e-07,2.5,3360.637129803173
0,126,3.649979146070209,15.84820945223685,0.8356223098722585,0.0006279167838658975,-4.115037181983942e-05,-0.003778192090349246,0.001707239454777782,-0.0002064790986751814,3.188341060505325,1.820765760385257e-14,0.152228405111564,-1,1e-07,2.5,3360.637129803173
1,126,3.649979146070209,15.84820945223685,0.8356258667475042,0.0006071236771258053,-4.11540841765978e-05,-0.003791915270313862,0.001676938524905528,-0.0002064801791888344,3.188341060505348,1.953992523340276e-14,0.1522247639177005,-1,1e-07,2.5,3360.637129803173
2,126,3.649979146070209,15.84820945223685,0.835624860541629,0.0005828429581435137,-4.115932760262794e-05,-0.003807774188548954,0.001684695800487622,-0.0002064769264532455,3.188341060505432,1.687538997430238e-14,0.1522256752143152,-1,1e-07,2.5,3360.637129803173
3,126,3.649979146070209,15.84820945223685,0.8356197615699519,0.0005664365640956014,-4.116366009608966e-05,-0.00381835336102276,0.001726880903299886,-0.0002064708715373705,3.188341060505473,1.643130076445232e-14,0.1522307122188388,-1,1e-07,2.5,3360.637129803173
4,126,3.649979146070209,15.84820945223685,0.8356129561983935,0.0005655804446283065,-4.116505776942389e-05,-0.003818698222390435,0.001783750519092485,-0.0002064648180179936,3.188341060505473,1.865174681370263e-14,0.1522375143604249,-1,1e-07,2.5,3360.637129803173
5,126,3.649979146070209,15.84820945223685,0.8356076278592141,0.000580674958736011,-4.116285603430938e-05,-0.003808645305215937,0.001828695876333269,-0.0002064615791340533,3.188341060505466,1.820765760385257e-14,0.1522428994862759,-1,1e-07,2.5,3360.637129803173
6,126,3.649979146070209,15.84820945223685,0.8356062708093013,0.0006046570260141348,-4.115807851012775e-05,-0.003792896778138439,0.001840688806132036,-0.0002064626930547347,3.18834106050541,1.820765760385257e-14,0.1522443498838438,-1,1e-07,2.5,3360.637129803173
7,126,3.649979146070209,15.84820945223685,0.8356095193025149,0.0006263062635442117,-4.115296847794105e-05,-0.003778828745896098,0.001814120106533944,-0.0002064676660570392,3.188341060505336,2.087219286295294e-14,0.1522411889386887,-1,1e-07,2.5,3360.637129803173
8,126,3.649979146070209,15.84820945223685,0.835615853885612,0.0006354924459560288,-4.114992679179873e-05,-0.003773022638881019,0.001761417417044322,-0.0002064741576784448,3.188341060505324,1.687538997430238e-14,0.1522348924784426,-1,1e-07,2.5,3360.637129803173
0,127,3.678947234531084,15.97398889233397,0.8355080753063028,0.0006795353099079874,-4.704005235681509e-05,-0.004113413679953355,0.00185882724639689,-0.0002000107820125528,3.188341060505325,1.820765760385257e-14,0.1523428619100104,-1,1e-07,2.5,3360.637129803173
1,127,3.678947234531084,15.97398889233397,0.8355112264640406,0.0006579119959321476,-4.704378415781249e-05,-0.004127691486159091,0.001831830367395395,-0.0002000110428737444,3.188341060505348,1.953992523340276e-14,0.1523396158653142,-1,1e-07,2.5,3360.637129803173
2,127,3.678947234531084,15.97398889233397,0.8355097633943482,0.0006339105218800833,-4.704892347356492e-05,-0.004143362999873458,0.001843344558560812,-0.0002000071182770507,3.188341060505432,1.687538997430238e-14,0.152340977158946,-1,1e-07,2.5,3360.637129803173
3,127,3.678947234531084,15.97398889233397,0.8355043700384378,0.0006187621402080023,-4.705307725551587e-05,-0.004153100318417818,0.00188798128587111,-0.0002000008519893953,3.188341060505473,1.643130076445232e-14,0.1523463081901634,-1,1e-07,2.5,3360.637129803173
4,127,3.678947234531084,15.97398889233397,0.8354975706502341,0.000619554032436148,-4.705430436805471e-05,-0.004152341864866523,0.00194484998254544,-0.0001999951456646868,3.188341060505472,1.865174681370263e-14,0.1523531107405664,-1,1e-07,2.5,3360.637129803173
5,127,3.678947234531084,15.97398889233397,0.8354925459207744,0.0006359154737206287,-4.70520194942065e-05,-0.004141440610815224,0.001987342703546452,-0.0001999926516448878,3.188341060505466,1.820765760385257e-14,0.1523582028387239,-1,1e-07,2.5,3360.637129803173
6,127,3.678947234531084,15.97398889233397,0.8354916480865013,0.000660190640414675,-4.704728582807929e-05,-0.004125496184381474,0.001995578923307468,-0.000199994560720088,3.18834106050541,1.820765760385257e-14,0.1523592039170423,-1,1e-07,2.5,3360.637129803173
7,127,3.678947234531084,15.97398889233397,0.8354952963135855,0.0006810220730779436,-4.70423269123536e-05,-0.004111976842177581,0.001965707091241781,-0.000200000006180452,3.188341060505337,2.087219286295294e-14,0.1523556474142037,-1,1e-07,2.5,3360.637129803173
8,127,3.678947234531084,15.97398889233397,0.8355017841539801,0.0006886620816946859,-4.703947247522781e-05,-0.004107206467413098,0.001911700119131034,-0.0002000064247953184,3.188341060505324,1.687538997430238e-14,0.152349193981525,-1,1e-07,2.5,3360.637129803173
0,128,3.707915322991959,16.09976833243108,0.8353837117765126,0.0007357459516210685,-5.273013288293339e-05,-0.004477911807041247,0.002024484499539918,-0.0001927038425013051,3.188341060505325,1.820765760385257e-14,0.1524674869475826,-1,1e-07,2.5,3360.637129803173
1,128,3.707915322991959,16.09976833243108,0.8353864420619088,0.0007133898862290446,-5.273386035949723e-05,-0.004492680903946435,0.002000909435480511,-0.0001927032843798074,3.188341060505347,1.953992523340276e-14,0.1524646504512464,-1,1e-07,2.5,3360.637129803173
2,128,3.707915322991959,16.09976833243108,0.8353845286076402,0.0006897757080431194,-5.273887707575153e-05,-0.004508092612457046,0.002016123860147287,-0.0001926987568860203,3.188341060505432,1.687538997430238e-14,0.152466455224286,-1,1e-07,2.5,3360.637129803173
3,128,3.707915322991959,16.09976833243108,0.8353788659531383,0.0006759534195362938,-5.274284753808355e-05,-0.004516940425279368,0.002063007627935961,-0.0001926923841345541,3.188341060505473,1.643130076445232e-14,0.1524720559170939,-1,1e-07,2.5,3360.637129803173
4,128,3.707915322991959,16.09976833243108,0.8353721045294223,0.0006783895755080355,-5.274391549602924e-05,-0.004515078040740982,0.00211961867070593,-0.0001926871168356946,3.188341060505473,1.865174681370263e-14,0.1524788280935096,-1,1e-07,2.5,3360.637129803173
5,128,3.707915322991959,16.09976833243108,0.8353674073152396,0.0006959441325278806,-5.274156961394607e-05,-0.004503375251589906,0.002159470002314774,-0.0001926854035980213,3.188341060505466,1.820765760385257e-14,0.1524836043696853,-1,1e-07,2.5,3360.637129803173
6,128,3.707915322991959,16.09976833243108,0.8353669733259962,0.000720403061083617,-5.273690233815384e-05,-0.004487307247873859,0.00216391701763211,-0.0001926880709721454,3.18834106050541,1.820765760385257e-14,0.1524841519460411,-1,1e-07,2.5,3360.637129803173
7,128,3.707915322991959,16.09976833243108,0.8353710044606102,0.0007403229809949267,-5.273210690136841e-05,-0.004474400547461285,0.002130881024041812,-0.0001926938963897022,3.188341060505336,2.087219286295294e-14,0.1524802162691967,-1,1e-07,2.5,3360.637129803173
8,128,3.707915322991959,16.09976833243108,0.8353776151737801,0.0007463825762213392,-5.272943607187011e-05,-0.00447069150307256,0.002075815204134858,-0.000192700137115385,3.188341060505324,1.687538997430238e-14,0.1524736351756902,-1,1e-07,2.5,3360.637129803173
0,129,3.736883411452833,16.2255477725282,0.8352483353999905,0.0007969740141839571,-5.819680977027505e-05,-0.004874191375169527,0.002205453068656041,-0.0001845927084793058,3.188341060505325,1.820765760385257e-14,0.1526031712104234,-1,1e-07,2.5,3360.637129803173
1,129,3.736883411452833,16.2255477725282,0.8352506315259638,0.0007739858336250977,-5.820050937982903e-05,-0.004889386191586257,0.002185401554075567,-0.0001845913462734367,3.188341060505347,1.953992523340276e-14,0.15260075679062,-1,1e-07,2.5,3360.637129803173
2,129,3.736883411452833,16.2255477725282,0.8352482762512482,0.0007508651142834075,-5.820538715173888e-05,-0.004904466600123499,0.002204242603779779,-0.0001845862947293185,3.188341060505432,1.687538997430238e-14,0.1526029965224933,-1,1e-07,2.5,3360.637129803173
3,129,3.736883411452833,16.2255477725282,0.8352423707120192,0.0007384309274929627,-5.820917274329249e-05,-0.004912380885150976,0.002253158929764306,-0.0001845799213370748,3.188341060505473,1.643130076445232e-14,0.1526088413192052,-1,1e-07,2.5,3360.637129803173
4,129,3.736883411452833,16.2255477725282,0.8352356791841705,0.0007425001846566995,-5.821009549408488e-05,-0.004909418616096784,0.002309257341967603,-0.0001845751764255564,3.188341060505473,1.865174681370263e-14,0.1526155525119548,-1,1e-07,2.5,3360.637129803173
5,129,3.736883411452833,16.2255477725282,0.8352313319836611,0.0007611687584134377,-5.820771157461657e-05,-0.004896964606601744,0.002346291118360246,-0.0001845742660004834,3.188341060505466,1.820765760385257e-14,0.1526199916246863,-1,1e-07,2.5,3360.637129803173
6,129,3.736883411452833,16.2255477725282,0.8352313643628104,0.0007857014236318348,-5.820313196595529e-05,-0.004880846056281518,0.00234693396148571,-0.0001845776419981792,3.18834106050541,1.820765760385257e-14,0.1526200835688022,-1,1e-07,2.5,3360.637129803173
7,129,3.736883411452833,16.2255477725282,0.8352357597606102,0.0008046203570827358,-5.819850960325825e-05,-0.004868613522538098,0.00231088704873217,-0.0001845837491132245,3.188341060505336,2.087219286295294e-14,0.152615786799528,-1,1e-07,2.5,3360.637129803173
8,129,3.736883411452833,16.2255477725282,0.8352424622843297,0.0008090724748258521,-5.819601575525356e-05,-0.004865986987682251,0.002255012154857295,-0.0001845897110717774,3.188341060505324,1.687538997430238e-14,0.1526091079069099,-1,1e-07,2.5,3360.637129803173
0,130,3.765851499913708,16.35132721262532,0.8351009867562811,0.0008636823036594184,-6.34173298742157e-05,-0.005304965289660805,0.002403081723450093,-0.0001757154512725757,3.188341060505326,1.820765760385257e-14,0.1527508825295871,-1,1e-07,2.5,3360.637129803173
1,130,3.765851499913708,16.35132721262532,0.8351028373642624,0.0008401653534384389,-6.342097870753103e-05,-0.005320518296177974,0.002386639005188428,-0.0001757133137254666,3.188341060505348,1.953992523340276e-14,0.1527489007922352,-1,1e-07,2.5,3360.637129803173
2,130,3.765851499913708,16.35132721262532,0.8351000508877108,0.0008176418829844396,-6.342570359922548e-05,-0.005335197102044957,0.002409016528278991,-0.0001757078253359894,3.188341060505432,1.687538997430238e-14,0.1527515650052006,-1,1e-07,2.5,3360.637129803173
3,130,3.765851499913708,16.35132721262532,0.8350939300983005,0.0008066514625068297,-6.342930582404311e-05,-0.005342137629176468,0.00245974207674871,-0.0001757015560920963,3.188341060505473,1.643130076445232e-14,0.152757627276563,-1,1e-07,2.5,3360.637129803173
4,130,3.765851499913708,16.35132721262532,0.8350873402133862,0.0008123353122891833,-6.343009958941937e-05,-0.005338084146177341,0.002515075856653292,-0.0001756974069992617,3.188341060505473,1.865174681370263e-14,0.1527642471879244,-1,1e-07,2.5,3360.637129803173
5,130,3.765851499913708,16.35132721262532,0.8350833640192113,0.0008320338928835233,-6.342770103661225e-05,-0.005324932521594388,0.002549129319028993,-0.0001756973072385166,3.188341060505466,1.820765760385257e-14,0.152768329340467,-1,1e-07,2.5,3360.637129803173
6,130,3.765851499913708,16.35132721262532,0.8350838631679444,0.0008565300904203953,-6.342322875914367e-05,-0.005308836861673882,0.002545970588625657,-0.0001757013303769837,3.18834106050541,1.820765760385257e-14,0.1527679655771953,-1,1e-07,2.5,3360.637129803173
7,130,3.765851499913708,16.35132721262532,0.8350886024403809,0.0008743632004757571,-6.341878615804171e-05,-0.005297337353619486,0.002507079511841662,-0.0001757076170151706,3.188341060505336,2.087219286295294e-14,0.1527633274073675,-1,1e-07,2.5,3360.637129803173
8,130,3.765851499913708,16.35132721262532,0.8350953651637034,0.0008771880604640178,-6.34164598232034e-05,-0.005295810024798281,0.00245064845393995,-0.0001757132051491205,3.188341060505324,1.687538997430238e-14,0.1527565809897744,-1,1e-07,2.5,3360.637129803173
0,131,3.794819588374583,16.47710665272244,0.8349406246327801,0.0009363743588962553,-6.837009360285173e-05,-0.005773170442626166,0.002618835586516405,-0.0001661136121458756,3.188341060505325,1.820765760385257e-14,0.1529116720742481,-1,1e-07,2.5,3360.637129803173
1,131,3.794819588374583,16.47710665272244,0.8349420203453509,0.0009124342105008197,-6.837366977641394e-05,-0.005789012434566814,0.002606070047077072,-0.0001661107412032607,3.188341060505347,1.953992523340276e-14,0.1529101316616652,-1,1e-07,2.5,3360.637129803173
2,131,3.794819588374583,16.47710665272244,0.8349388153014831,0.0008906089333730875,-6.837823047919241e-05,-0.005803220804577154,0.002631877814949361,-0.0001661049098573704,3.188341060505432,1.687538997430238e-14,0.1529132079762201,-1,1e-07,2.5,3360.637129803173
3,131,3.794819588374583,16.47710665272244,0.8349325080051508,0.0008811113590733344,-6.838165383864739e-05,-0.005809151278905919,0.002684181487224678,-0.0001660988465973488,3.188341060505473,1.643130076445232e-14,0.1529194601471813,-1,1e-07,2.5,3360.637129803173
4,131,3.794819588374583,16.47710665272244,0.8349260511927812,0.0008883840505308356,-6.838233680814149e-05,-0.005804019817563669,0.002738502811741125,-0.0001660953555578922,3.188341060505473,1.865174681370263e-14,0.1529259589279358,-1,1e-07,2.5,3360.637129803173
5,131,3.794819588374583,16.47710665272244,0.834922465399923,0.0009090241166247422,-6.837994704751559e-05,-0.005790227238674263,0.002769427362432515,-0.0001660960601107611,3.188341060505466,1.820765760385257e-14,0.1529296659520002,-1,1e-07,2.5,3360.637129803173
6,131,3.794819588374583,16.47710665272244,0.8349234295898467,0.0009333739713776657,-6.83755998278296e-05,-0.005774228011895463,0.002762487175918686,-0.0001661006583284736,3.18834106050541,1.820765760385257e-14,0.1529288484537984,-1,1e-07,2.5,3360.637129803173
7,131,3.794819588374583,16.47710665272244,0.8349284906846716,0.0009500414374965068,-6.837134068232225e-05,-0.005763517498803008,0.002720931375932856,-0.0001661070203095234,3.188341060505336,2.087219286295294e-14,0.1529238900903945,-1,1e-07,2.5,3360.637129803173
8,131,3.794819588374583,16.47710665272244,0.8349352815784501,0.0009512266164864319,-6.836916974365565e-05,-0.005763101547393197,0.002664198979713713,-0.0001661121470797969,3.188341060505324,1.687538997430238e-14,0.1529171066952373,-1,1e-07,2.5,3360.637129803173
0,132,3.823787676835458,16.60288609281956,0.8347661192928842,0.001015597968674263,-7.303475270213496e-05,-0.006281984681837835,0.002854306400176594,-0.0001558320105700034,3.188341060505325,1.820765760385257e-14,0.1530866813645616,-1,1e-07,2.5,3360.637129803173
1,132,3.823787676835458,16.60288609281956,0.8347670527581582,0.0009913419266047263,-7.303823572831031e-05,-0.00629804506625028,0.002845269265220448,-0.0001558284604921975,3.188341060505348,1.953992523340276e-14,0.1530855889242891,-1,1e-07,2.5,3360.637129803173
2,132,3.823787676835458,16.60288609281956,0.8347634437509344,0.0009703124836562732,-7.304262372855936e-05,-0.006311715904119253,0.002874385519967406,-0.0001558223849714185,3.188341060505432,1.687538997430238e-14,0.153089063123924,-1,1e-07,2.5,3360.637129803173
3,132,3.823787676835458,16.60288609281956,0.8347569796838199,0.0009623500420795451,-7.304587560874689e-05,-0.006316604089571915,0.002928029585400114,-0.0001558166247237906,3.188341060505473,1.643130076445232e-14,0.153095476803479,-1,1e-07,2.5,3360.637129803173
4,132,3.823787676835458,16.60288609281956,0.8347506869250073,0.0009711787201556609,-7.304646759960683e-05,-0.006310412371313286,0.002981095994544251,-0.0001558138417274021,3.188341060505472,1.865174681370263e-14,0.1531018251864038,-1,1e-07,2.5,3360.637129803173
5,132,3.823787676835458,16.60288609281956,0.8347475092457951,0.0009926676592768046,-7.304410966962981e-05,-0.006296038308290598,0.003008757881189028,-0.0001558153302846987,3.188341060505466,1.820765760385257e-14,0.1531051406172372,-1,1e-07,2.5,3360.637129803173
6,132,3.823787676835458,16.60288609281956,0.8347489346201865,0.001016762131118644,-7.303990301055123e-05,-0.006280208865786117,0.002998073739144094,-0.0001558204223626325,3.18834106050541,1.820765760385257e-14,0.1531038733864069,-1,1e-07,2.5,3360.637129803173
7,132,3.823787676835458,16.60288609281956,0.8347542939082119,0.001032189503867389,-7.303582799104794e-05,-0.006270340219395484,0.002954044450522352,-0.0001558267554367129,3.188341060505336,2.087219286295294e-14,0.1530986174491867,-1,1e-07,2.5,3360.637129803173
8,132,3.823787676835458,16.60288609281956,0.8347610806565419,0.001031729973318299,-7.303379792349823e-05,-0.006271043270384831,0.002897266225639886,-0.0001558313423700606,3.188341060505325,1.687538997430238e-14,0.1530918277573145,-1,1e-07,2.5,3360.637129803173
0,133,3.852755765296332,16.72866553291667,0.8345762452381371,0.001101948999078595,-7.739230222039974e-05,-0.00683484477911992,0.003111223689936932,-0.0001449185341540202,3.188341060505325,1.820765760385257e-14,0.1532771498402024,-1,1e-07,2.5,3360.637129803173
1,133,3.852755765296332,16.72866553291667,0.8345767111657859,0.001077485600650858,-7.739567334852306e-05,-0.006851051864296331,0.003105948822183437,-0.0001449143703996388,3.188341060505347,1.953992523340276e-14,0.1532765100042506,-1,1e-07,2.5,3360.637129803173
2,133,3.852755765296332,16.72866553291667,0.8345727147145545,0.001057345888188115,-7.739988304246305e-05,-0.00686412006672462,0.003138236903635211,-0.0001449081525045294,3.188341060505431,1.687538997430238e-14,0.1532803661092351,-1,1e-07,2.5,3360.637129803173
3,133,3.852755765296332,16.72866553291667,0.8345661244865517,0.001050953897256937,-7.740297354929805e-05,-0.006867937889673572,0.003192978165779186,-0.0001449027857396834,3.188341060505473,1.643130076445232e-14,0.1532869122236283,-1,1e-07,2.5,3360.637129803173
4,133,3.852755765296332,16.72866553291667,0.8345600261851484,0.001061298774997218,-7.740349563944139e-05,-0.006860708023009439,0.003244553721695191,-0.000144900747720887,3.188341060505473,1.865174681370263e-14,0.1532930816531651,-1,1e-07,2.5,3360.637129803173
5,133,3.852755765296332,16.72866553291667,0.834557272571561,0.001083540322599553,-7.740119179389114e-05,-0.006845814499516159,0.003268834647349176,-0.0001449029865214873,3.188341060505466,1.820765760385257e-14,0.1532959907955028,-1,1e-07,2.5,3360.637129803173
6,133,3.852755765296332,16.72866553291667,0.8345591531551687,0.001107271706908249,-7.739713873181394e-05,-0.006830227708219405,0.003254461209844863,-0.0001449084836690525,3.188341060505409,1.820765760385257e-14,0.153294279836229,-1,1e-07,2.5,3360.637129803173
7,133,3.852755765296332,16.72866553291667,0.8345647855228021,0.0011213902359427,-7.739324551109147e-05,-0.006821250511958524,0.003208160507964338,-0.0001449146854432176,3.188341060505336,2.087219286295294e-14,0.1532887502488215,-1,1e-07,2.5,3360.637129803173
8,133,3.852755765296332,16.72866553291667,0.8345715356547756,0.001119288363915616,-7.739133966443234e-05,-0.006823075643758193,0.003151591410863656,-0.0001449186644992239,3.188341060505325,1.687538997430238e-14,0.1532819849347811,-1,1e-07,2.5,3360.637129803173
0,134,3.881723853757207,16.85444497301379,0.8343696734352989,0.001196075558105125,-8.142516612690999e-05,-0.007435465404486007,0.003391466896266024,-0.0001334239106501802,3.188341060505325,1.820765760385257e-14,0.1534844230221293,-1,1e-07,2.5,3360.637129803173
1,134,3.881723853757207,16.85444497301379,0.8343696686241734,0.001171514068558354,-8.142840864899211e-05,-0.007451746690507478,0.003389970677722696,-0.0001334192085537715,3.188341060505348,1.953992523340276e-14,0.1534842383968359,-1,1e-07,2.5,3360.637129803173
2,134,3.881723853757207,16.85444497301379,0.8343653031023787,0.001152353816665171,-8.143243740240394e-05,-0.007464149390774481,0.003425279727431106,-0.0001334129511850637,3.188341060505432,1.687538997430238e-14,0.153488458746666,-1,1e-07,2.5,3360.637129803173
3,134,3.881723853757207,16.85444497301379,0.8343586180753015,0.001147560484599907,-8.143537914788779e-05,-0.007466873023295338,0.003480870719732224,-0.000133408060200507,3.188341060505473,1.643130076445232e-14,0.153495107675204,-1,1e-07,2.5,3360.637129803173
4,134,3.881723853757207,16.85444497301379,0.8343527439325726,0.00115937504849845,-8.143585328903074e-05,-0.007458631386247872,0.003530727134070054,-0.000133406790482168,3.188341060505473,1.865174681370263e-14,0.1535010704325307,-1,1e-07,2.5,3360.637129803173
5,134,3.881723853757207,16.85444497301379,0.8343504285060778,0.001182269743576936,-8.143362461771649e-05,-0.007443282715195704,0.003551524789394885,-0.0001334097330718214,3.188341060505465,1.820765760385257e-14,0.1535035604169811,-1,1e-07,2.5,3360.637129803173
6,134,3.881723853757207,16.85444497301379,0.834352756223313,0.001205532164013114,-8.142973552789205e-05,-0.007428010671481289,0.003533533564521275,-0.0001334155406462961,3.18834106050541,1.820765760385257e-14,0.1535014136972572,-1,1e-07,2.5,3360.637129803173
7,134,3.881723853757207,16.85444497301379,0.8343586351703627,0.001218279097624194,-8.142601886225829e-05,-0.007419971047491908,0.003485173355962265,-0.0001334215124633448,3.188341060505337,2.087219286295294e-14,0.1534956355722309,-1,1e-07,2.5,3360.637129803173
8,134,3.881723853757207,16.85444497301379,0.8343653161915243,0.001214544614841539,-8.142421878064215e-05,-0.007422916812577771,0.003429066553705961,-0.0001334248271944779,3.188341060505324,1.687538997430238e-14,0.153488925165432,-1,1e-07,2.5,3360.637129803173
0,135,3.910691942218082,16.98022441311091,0.8341449629792538,0.001298682526636923,-8.511727607177959e-05,-0.00808785910059228,0.003697078550628957,-0.0001214014625035843,3.188341060505325,1.820765760385257e-14,0.1537099613065129,-1,1e-07,2.5,3360.637129803173
1,135,3.910691942218082,16.98022441311091,0.8341444863365922,0.001274132432128176,-8.512037558723744e-05,-0.008104141569417057,0.003699359854696244,-0.0001213963057735826,3.188341060505348,1.953992523340276e-14,0.1537102324731564,-1,1e-07,2.5,3360.637129803173
2,135,3.910691942218082,16.98022441311091,0.8341397719036185,0.001256036804463298,-8.512422373940459e-05,-0.008115818367384476,0.003737525593997559,-0.0001213901110059669,3.188341060505432,1.687538997430238e-14,0.1537147978172382,-1,1e-07,2.5,3360.637129803173
3,135,3.910691942218082,16.98022441311091,0.8341330240672549,0.001252863123695851,-8.512703158347624e-05,-0.008117428289945609,0.003793715799078155,-0.0001213857684795914,3.188341060505472,1.643130076445232e-14,0.1537215195299225,-1,1e-07,2.5,3360.637129803173
4,135,3.910691942218082,16.98022441311091,0.8341274029601204,0.001266094371166471,-8.512748020194994e-05,-0.008108205394444909,0.003841633522521161,-0.0001213852764806288,3.188341060505472,1.865174681370263e-14,0.1537272488526618,-1,1e-07,2.5,3360.637129803173
5,135,3.910691942218082,16.98022441311091,0.8341255379492711,0.001289540026115884,-8.512534627688932e-05,-0.008092467906874021,0.003858862036454937,-0.0001213888647076976,3.188341060505466,1.820765760385257e-14,0.1537293086821235,-1,1e-07,2.5,3360.637129803173
6,135,3.910691942218082,16.98022441311091,0.8341283026505857,0.001312229917113693,-8.512162873004913e-05,-0.008077581657845825,0.003837340981731266,-0.000121394884033121,3.188341060505409,1.820765760385257e-14,0.1537267360857055,-1,1e-07,2.5,3360.637129803173
7,135,3.910691942218082,16.98022441311091,0.8341344003928105,0.001323548771761552,-8.51180805937973e-05,-0.008070522112498034,0.003787141942644225,-0.0001214005327659277,3.188341060505336,2.087219286295294e-14,0.1537207356042464,-1,1e-07,2.5,3360.637129803173
8,135,3.910691942218082,16.98022441311091,0.8341409799157192,0.001318198701949251,-8.511636636563423e-05,-0.008074582578521099,0.003731747584177099,-0.0001214031392480196,3.188341060505324,1.687538997430238e-14,0.153714110351859,-1,1e-07,2.5,3360.637129803173
