system,point,x_amplitude_input,x0,ydot0,period,jacobi,x_min,x_max,y_abs_max,final_residual_norm
jupiter_europa,L2,0.001,1.021200261049774,-0.004934535153726815,3.079573023444686,3.003589387630509,1.019656219810477,1.021200261049815,0.002443665425420228,4.364872084857462e-15
jupiter_europa,L2,0.002,1.021483772059304,-0.006921257742507455,3.082651081801874,3.003570027310734,1.019307514798703,1.021483772059899,0.003442785383429103,3.813464865957984e-14
jupiter_europa,L2,0.003,1.02160872506198,-0.007815659614708512,3.084401285211881,3.003559103044465,1.019145778153272,1.021608725076042,0.003895378318184081,8.353148345034344e-13
jupiter_europa,L2,0.004,1.021675377331872,-0.008297723433325297,3.085441380622912,3.003552639672437,1.019057364758958,1.021675377486154,0.004140032844699312,9.171659966325444e-12
jupiter_europa,L2,0.005,1.021737004848253,-0.008746618922325143,3.086471953142131,3.003546256375008,1.018974247480535,1.021737004955861,0.004368304109904302,6.429186699160229e-12
jupiter_europa,L2,0.006,1.02298105018501,-0.06385146758302154,3.074270960093277,2.999583567872263,0.977107047164714,1.02298105018501,0.03007692822391657,1.295517708148622e-15
