target_jacobi,best_evidence_source,audit_status,phase_index,phase_rad,x,y,z,xdot,ydot,zdot,point_jacobi,mapping_time_days,rotation_angle_rad,curve_samples,max_map_residual,curve_jacobi_span
2.9221,projection_row_4,strict_fixed_time,25,2.7557830294647307,0.8012970522262128,-0.0716868522035703,0.013923068869324373,-0.08614660668432542,0.5052171550665595,0.053106391071382236,2.922099999992081,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,26,2.86601435064332,0.8003451347492,-0.07099278915399528,0.01021740414391769,-0.08503833184116241,0.5064379420500911,0.05525751497873512,2.9220999999904542,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,27,2.9762456718219092,0.7995468062645721,-0.07028869697643346,0.006475779158352303,-0.08413785173612945,0.5074779706342918,0.05680903143256888,2.9220999999888324,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,28,3.0864769930004985,0.7989365114784214,-0.06968216629439326,0.002733858211115146,-0.08353213480025776,0.5082690322853417,0.05769719038862795,2.9220999999874366,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,29,3.1967083141790877,0.7985279389788983,-0.06922877111613057,-0.0009789854689361086,-0.08324642460618518,0.5087883434337201,0.057862361223292254,2.9220999999865387,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,30,3.306939635357677,0.7983181100085145,-0.0689163045997766,-0.004635231017264314,-0.08324307075746466,0.5090567663872947,0.05725899959744041,2.922099999986266,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,31,3.4171709565362662,0.798294119183606,-0.06867125679979978,-0.00820714834210817,-0.08343552442322424,0.5091268891807793,0.05586341951385747,2.9220999999866244,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,32,3.5274022777148555,0.7984402011148461,-0.06838710260959521,-0.011668038904379925,-0.08371376954471067,0.5090637149750487,0.053677603919232236,2.922099999987369,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,33,3.6376335988934447,0.7987428229712371,-0.06796483064906143,-0.014995323564859208,-0.0839738498041672,0.5089231601934738,0.050728871379820475,2.9220999999881934,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,34,3.747864920072034,0.7991922887491112,-0.067350840733772,-0.018172567089941406,-0.0841432839590438,0.5087351424227994,0.047066627849036945,2.9220999999887867,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,35,3.8580962412506232,0.7997806778830113,-0.06655868096125553,-0.021188047321369072,-0.08419630988982407,0.5084971226774766,0.04275791024698932,2.9220999999890944,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,36,3.9683275624292125,0.8004972906723654,-0.06566820376256317,-0.024029639539834172,-0.08415647106221683,0.508180066350905,0.037882877331478666,2.922099999989141,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,37,4.078558883607801,0.8013236264856128,-0.0648045752540652,-0.02667813508142042,-0.08408721866349712,0.50774371372673,0.03253056269320631,2.922099999989023,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,38,4.1887902047863905,0.8022299960806643,-0.06410568119846577,-0.029102144086287546,-0.08407323631505413,0.5071548021636668,0.026794896416818058,2.922099999988826,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,39,4.29902152596498,0.803175217902104,-0.06368835923331818,-0.03125699628734619,-0.08419679379804956,0.5064018736442486,0.020771229594444822,2.9220999999886725,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,40,4.409252847143569,0.8041097670140962,-0.06362282793190029,-0.03308820790280142,-0.08451514898416111,0.5055026089625955,0.01455369266024242,2.9220999999885637,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,41,4.519484168322158,0.8049815332473291,-0.0639218742089783,-0.03453818766548733,-0.08504575952344014,0.5045025865542876,0.008233307258799673,2.922099999988397,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,42,4.6297154895007475,0.8057423205046073,-0.06454686828911621,-0.035553766326746485,-0.08576395775418647,0.5034669238563904,0.0018962908514157154,2.9220999999880846,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,43,4.739946810679337,0.8063528114976171,-0.06542668686872147,-0.03609221048600611,-0.08661243411958892,0.5024682109821227,-0.004377846853748009,2.9220999999876365,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,44,4.850178131857926,0.8067843182399119,-0.06648023413021248,-0.03612446508279411,-0.08751613389382971,0.5015753010842993,-0.010518033675135317,2.9220999999872728,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,45,4.960409453036515,0.8070172354934013,-0.06763192327429429,-0.03563586245266799,-0.08839431561381943,0.50084705266029,-0.016462294895400322,2.9220999999872896,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,46,5.0706407742151045,0.8070379967825884,-0.06881407522619,-0.03462562954144402,-0.08916542057516388,0.5003323522269859,-0.022156957120492118,2.9220999999880615,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,47,5.180872095393694,0.8068373305480256,-0.06995874754116373,-0.03310662521921136,-0.08974738831745735,0.5000735735255448,-0.02755517310656806,2.922099999989685,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,48,5.291103416572283,0.8064119404123348,-0.07098865927521321,-0.031105844222926584,-0.09006071284310549,0.500107767109283,-0.03261609751840476,2.922099999991854,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,49,5.401334737750872,0.805769578654791,-0.0718174427706422,-0.028665004686662773,-0.09003988848065621,0.5004610057720021,-0.03730517303623242,2.922099999993822,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,50,5.5115660589294615,0.8049350427281753,-0.07236309196872588,-0.025839875632172465,-0.08965198343339274,0.5011363140056684,-0.041594365504046944,2.9220999999949395,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,51,5.621797380108051,0.803953488724939,-0.07256996575254945,-0.02269728374601733,-0.08891433393989258,0.5021010736863121,-0.04546042435952501,2.9220999999949626,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,52,5.73202870128664,0.8028884189714558,-0.07242944953755404,-0.019309703633002787,-0.0879017911889417,0.503281743840862,-0.048880261546597935,2.9220999999941437,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,53,5.842260022465229,0.8018141352756364,-0.07198966096766196,-0.01574845579662992,-0.08673825481963088,0.5045707175730921,-0.05182465043796404,2.922099999992833,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,54,5.9524913436438185,0.8008048850653607,-0.07134904978584498,-0.012077336401116693,-0.08557399619404647,0.5058442803954215,-0.05425303277321158,2.9220999999912785,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,55,6.062722664822408,0.7999241116822671,-0.07063436435036195,-0.008348652347718031,-0.08455535546451898,0.5069858251582572,-0.056112184783386025,2.922099999989628,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9221,projection_row_4,strict_fixed_time,56,6.172953986000997,0.7992168424800697,-0.06996826252895938,-0.0046029306810414505,-0.08379503282186743,0.5079071431004852,-0.05733997542681777,2.9220999999880863,14.749327602275182,1.4548474691039088,57,4.57610745983986e-10,8.813838547894193e-12
2.9215,projection_row_23,strict_fixed_time,0,0.0,0.7975394291008716,-0.08064295683920629,0.0009776696355481534,-0.09279984644899814,0.49976622967213813,-0.09120803308285047,2.921500000043116,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,projection_row_23,strict_fixed_time,1,0.07757018897752575,0.7972355382010026,-0.08184051473445272,0.004904345125403011,-0.09384551099126517,0.4992065622662798,-0.0918684961413515,2.9214999999527036,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,projection_row_23,strict_fixed_time,2,0.1551403779550515,0.7971537076804781,-0.08344796307189571,0.008669785882837098,-0.09551935910564373,0.49822306402473016,-0.09181738477912647,2.9215000000492877,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,projection_row_23,strict_fixed_time,3,0.23271056693257725,0.7972758430095367,-0.08511809864494699,0.012230445144361515,-0.09758495694398674,0.4970093665039106,-0.09103559047646367,2.9214999999482827,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,projection_row_23,strict_fixed_time,4,0.310280755910103,0.7976051320611278,-0.08672199037558584,0.015599000136163445,-0.09990378912578277,0.49564568640187,-0.08949603007547037,2.9215000000545057,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,projection_row_23,strict_fixed_time,5,0.3878509448876288,0.798139704273556,-0.08830823924660566,0.018832309540209553,-0.10238991851704188,0.4941356324873886,-0.08715988774986633,2.9214999999418994,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,projection_row_23,strict_fixed_time,6,0.4654211338651545,0.7988477075586674,-0.0899192418959066,0.02198632570921737,-0.10492239936129719,0.4925095165608698,-0.08399789651232037,2.921500000060189,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,projection_row_23,strict_fixed_time,7,0.5429913228426803,0.7996633881450991,-0.09141373237000047,0.025074590597965195,-0.10728784444154266,0.49091283256707485,-0.08001898304635527,2.921499999940103,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,projection_row_23,strict_fixed_time,8,0.620561511820206,0.800508451927326,-0.09244003319327418,0.02806408032936657,-0.10920019174675406,0.48960416968357434,-0.07528225475961323,2.9215000000566365,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,projection_row_23,strict_fixed_time,9,0.6981317007977318,0.8013284912596834,-0.09258338181113449,0.030911020047028764,-0.11038835603857201,0.4888476363382437,-0.06988266250962925,2.921499999948947,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,projection_row_23,strict_fixed_time,10,0.7757018897752576,0.8021201463854761,-0.09156083546216333,0.03360254519935872,-0.1106846582599006,0.4887788641635876,-0.06392538200424475,2.921500000042683,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,projection_row_23,strict_fixed_time,11,0.8532720787527833,0.8029293910960486,-0.08935413890694092,0.036173641465428584,-0.11006950753358767,0.4893303458038844,-0.05750880964338526,2.9214999999680957,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,projection_row_23,strict_fixed_time,12,0.930842267730309,0.8038280357835171,-0.0862408434934558,0.03869352229009467,-0.10868074808371805,0.49024301615922355,-0.05072078806759852,2.921500000017421,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,projection_row_23,strict_fixed_time,13,1.0084124567078347,0.8048802092892063,-0.08269916108313403,0.041226816452881475,-0.10678483303714423,0.4911652989147132,-0.043647196401384016,2.9214999999990847,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,projection_row_23,strict_fixed_time,14,1.0859826456853605,0.8061109926576179,-0.07925343314219237,0.04379626692509233,-0.10471864990474368,0.49177993337650405,-0.036376779844138576,2.9214999999828817,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,projection_row_23,strict_fixed_time,15,1.1635528346628863,0.8074944122113945,-0.07634464752254032,0.0463684340059364,-0.1028240140907376,0.491885507939751,-0.02899761862109579,2.9215000000342384,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,projection_row_23,strict_fixed_time,16,1.241123023640412,0.808963344524218,-0.0742330481841755,0.048861837232652555,-0.10137370336555149,0.4914265509168243,-0.021592325156977486,2.9214999999507856,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,projection_row_23,strict_fixed_time,17,1.3186932126179378,0.8104338550439691,-0.07297149166032017,0.05117103381863019,-0.10052219094440644,0.4904707733019757,-0.014236665294974953,2.921500000060256,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
