figure_id,source_model,active_checkpoint_members,theta0_samples,theta1_samples,manifold_trajectories,stable_eigenvalue_real,stable_eigenvalue_imag,stable_eigenvalue_abs,minimum_periapsis_radius_km,maximum_periapsis_radius_km,best_7033_radius_km,best_7033_error_km,best_theta0_deg,best_theta1_deg,maximum_jacobi_drift,acceptance
5.13,accepted active-geometry Sun-Earth L1 two-frequency torus DG stable manifold,468,41,71,5822,0.0008428004957377855,0.0,0.0008428004957377855,2.240498801487228,168981.52829762953,7034.03016827073,1.030168270730428,48.0,62.0,7.953412701766638e-07,false
