member_id,source_member_id,step_source,revalidated_acceptance,max_abs_z_km,rho_rad,map_residual_max,jacobi_mean_span,jacobi_one_map_drift,jacobi_ten_return_span,phase_return_error,condition_number,raw_condition_number,gate_1_residual,gate_2_jacobi,gate_3_phase,gate_4_rho_monotone,gate_5_amplitude,gate_6_mapping_time,gate_7_condition,failed_gates,failure_reason
11,fixed_time_candidate_forward_endpoint_candidate_fraction_0p25,bootstrap_fixed_time_projection,False,10272.25846832929,1.444149657274161,7.354818246570751e-14,4.851896662216859e-11,4.851941071137844e-11,2.664535259100376e-15,2.357951000027959e-14,100254859970277.7,614001222102253.1,True,True,True,True,True,True,False,gate_7_condition,gate_7_condition
12,12,palc_native_3_substeps,False,10271.37138476799,1.444149671444783,1.105075087762985e-13,4.96234164870657e-11,4.962474875469525e-11,2.664535259100376e-15,5.151205394943256e-14,61611701637949.73,373662908159136.4,True,True,True,True,True,True,False,gate_7_condition,gate_7_condition
