kind,time_index,curve_index,time_nd,time_days,phase_rad,x,y,z,xdot,ydot,zdot,jacobi,period_days,duration_days,periselene_radius_km,periodicity_error,periodic_jacobi_span,quasi_jacobi_span,torus_closure_error,rotation_angle_rad,target_vertical_amplitude_nd
periodic_dro,0,0,0,0,,0.7958619013830919,0,0,0,0.5316105405718949,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,1,0,0.008107153199901931,0.03520125919397418,,0.7958841051348445,0.004309605843551186,0,0.005477324301179593,0.5315209015194792,0,2.922497261640596,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,2,0,0.01621430639980386,0.07040251838794837,,0.7959507044185913,0.008617758622935597,0,0.01095169653698903,0.531252121575589,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,3,0,0.02432145959970579,0.1056037775819225,,0.7960616633807711,0.01292300749607185,0,0.01642017966628823,0.5308046113691322,0,2.922497261640596,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,4,0,0.03242861279960772,0.1408050367758967,,0.7962169224678393,0.01722390604869972,0,0.02187986648604836,0.530179051928038,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,5,0,0.04053576599950966,0.1760062959698709,,0.7964163987268815,0.02151901446769095,0,0.02732789402965682,0.5293763897077575,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,6,0,0.04864291919941158,0.2112075551638451,,0.7966599862206106,0.02580690166639844,0,0.03276145735447398,0.52839782974715,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,7,0,0.05675007239931351,0.2464088143578193,,0.7969475565510485,0.03008614734729736,0,0.03817782253807608,0.5272448270637123,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,8,0,0.06485722559921545,0.2816100735517935,,0.7972789594848095,0.03435534398818814,0,0.04357433872124175,0.5259190764265209,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,9,0,0.07296437879911738,0.3168113327457676,,0.7976540236716729,0.03861309873944831,0,0.04894844905770282,0.524422500667853,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,10,0,0.08107153199901931,0.3520125919397418,,0.7980725574470963,0.04285803522120133,0,0.05429770045521501,0.5227572377126919,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,11,0,0.08917868519892123,0.387213851133716,,0.7985343497084919,0.04708879521078219,0,0.05961975201877057,0.5209256265189033,0,2.922497261640596,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,12,0,0.09728583839882317,0.4224151103276901,,0.7990391708544735,0.05130404021248113,0,0.06491238213392431,0.5189301921296274,0,2.922497261640596,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,13,0,0.1053929915987251,0.4576163695216643,,0.7995867737758896,0.05550245290319987,0,0.0701734941553889,0.516773630043404,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,14,0,0.113500144798627,0.4928176287156385,,0.8001768948872844,0.05968273844932178,0,0.07540112069249974,0.5144587901069209,0,2.922497261640596,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,15,0,0.121607297998529,0.5280188879096127,,0.8008092551874618,0.06384362569174117,0,0.08059342650813422,0.5119886601303878,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,16,0,0.1297144511984309,0.5632201471035869,,0.801483561338057,0.06798386819758528,0,0.08574871007060839,0.5093663494168349,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,17,0,0.1378216043983328,0.5984214062975611,,0.8021995067494266,0.07210224517866741,0,0.09086540381847555,0.5065950723846617,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,18,0,0.1459287575982348,0.6336226654915352,,0.8029567726637228,0.07619756227810513,0,0.09594207321567091,0.5036781324481185,0,2.922497261640596,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,19,0,0.1540359107981367,0.6688239246855094,,0.8037550292257113,0.08026865222780667,0,0.1009774146888614,0.5006189063037072,0,2.922497261640596,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,20,0,0.1621430639980386,0.7040251838794837,,0.8045939365326804,0.08431437538065507,0,0.1059702525500748,0.4974208287523776,0,2.922497261640596,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,21,0,0.1702502171979405,0.7392264430734578,,0.8054731456556624,0.08833362012219677,0,0.1109195350157182,0.4940873781684724,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,22,0,0.1783573703978425,0.774427702267432,,0.8063922996251072,0.0923253031674629,0,0.1158243294380706,0.4906220627071855,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,23,0,0.1864645235977444,0.8096289614614062,,0.8073510343751051,0.09628836974921808,0,0.120683816867449,0.4870284073233697,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,24,0,0.1945716767976463,0.8448302206553803,,0.808348979641209,0.1002217937044479,0,0.1254972860627762,0.4833099416562631,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,25,0,0.2026788299975483,0.8800314798493545,,0.809385759807853,0.1041245774662681,0,0.1302641270655268,0.4794701888174748,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,26,0,0.2107859831974502,0.9152327390433287,,0.8104609947022784,0.1079957519686743,0,0.1349838244473396,0.4755126551036428,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,27,0,0.2188931363973521,0.9504339982373029,,0.8115743003327489,0.1118343764716682,0,0.1396559503353206,0.4714408206407567,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,28,0,0.227000289597254,0.985635257431277,,0.8127252895696476,0.1156395383142956,0,0.1442801573115539,0.4672581309543503,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,29,0,0.235107442797156,1.020836516625251,,0.8139135727688004,0.1194103526030429,0,0.1488561712749456,0.4629679894486778,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,30,0,0.2432145959970579,1.056037775819225,,0.815138758337047,0.1231459618428598,0,0.1533837843445418,0.4585737507686021,0,2.922497261640596,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,31,0,0.2513217491969599,1.0912390350132,,0.8164004532406852,0.1268455355178309,0,0.1578628478741827,0.4540787150101988,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,32,0,0.2594289023968618,1.126440294207174,,0.8176982634579431,0.1305082696282186,0,0.1622932656390125,0.4494861227399444,0,2.922497261640596,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,33,0,0.2675360555967637,1.161641553401148,,0.819031794377086,0.1341333861902536,0,0.1666749872451876,0.4447991507776962,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,34,0,0.2756432087966657,1.196842812595122,,0.820400651142146,0.1377201327046717,0,0.1710080018052697,0.4400209086953617,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,35,0,0.2837503619965676,1.232044071789096,,0.8218044389485724,0.1412677815995962,0,0.1752923319134021,0.4351544359810577,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,36,0,0.2918575151964695,1.26724533098307,,0.8232427632913439,0.1447756296529555,0,0.1795280279465496,0.4302026998175191,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,37,0,0.2999646683963714,1.302446590177045,,0.8247152301682686,0.148242997399205,0,0.1837151627108998,0.4251685934233961,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,38,0,0.3080718215962734,1.337647849371019,,0.8262214462413258,0.151669228524713,0,0.1878538264460284,0.4200549349067261,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,39,0,0.3161789747961753,1.372849108564993,,0.8277610189589801,0.1550536892557587,0,0.1919441221936369,0.414864466581147,0,2.922497261640596,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,40,0,0.3242861279960773,1.408050367758967,,0.8293335566424351,0.1583957677427016,0,0.1959861615325848,0.4095998546972067,0,2.922497261640596,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,41,0,0.3323932811959792,1.443251626952941,,0.830938668538787,0.161694873443501,0,0.199980060677539,0.4042636895433023,0,2.922497261640596,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,42,0,0.3405004343958811,1.478452886146916,,0.8325759648440028,0.1649504365094053,0,0.2039259369348221,0.3988584858732457,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,43,0,0.348607587595783,1.51365414534089,,0.8342450566985823,0.1681619071752951,0,0.2078239055059261,0.3933866836201161,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,44,0,0.3567147407956849,1.548855404534864,,0.8359455561586747,0.1713287551568457,0,0.2116740766266179,0.3878506488588359,0,2.922497261640596,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,45,0,0.3648218939955869,1.584056663728838,,0.8376770761453155,0.1744504690563838,0,0.2154765530275508,0.3822526749827369,0,2.922497261640596,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,46,0,0.3729290471954888,1.619257922922812,,0.839439230374326,0.1775265557790411,0,0.2192314277007599,0.3765949840622108,0,2.922497261640596,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,47,0,0.3810362003953908,1.654459182116787,,0.84123163326929,0.1805565399605618,0,0.2229387819553131,0.3708797283563111,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,48,0,0.3891433535952927,1.689660441310761,,0.8430538998598802,0.1835399634078944,0,0.226598683744648,0.3651089919508715,0,2.922497261640596,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,49,0,0.3972505067951946,1.724861700504735,,0.8449056456676659,0.1864763845534956,0,0.2302111862477175,0.3592847924992836,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,50,0,0.4053576599950965,1.760062959698709,,0.8467864865813843,0.1893653779240896,0,0.2337763266859319,0.3534090830445291,0,2.922497261640596,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,51,0,0.4134648131949984,1.795264218892683,,0.8486960387235172,0.1922065336244637,0,0.2372941253579849,0.3474837539033702,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,52,0,0.4215719663949004,1.830465478086657,,0.8506339183098655,0.1949994568367328,0,0.2407645848749527,0.3415106345957532,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,53,0,0.4296791195948023,1.865666737280631,,0.852599741503677,0.197743767335378,0,0.2441876895785035,0.3354914958044805,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,54,0,0.4377862727947043,1.900867996474606,,0.854593124265743,0.2004390990182509,0,0.2475634051256438,0.3294280513520438,0,2.922497261640596,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,55,0,0.4458934259946062,1.93606925566858,,0.8566136822017496,0.2030850994536342,0,0.2508916782241015,0.3233219601832025,0,2.922497261640596,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,56,0,0.4540005791945081,1.971270514862554,,0.8586610304080434,0.2056814294433655,0,0.2541724365032034,0.3171748283434196,0,2.922497261640596,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
periodic_dro,57,0,0.4621077323944101,2.006471774056528,,0.8607347833168499,0.2082277626019536,0,0.257405588505904,0.3109882109446676,0,2.922497261640595,14.74932760227518,147.4932760227518,73800.00000000001,1.035907190440778e-14,1.77635683940025e-15,2.220446049250313e-15,5.014642478003977e-11,1.433080827763197,0.01
