target_jacobi,phase_index,phase_rad,x,y,z,xdot,ydot,zdot,point_jacobi,mapping_time_days,rotation_angle_rad,curve_samples,max_map_residual,curve_jacobi_span
2.9225,0,0.0,0.8010858017729274,-0.06554751192666838,-1.973320872741702e-05,-0.08271978203517352,0.5109222310353566,-0.000690314572216766,2.9224999999883337,14.748938082123528,1.4312336788344566,81,4.2506419459403827e-10,4.217959315155895e-12
2.9225,1,0.07757018897752575,0.8010857526473808,-0.06554739851880241,1.364338370491851e-05,-0.08271969928909037,0.5109223221160206,-0.000686432498465926,2.9224999999884895,14.748938082123528,1.4312336788344566,81,4.2506419459403827e-10,4.217959315155895e-12
2.9225,2,0.1551403779550515,0.8010857181883084,-0.06554727695452596,4.693787677832566e-05,-0.08271962210214003,0.5109224018388463,-0.0006784221051819578,2.922499999988591,14.748938082123528,1.4312336788344566,81,4.2506419459403827e-10,4.217959315155895e-12
2.9225,3,0.23271056693257725,0.8010856992233609,-0.06554715015380695,7.995005074368668e-05,-0.0827195523280583,0.5109224682889955,-0.0006663315528426305,2.922499999988644,14.748938082123528,1.4312336788344566,81,4.2506419459403827e-10,4.217959315155895e-12
2.9225,4,0.310280755910103,0.8010856962079038,-0.06554702116172208,0.00011248138532602263,-0.08271949164205757,0.5109225198708185,-0.0006502335431074379,2.922499999988639,14.748938082123528,1.4312336788344566,81,4.2506419459403827e-10,4.217959315155895e-12
2.9225,5,0.3878509448876288,0.8010857092143908,-0.0655468930761788,0.00014433625263396999,-0.08271944150143203,0.5109225553454947,-0.000630224882247108,2.9224999999885988,14.748938082123528,1.4312336788344566,81,4.2506419459403827e-10,4.217959315155895e-12
2.9225,6,0.4654211338651545,0.8010857379303946,-0.06554676897391691,0.00017532309264461105,-0.08271940311039615,0.5109225738609398,-0.000606425899426573,2.922499999988493,14.748938082123528,1.4312336788344566,81,4.2506419459403827e-10,4.217959315155895e-12
2.9225,7,0.5429913228426803,0.8010857816659951,-0.06554665183518299,0.00020525556424858703,-0.0827193773903327,0.5109225749728339,-0.0005789797233161705,2.9224999999883456,14.748938082123528,1.4312336788344566,81,4.2506419459403827e-10,4.217959315155895e-12
2.9225,8,0.620561511820206,0.8010858393707728,-0.0655465444734089,0.00023395366498959736,-0.08271936495889204,0.510922558654463,-0.0005480514213645701,2.922499999988154,14.748938082123528,1.4312336788344566,81,4.2506419459403827e-10,4.217959315155895e-12
2.9225,9,0.6981317007977318,0.8010859096587079,-0.06554644946787386,0.00026124481281541783,-0.08271936611497681,0.5109225252975389,-0.0005138270069052919,2.922499999987926,14.748938082123528,1.4312336788344566,81,4.2506419459403827e-10,4.217959315155895e-12
