eigen_index,real,imag,magnitude,angle_rad,classification
77,-0.4410651280850625,-0.8974750984798627,0.999999999802066,-2.027581459829664,unit
78,-0.4410651280850625,0.8974750984798627,0.999999999802066,2.027581459829664,unit
79,0.9475421048426846,-0.31963097339562935,0.9999999998017713,-0.32534000508395644,unit
80,0.9475421048426846,0.31963097339562935,0.9999999998017713,0.32534000508395644,unit
81,0.8649323696060691,0.5018884294452202,0.9999999998016796,0.5257807222920664,unit
82,0.8649323696060691,-0.5018884294452202,0.9999999998016796,-0.5257807222920664,unit
83,0.6591405926540342,-0.7520197329316992,0.9999999998014879,-0.8511209378492773,unit
84,0.6591405926540342,0.7520197329316992,0.9999999998014879,0.8511209378492773,unit
85,0.8649325808755419,-0.5018880653519631,0.9999999998013811,-0.5257803013423187,unit
86,0.8649325808755419,0.5018880653519631,0.9999999998013811,0.5257803013423187,unit
87,-0.13106714919871185,0.9913734926875117,0.9999999998012566,1.7022416652212387,unit
88,-0.13106714919871185,-0.9913734926875117,0.9999999998012566,-1.7022416652212387,unit
89,0.38419485970079675,0.923252029177302,0.9999999998002603,1.1764607324553606,unit
90,0.38419485970079675,-0.923252029177302,0.9999999998002603,-1.1764607324553606,unit
91,0.06893938972599888,-0.9976208498947396,0.9999999998002478,-1.501802212591631,unit
92,0.06893938972599888,0.9976208498947396,0.9999999998002478,1.501802212591631,unit
93,0.9999999997999638,2.10472433123972e-07,0.999999999799986,2.10472433166071e-07,unit
94,0.9999999997999638,-2.10472433123972e-07,0.999999999799986,-2.10472433166071e-07,unit
95,-0.6109226054021246,-0.7916903244374153,0.9999999997995701,-2.2280217560913695,unit
96,-0.6109226054021246,0.7916903244374153,0.9999999997995701,2.2280217560913695,unit
97,-0.8319239909825245,0.5548896041785452,0.999999999798857,2.5533623926009272,unit
98,-0.8319239909825245,-0.5548896041785452,0.999999999798857,-2.5533623926009272,unit
99,0.19268223860460243,-0.9812612060625879,0.9999999997985427,-1.3769014496652203,unit
100,0.19268223860460243,0.9812612060625879,0.9999999997985427,1.3769014496652203,unit
101,-0.7047887694732724,0.709417218580012,0.999999999796725,2.352921676599244,unit
102,-0.7047887694732724,-0.709417218580012,0.999999999796725,-2.352921676599244,unit
103,0.1925027028403783,-0.9812964427699785,0.9999999995969325,-1.3770844106345468,unit
104,0.1925027028403783,0.9812964427699785,0.9999999995969325,1.3770844106345468,unit
105,-0.44122971124786214,0.8973941932365522,0.9999999980712772,2.0277648536028274,unit
106,-0.44122971124786214,-0.8973941932365522,0.9999999980712772,-2.0277648536028274,unit
107,-0.9656904959818271,-0.2596956990156817,0.9999999950584354,-2.8788855750406737,unit
108,-0.9656904959818271,0.2596956990156817,0.9999999950584354,2.8788855750406737,unit
109,-0.9980620442148664,-0.0622265466715945,0.9999999936065149,-3.0793258780343824,unit
110,-0.9980620442148664,0.0622265466715945,0.9999999936065149,3.0793258780343824,unit
111,0.8650243847871493,-0.5017298079539488,0.9999999932329463,-0.5255973440727281,unit
112,0.8650243847871493,0.5017298079539488,0.9999999932329463,0.5255973440727281,unit
113,0.9474834690287031,-0.31980472419555384,0.9999999928502298,-0.325523383107309,unit
114,0.9474834690287031,0.31980472419555384,0.9999999928502298,0.325523383107309,unit
115,-0.6110677760074871,0.7915782707259132,0.9999999927800818,2.228205142402792,unit
116,-0.6110677760074871,-0.7915782707259132,0.9999999927800818,-2.228205142402792,unit
117,0.6592784938962302,-0.7518988297033549,0.999999991311678,-0.8509375411657076,unit
118,0.6592784938962302,0.7518988297033549,0.999999991311678,0.8509375411657076,unit
119,-0.8318222154516686,-0.5550421448618383,0.9999999903458759,-2.553179016160028,unit
120,-0.8318222154516686,0.5550421448618383,0.9999999903458759,2.553179016160028,unit
121,-0.13088532999983504,-0.991397503270047,0.9999999895496242,-1.7020582674854259,unit
122,-0.13088532999983504,0.991397503270047,0.9999999895496242,1.7020582674854259,unit
123,0.38402554779972875,0.9233224548736172,0.9999999885183621,1.1766441072052705,unit
124,0.38402554779972875,-0.9233224548736172,0.9999999885183621,-1.1766441072052705,unit
125,0.18848424907294276,0.3835257409451299,0.42733863166826147,1.114010983283581,stable
126,0.18848424907294276,-0.3835257409451299,0.42733863166826147,-1.114010983283581,stable
127,0.4126565216257507,-0.11105359641065848,0.427338631668148,-0.2628902559087568,stable
128,0.4126565216257507,0.11105359641065848,0.427338631668148,0.2628902559087568,stable
129,0.05600996703951175,-0.4236522037093561,0.4273386316676283,-1.439351198840198,stable
130,0.05600996703951175,0.4236522037093561,0.4273386316676283,1.439351198840198,stable
131,-0.08234065246753001,0.41933080386100186,0.4273386316675484,1.7646914144004273,stable
132,-0.08234065246753001,-0.41933080386100186,0.4273386316675484,-1.7646914144004273,stable
133,-0.40492131786198093,-0.13659074806150293,0.42733863166707076,-2.816252438032548,stable
134,-0.40492131786198093,0.13659074806150293,0.42733863166707076,2.816252438032548,stable
135,0.4265055926681689,-0.02666993696587757,0.4273386316669603,-0.06244995964999292,stable
136,0.4265055926681689,0.02666993696587757,0.4273386316669603,0.06244995964999292,stable
137,-0.42733863166673364,0.0,0.42733863166673364,3.141592653589793,stable
138,-0.3696190605266469,-0.21447623693583498,0.4273386316666883,-2.6158121417716353,stable
139,-0.3696190605266469,0.21447623693583498,0.4273386316666883,2.6158121417716353,stable
140,-0.2816763066368533,-0.32136702443480053,0.4273386316665699,-2.2904719262171946,stable
141,-0.2816763066368533,0.32136702443480053,0.4273386316665699,2.2904719262171946,stable
142,0.26107090150617196,-0.3383198050680311,0.4273386316664056,-0.9135706870253172,stable
143,0.26107090150617196,0.3383198050680311,0.4273386316664056,0.9135706870253172,stable
144,-0.1641812226281826,-0.39454129346726885,0.42733863166639924,-1.96513171065604,stable
145,-0.1641812226281826,0.39454129346726885,0.42733863166639924,1.96513171065604,stable
146,0.3555132101186851,-0.2371258390506925,0.4273386316662551,-0.5882304714662814,stable
147,0.3555132101186851,0.2371258390506925,0.4273386316662551,0.5882304714662814,stable
148,0.3011835650402024,0.30316068542573626,0.4273382045150282,0.7886696652450785,stable
149,0.3011835650402024,-0.30316068542573626,0.4273382045150282,-0.7886696652450785,stable
