system,point,x0,ydot0,period,jacobi,periodicity_error,lambda_unstable_abs,lambda_stable_abs,stability_index
earth_moon,L1,0.8476577424852768,-0.08366882624835847,2.711753423600487,3.182701997944643,2.338560356830305e-11,2545.398841638374,0.0003928657406456171,1272.699617252057
