figure_id,source_model,theta0_samples,theta1_samples,manifold_trajectories,stable_eigenvalue_real,stable_eigenvalue_imag,stable_eigenvalue_abs,minimum_periapsis_radius_km,maximum_periapsis_radius_km,best_7033_radius_km,best_7033_error_km,best_theta0_deg,best_theta1_deg,maximum_jacobi_drift,acceptance
5.13,corrected Sun-Earth L1 Lissajous torus DG stable manifold,70,16,2240,0.0016243583134586991,0.0,0.0016243583134586991,5744.550800354771,804465.7530338493,7033.665136345276,0.6651363452756414,242.0,135.0,1.0120615456798987e-10,true
