target_jacobi,phase_index,phase_rad,x,y,z,xdot,ydot,zdot,point_jacobi,mapping_time_days,rotation_angle_rad,curve_samples,max_map_residual,curve_jacobi_span
2.9215,0,0.0,0.7975394291008716,-0.08064295683920629,0.0009776696355481534,-0.09279984644899814,0.49976622967213813,-0.09120803308285047,2.921500000043116,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,1,0.07757018897752575,0.7972355382010026,-0.08184051473445272,0.004904345125403011,-0.09384551099126517,0.4992065622662798,-0.0918684961413515,2.9214999999527036,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,2,0.1551403779550515,0.7971537076804781,-0.08344796307189571,0.008669785882837098,-0.09551935910564373,0.49822306402473016,-0.09181738477912647,2.9215000000492877,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,3,0.23271056693257725,0.7972758430095367,-0.08511809864494699,0.012230445144361515,-0.09758495694398674,0.4970093665039106,-0.09103559047646367,2.9214999999482827,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,4,0.310280755910103,0.7976051320611278,-0.08672199037558584,0.015599000136163445,-0.09990378912578277,0.49564568640187,-0.08949603007547037,2.9215000000545057,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,5,0.3878509448876288,0.798139704273556,-0.08830823924660566,0.018832309540209553,-0.10238991851704188,0.4941356324873886,-0.08715988774986633,2.9214999999418994,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,6,0.4654211338651545,0.7988477075586674,-0.0899192418959066,0.02198632570921737,-0.10492239936129719,0.4925095165608698,-0.08399789651232037,2.921500000060189,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,7,0.5429913228426803,0.7996633881450991,-0.09141373237000047,0.025074590597965195,-0.10728784444154266,0.49091283256707485,-0.08001898304635527,2.921499999940103,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,8,0.620561511820206,0.800508451927326,-0.09244003319327418,0.02806408032936657,-0.10920019174675406,0.48960416968357434,-0.07528225475961323,2.9215000000566365,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,9,0.6981317007977318,0.8013284912596834,-0.09258338181113449,0.030911020047028764,-0.11038835603857201,0.4888476363382437,-0.06988266250962925,2.921499999948947,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,10,0.7757018897752576,0.8021201463854761,-0.09156083546216333,0.03360254519935872,-0.1106846582599006,0.4887788641635876,-0.06392538200424475,2.921500000042683,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,11,0.8532720787527833,0.8029293910960486,-0.08935413890694092,0.036173641465428584,-0.11006950753358767,0.4893303458038844,-0.05750880964338526,2.9214999999680957,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
2.9215,12,0.930842267730309,0.8038280357835171,-0.0862408434934558,0.03869352229009467,-0.10868074808371805,0.49024301615922355,-0.05072078806759852,2.921500000017421,14.749327602275182,1.4882206982789679,81,7.522288622936982e-11,1.4452528063202408e-10
