case_id,sign,perturbation_max_node_norm,predictor_map_residual,source_mean_jacobi,candidate_mean_jacobi,delta_mean_jacobi,source_amplitude,candidate_amplitude,delta_amplitude,solution_max_node_distance,best_phase_shift_rad,phase_aligned_max_node_distance,max_map_residual,curve_jacobi_span,phase_residual,accepted_correction,distinct_root,lower_jacobi_distinct_root
null_-1_1.0e-05,-1,1e-05,4.4535799352041375e-09,2.9222828667140917,2.922282866712736,-1.3558043576722412e-12,0.02626694145904065,0.02626697651411268,3.505507202919422e-08,9.84164885313709e-06,0.0,9.841648853239023e-06,1.2566029324320068e-12,3.138080906239793e-10,9.917835987506698e-18,True,False,False
null_+1_1.0e-05,1,1e-05,4.453503343166615e-09,2.9222828667140917,2.922282866712711,-1.3806733534238447e-12,0.02626694145904065,0.02626690600469834,-3.5454342312696285e-08,1.0157839118825945e-05,0.0,1.0157839118723583e-05,1.2481343415948659e-12,3.13808978802399e-10,-1.0349849260385993e-17,True,False,False
null_-1_1.0e-04,-1,0.0001,4.4415250001693106e-07,2.9222828667140917,2.922282866714187,9.547918011776346e-14,0.02626694145904065,0.02626729336669091,3.5190765025963633e-07,9.978363165025141e-05,0.0,9.978363165035343e-05,2.128642229360218e-12,3.1383251553052105e-10,-6.000434337908667e-19,True,False,False
null_+1_1.0e-04,1,0.0001,4.4406801264320936e-07,2.9222828667140917,2.922282866713455,-6.368239269249898e-13,0.02626694145904065,0.02626658829992905,-3.531591116004429e-07,0.00010021636063221698,0.0,0.0001002163606321147,2.0137085570168934e-12,3.1376412579220414e-10,3.1121578668899096e-18,True,True,True
null_-1_1.0e-03,-1,0.001,4.445161913255162e-05,2.9222828667140917,2.9222828667145038,4.121147867408581e-13,0.02626694145904065,0.026270380465348773,3.439006308121606e-06,0.000978479067800294,0.0,0.000978479067800395,2.0971250284951143e-11,3.1461055982617836e-10,5.37527108327579e-18,True,True,False
null_+1_1.0e-03,1,0.001,4.436712837715794e-05,2.9222828667140917,2.9222828667140432,-4.8405723873656825e-14,0.02626694145904065,0.026263328382026507,-3.6130770141445945e-06,0.0010214748213864795,0.0,0.001021474821386376,1.442668490659045e-11,3.130593562161721e-10,8.144221787850098e-18,True,True,True
null_-1_5.0e-03,-1,0.005,0.0011152570019569608,2.9222828667140917,2.9222828667126577,-1.4339640586058522e-12,0.02626694145904065,0.026282405653376906,1.5464194336255177e-05,0.004450874929895316,0.0,0.004450874929895413,5.0909856807091254e-11,3.191518160861051e-10,-4.743384504624082e-18,True,True,True
null_+1_5.0e-03,1,0.005,0.0011047173966903946,2.9222828667140917,2.9222828667128775,-1.2141398997300712e-12,0.02626694145904065,0.026247045887251796,-1.9895571788854788e-05,0.005544620388857456,-0.008726646259971549,0.005447565266937599,7.637396749437151e-11,3.027542661016014e-10,6.776263578034403e-18,True,True,True
