figure_id,source_model,vertical_boundary_amplitude_nd,invariant_curve_samples,rendered_torus_points,mapping_time_days,curve_residual_norm,torus_jacobi_span,max_abs_y_km,max_abs_z_km,paper_y_target_km,paper_z_target_km,y_target_error_km,z_target_error_km,source_acceptance,stable_manifold_map_acceptance
5.13,Sun-Earth L1 CR3BP corrected quasi-vertical Lissajous torus,0.00628,11,3600,175.5510641320684,2.6461019815001973e-11,2.220446049250313e-15,1016592.9238180821,939484.302401125,660000.0,940000.0,356592.9238180821,-515.6975988750346,true,numerical_map_pass
