theta0_index,theta1_index,theta0_deg,theta1_deg,periapsis_radius_km,periapsis_time_days,selected_half_manifold_sign,jacobi_drift
17,11,220.0,247.5,194183.05882711994,-425.60515504324064,1.0,2.3430146711689304e-12
17,12,220.0,270.0,420316.5109764703,-292.22327529028325,1.0,2.2959412149248237e-13
17,13,220.0,292.5,356563.53632014216,-408.37828758135146,1.0,7.300826609935029e-13
17,14,220.0,315.0,376282.5593115994,-445.4086425565862,1.0,8.93507490218326e-13
17,15,220.0,337.5,441837.2276417764,-345.24770693787946,1.0,2.580158309228864e-13
18,0,221.0,0.0,286339.28092406073,-349.0031797440664,1.0,7.354117315117037e-13
18,1,221.0,22.5,283852.72786386823,-356.5711490841374,1.0,2.9976021664879227e-13
18,2,221.0,45.0,505168.3532742383,-358.9315272128177,1.0,8.615330671091215e-14
18,3,221.0,67.5,275866.7249470194,-423.0764036776455,1.0,4.827249711070181e-13
18,4,221.0,90.0,427986.5634559673,-292.28535176424305,1.0,1.816324868286756e-13
18,5,221.0,112.5,369578.3339416216,-408.000084468995,1.0,8.131273432354647e-13
18,6,221.0,135.0,366119.0330263894,-445.95674947111956,1.0,1.2567724638756772e-12
18,7,221.0,157.5,434235.8255283239,-345.0962167162241,1.0,8.72191208145523e-13
18,8,221.0,180.0,286148.32040673366,-348.9925533328324,1.0,7.247535904753022e-13
18,9,221.0,202.5,285255.07925728866,-356.60005481338965,1.0,3.042011087472929e-13
18,10,221.0,225.0,503665.8659858997,-358.908546795448,1.0,8.171241461241152e-14
18,11,221.0,247.5,280227.747155037,-422.93988500188,1.0,7.087663789206999e-13
18,12,221.0,270.0,427227.89502251474,-292.32841135255825,1.0,1.971756091734278e-13
18,13,221.0,292.5,369903.3547934118,-407.9791270734969,1.0,8.446576771348191e-13
18,14,221.0,315.0,365038.44767371524,-445.96557467879853,1.0,1.4308554341369017e-12
18,15,221.0,337.5,434817.4881244826,-345.14597547321137,1.0,7.709388682997087e-13
19,0,222.0,0.0,276292.88750967744,-348.91991804341984,1.0,1.6018297799291759e-12
19,1,222.0,22.5,267993.0674616635,-356.7355064170039,1.0,7.793765632868599e-13
19,2,222.0,45.0,478314.9044442486,-359.0181408235799,1.0,2.4868995751603507e-13
