time_phase_index,curve_phase_index,x_nd,y_nd,z_nd
1,37,0.9894857815915691,0.0006519924099115443,0.006258021436264074
1,38,0.9894857842261036,0.0006519869246736289,0.00625802673920335
1,39,0.9894857871141621,0.0006519821526947887,0.006258032477307966
1,40,0.9894857902230231,0.0006519781480436806,0.006258038585563229
1,41,0.9894857935174618,0.0006519749560949127,0.006258044994760437
1,42,0.9894857969601504,0.0006519726130149177,0.006258051632281032
1,43,0.9894858005120826,0.0006519711453521546,0.006258058422919389
1,44,0.9894858041330136,0.0006519705697362815,0.006258065289734919
1,45,0.9894858077819161,0.000651970892689711,0.006258072154923825
1,46,0.9894858114174461,0.000651972110553685,0.006258078940700657
1,47,0.9894858149984129,0.0006519742095297091,0.006258085570179675
1,48,0.9894858184842433,0.0006519771658358725,0.006258091968245969
1,49,0.9894858218354393,0.0006519809459762923,0.006258098062406557
1,50,0.98948582501403,0.0006519855071206274,0.006258103783611804
1,51,0.989485827984003,0.000651990797589358,0.006258109067037791
1,52,0.9894858307117063,0.000651996757439333,0.006258113852820793
1,53,0.9894858331662328,0.0006520033191429556,0.006258118086735587
1,54,0.9894858353197733,0.0006520104083533087,0.006258121720809882
1,55,0.9894858371479257,0.0006520179447465416,0.006258124713867851
1,56,0.989485838629977,0.0006520258429319888,0.006258127031996702
1,57,0.9894858397491336,0.0006520340134196909,0.006258128648930918
1,58,0.989485840492717,0.0006520423636343697,0.006258129546349889
1,59,0.9894858408523011,0.0006520507989643553,0.006258129714085472
2,0,0.9895281437932394,0.001297847162944964,0.006192507041091597
2,1,0.9895281443226444,0.001297855550910387,0.006192507028456844
2,2,0.9895281444638409,0.001297863920245779,0.006192506287910061
2,3,0.9895281442152289,0.001297872176122855,0.006192504827842113
2,4,0.9895281435796265,0.001297880224998894,0.006192502664796392
2,5,0.989528142564235,0.00129788797567663,0.00619249982328138
2,6,0.9895281411805594,0.001297895340337569,0.006192496335492919
2,7,0.9895281394442775,0.001297902235537015,0.006192492240949429
2,8,0.9895281373750608,0.001297908583149545,0.006192487586044111
2,9,0.9895281349963564,0.001297914311254212,0.0061924824235193
2,10,0.9895281323351145,0.001297919354949429,0.006192476811868822
2,11,0.989528129421489,0.001297923657088339,0.006192470814675244
2,12,0.9895281262884933,0.001297927168926295,0.006192464499889434
2,13,0.9895281229716243,0.001297929850673143,0.006192457939060634
2,14,0.9895281195084634,0.001297931671944045,0.006192451206525774
2,15,0.9895281159382511,0.001297932612103731,0.006192444378567213
2,16,0.9895281123014378,0.001297932660500273,0.006192437532548405
2,17,0.9895281086392307,0.001297931816585758,0.006192430746037366
2,18,0.9895281049931243,0.001297930089922471,0.006192424095927786
2,19,0.98952810140443,0.001297927500074529,0.006192417657567811
2,20,0.9895280979138094,0.001297924076386201,0.006192411503906326
2,21,0.9895280945608117,0.001297919857649406,0.006192405704666417
2,22,0.9895280913834289,0.001297914891664192,0.006192400325555423
2,23,0.9895280884176597,0.001297909234697129,0.006192395427520416
2,24,0.9895280856971101,0.001297902950843806,0.006192391066057727
2,25,0.9895280832526031,0.001297896111302595,0.006192387290584096
2,26,0.9895280811118359,0.001297888793567967,0.006192384143876829
2,27,0.9895280792990646,0.00129788108055246,0.006192381661589121
2,28,0.9895280778348284,0.001297873059647255,0.006192379871846092
2,29,0.9895280767357177,0.00129786482173202,0.006192378794926131
2,30,0.9895280760141849,0.001297856460145222,0.006192378443031146
2,31,0.9895280756784071,0.001297848069626573,0.006192378820148313
2,32,0.9895280757321859,0.001297839745243614,0.006192379922004879
2,33,0.9895280761749153,0.001297831581314575,0.006192381736116599
2,34,0.9895280770015767,0.001297823670339719,0.006192384241929136
2,35,0.9895280782028059,0.001297816101953305,0.00619238741105097
2,36,0.9895280797649908,0.001297808961907996,0.006192391207575043
2,37,0.9895280816704312,0.001297802331103264,0.0061923955884856
2,38,0.98952808389754,0.001297796284668776,0.006192400504145569
2,39,0.9895280864210824,0.001297790891113142,0.006192405898858923
2,40,0.9895280892124642,0.001297786211547688,0.006192411711501733
2,41,0.98952809224006,0.001297782298994033,0.006192417876214745
2,42,0.9895280954695647,0.001297779197783322,0.006192424323149525
2,43,0.9895280988643875,0.001297776943053915,0.006192430979259905
2,44,0.989528102386064,0.001297775560353241,0.006192437769129591
2,45,0.9895281059946925,0.001297775065348307,0.006192444615826655
2,46,0.9895281096493846,0.001297775463648163,0.00619245144177521
2,47,0.9895281133087306,0.001297776750740321,0.00619245816963437
2,48,0.9895281169312702,0.001297778912041875,0.006192464723174581
2,49,0.9895281204759593,0.001297781923064702,0.006192471028141323
2,50,0.9895281239026327,0.001297785749692908,0.006192477013096443
2,51,0.9895281271724649,0.001297790348569382,0.006192482610227631
2,52,0.9895281302484085,0.001297795667587034,0.006192487756116766
2,53,0.9895281330956122,0.001297801646479202,0.00619249239245848
2,54,0.9895281356818147,0.001297808217502492,0.006192496466720794
2,55,0.9895281379777132,0.001297815306204358,0.006192499932740359
2,56,0.9895281399572943,0.001297822832266689,0.006192502751245512
2,57,0.9895281415981291,0.001297830710415855,0.006192504890301252
2,58,0.9895281428816242,0.001297838851388902,0.006192506325671069
2,59,0.9895281437932391,0.001297847162944963,0.006192507041091594
3,0,0.989598056576431,0.001932205637450486,0.006083538280560448
3,1,0.9895980576500184,0.001932213877084383,0.006083538820876376
3,2,0.9895980583431391,0.001932222184909049,0.006083538637165625
3,3,0.9895980586479397,0.001932230466793129,0.006083537731509845
3,4,0.9895980585609663,0.001932238628899206,0.006083536114170684
3,5,0.989598058083205,0.001932246578747042,0.006083533803473523
3,6,0.9895980572200692,0.001932254226261421,0.006083530825599804
3,7,0.9895980559813388,0.001932261484792764,0.006083527214290393
3,8,0.989598054381049,0.001932268272098904,0.006083523010463254
3,9,0.9895980524373321,0.001932274511276938,0.006083518261749822
3,10,0.9895980501722114,0.001932280131634571,0.00608351302195529
3,11,0.989598047611351,0.001932285069491083,0.006083507350448959
3,12,0.9895980447837672,0.001932289268898857,0.006083501311491562
3,13,0.9895980417214976,0.001932292682277269,0.006083494973507127
3,14,0.9895980384592392,0.001932295270951782,0.006083488408307709
3,15,0.9895980350339537,0.001932297005592122,0.006083481690279719
3,16,0.9895980314844538,0.00193229786654458,0.006083474895541107
3,17,0.9895980278509542,0.001932297844054664,0.006083468101078898
3,18,0.9895980241746241,0.001932296938377606,0.006083461383876903
3,19,0.9895980204971191,0.001932295159775452,0.006083454820043491
3,20,0.9895980168601048,0.00193229252840076,0.006083448483949224
3,21,0.9895980133047924,0.001932289074068271,0.006083442447384271
3,22,0.9895980098714624,0.001932284835917064,0.006083436778744937
3,23,0.9895980065990174,0.001932279861967116,0.006083431542258798
3,24,0.9895980035245339,0.001932274208575201,0.00608342679725694
3,25,0.9895980006828484,0.001932267939796365,0.006083422597501759
3,26,0.9895979981061577,0.001932261126658153,0.006083418990577821
3,27,0.9895979958236558,0.00193225384635586,0.006083416017352722
3,28,0.9895979938612052,0.001932246181377881,0.006083413711514067
3,29,0.9895979922410409,0.001932238218571108,0.006083412099187782
3,30,0.9895979909815191,0.001932230048156921,0.006083411198642101
3,31,0.9895979900969117,0.001932221762708974,0.006083411020080591
3,32,0.9895979895972418,0.001932213456104302,0.006083411565526533
3,33,0.9895979894881695,0.001932205222459676,0.006083412828799984
3,34,0.9895979897709316,0.001932197155065242,0.006083414795587807
3,35,0.9895979904423245,0.001932189345327516,0.00608341744360582
3,36,0.9895979914947416,0.001932181881733727,0.006083420742851265
3,37,0.9895979929162578,0.001932174848849233,0.006083424655942739
3,38,0.9895979946907674,0.001932168326359376,0.00608342913854374
3,39,0.9895979967981642,0.001932162388166615,0.006083434139864978
3,40,0.9895979992145714,0.001932157101553185,0.006083439603239846
3,41,0.9895980019126099,0.001932152526418757,0.006083445466766439
3,42,0.9895980048617103,0.001932148714601745,0.006083451664008927
3,43,0.9895980080284573,0.001932145709291933,0.006083458124750278
3,44,0.989598011376971,0.001932143544541111,0.006083464775787849
3,45,0.9895980148693122,0.00193214224487722,0.006083471541762783
3,46,0.9895980184659107,0.001932141825026424,0.006083478346013848
3,47,0.9895980221260157,0.00193214228974623,0.006083485111446041
3,48,0.9895980258081555,0.001932143633771557,0.006083491761404112
3,49,0.9895980294706112,0.001932145841874387,0.006083498220541118
3,50,0.9895980330718853,0.001932148889036276,0.006083504415672132
3,51,0.9895980365711752,0.00193215274073182,0.006083510276603482
3,52,0.9895980399288301,0.001932157353319833,0.006083515736928074
3,53,0.9895980431068061,0.001932162674537824,0.006083520734777853
3,54,0.989598046069098,0.001932168644094164,0.00608352521352482
3,55,0.9895980487821403,0.001932175194351207,0.006083529122422628
3,56,0.9895980512151934,0.001932182251091671,0.006083532417181602
3,57,0.9895980533406886,0.00193218973435956,0.006083535060470556
3,58,0.9895980551345439,0.00193219755936611,0.006083537022339797
3,59,0.9895980565764338,0.001932205637450492,0.006083538280560466
4,0,0.9896947201984392,0.002549498987207506,0.005931792714371945
4,1,0.9896947217897908,0.002549506970665215,0.005931793805022493
4,2,0.9896947230163657,0.002549515107183891,0.005931794182223282
4,3,0.9896947238642649,0.002549523304573124,0.005931793841700564
4,4,0.9896947243238817,0.002549531469952847,0.005931792787312773
4,5,0.9896947243900093,0.002549539510805695,0.005931791031006784
4,6,0.9896947240618971,0.002549547336025295,0.005931788592682547
4,7,0.9896947233432646,0.002549554856948551,0.005931785499967596
4,8,0.9896947222422536,0.002549561988360245,0.005931781787903999
4,9,0.9896947207713382,0.002549568649458564,0.005931777498551301
4,10,0.9896947189471859,0.00254957476477064,0.005931772680509969
4,11,0.9896947167904648,0.002549580265007677,0.005931767388370694
4,12,0.989694714325611,0.002549585087850013,0.005931761682095835
4,13,0.9896947115805532,0.002549589178653232,0.005931755626340037
4,14,0.989694708586394,0.002549592491067268,0.005931749289717621
4,15,0.9896947053770576,0.002549594987561575,0.005931742744025176
4,16,0.9896947019889079,0.002549596639850318,0.005931736063428052
4,17,0.9896946984603348,0.002549597429212858,0.005931729323620055
4,18,0.9896946948313171,0.002549597346705821,0.005931722600965781
4,19,0.9896946911429741,0.002549596393264431,0.00593171597163541
4,20,0.9896946874370952,0.002549594579691875,0.005931709510741646
4,21,0.9896946837556693,0.002549591926536904,0.005931703291488689
4,22,0.9896946801404098,0.002549588463860991,0.005931697384342825
4,23,0.9896946766322772,0.002549584230897709,0.005931691856233981
4,24,0.9896946732710208,0.002549579275608217,0.005931686769797463
4,25,0.9896946700947248,0.002549573654137827,0.005931682182664239
4,26,0.9896946671393771,0.002549567430179873,0.005931678146808009
4,27,0.9896946644384637,0.00254956067425404,0.005931674707956317
4,28,0.9896946620225866,0.002549553462907369,0.005931671905072477
4,29,0.9896946599191184,0.002549545877846945,0.005931669769914094
4,30,0.9896946581518919,0.002549538005014154,0.005931668326673262
4,31,0.9896946567409306,0.002549529933610935,0.005931667591702455
4,32,0.9896946557022213,0.002549521755089106,0.005931667573329258
4,33,0.989694655047533,0.002549513562114195,0.005931668271761986
4,34,0.9896946547842832,0.002549505447515518,0.005931669679087336
4,35,0.9896946549154552,0.002549497503234401,0.005931671779360027
4,36,0.9896946554395634,0.002549489819282466,0.005931674548783458
4,37,0.9896946563506686,0.002549482482721771,0.005931677955979309
4,38,0.9896946576384468,0.002549475576678377,0.005931681962343059
4,39,0.9896946592883104,0.002549469179400512,0.005931686522481397
4,40,0.9896946612815635,0.002549463363371973,0.005931691584726487
4,41,0.9896946635956223,0.002549458194490866,0.005931697091721408
4,42,0.9896946662042677,0.002549453731322952,0.005931702981070004
4,43,0.989694669077943,0.002549450024438045,0.005931709186043839
4,44,0.9896946721840878,0.002549447115837036,0.005931715636338253
4,45,0.989694675487509,0.002549445038475971,0.005931722258868927
4,46,0.9896946789507776,0.002549443815892635,0.005931728978599957
4,47,0.9896946825346534,0.002549443461939826,0.005931735719394031
4,48,0.9896946861985289,0.002549443980628373,0.005931742404875095
4,49,0.9896946899008919,0.002549445366081684,0.005931748959293752
4,50,0.9896946935997923,0.002549447602602299,0.005931755308385516
4,51,0.9896946972533204,0.002549450664849747,0.005931761380212297
4,52,0.9896947008200805,0.002549454518127654,0.005931767105977495
4,53,0.9896947042596588,0.002549459118776866,0.005931772420805506
4,54,0.989694707533084,0.002549464414670127,0.005931777264476821
4,55,0.9896947106032663,0.002549470345802712,0.005931781582110346
4,56,0.9896947134354195,0.002549476844972308,0.005931785324785244
4,57,0.9896947159974542,0.002549483838540458,0.005931788450095246
4,58,0.9896947182603409,0.002549491247266921,0.005931790922629125
4,59,0.98969472019844,0.002549498987207508,0.005931792714371951
5,0,0.9898169447629181,0.003144204769061749,0.005738066213670008
5,1,0.9898169468336214,0.003144212394259036,0.00573806784739781
5,2,0.9898169485627207,0.00314422025403646,0.00573806878502453
5,3,0.9898169499306249,0.003144228259339206,0.005738069015926528
5,4,0.989816950921836,0.00314423631946361,0.005738068537487742
5,5,0.9898169515251225,0.003144244343084869,0.005738067355129267
5,6,0.989816951733649,0.003144252239291816,0.005738065482247964
5,7,0.9898169515450524,0.003144259918616998,0.005738062940064651
5,8,0.9898169509614715,0.00314426729405039,0.005738059757383633
5,9,0.9898169499895171,0.003144274282025269,0.005738055970266338
5,10,0.989816948640201,0.003144280803365062,0.005738051621622686
5,11,0.9898169469288145,0.003144286784180473,0.005738046760724934
5,12,0.9898169448747461,0.003144292156706644,0.005738041442649317
5,13,0.9898169425012701,0.003144296860070975,0.005738035727652046
5,14,0.9898169398352797,0.003144300840982809,0.005738029680486559
5,15,0.9898169369069802,0.00314430405433722,0.005738023369669813
5,16,0.989816933749552,0.003144306463726046,0.005738016866705973
5,17,0.9898169303987691,0.003144308041850391,0.00573801024527622
5,18,0.9898169268925989,0.003144308770829906,0.005738003580403939
5,19,0.9898169232707656,0.003144308642405354,0.005737996947604635
5,20,0.9898169195743078,0.003144307658032188,0.005737990422030371
5,21,0.9898169158451056,0.003144305828864024,0.005737984077618222
5,22,0.9898169121254147,0.003144303175626286,0.0057379779862526
5,23,0.9898169084573792,0.00314429972838134,0.005737972216950736
5,24,0.9898169048825595,0.003144295526187891,0.005737966835080745
5,25,0.9898169014414594,0.003144290616658431,0.005737961901620981
5,26,0.9898168981730676,0.003144285055419769,0.005737957472469136
5,27,0.9898168951144176,0.003144278905482769,0.005737953597808945
5,28,0.989816892300163,0.00314427223652841,0.005737950321541564
5,29,0.9898168897621916,0.003144265124118296,0.005737947680788189
5,30,0.9898168875292586,0.003144257648838515,0.005737945705469472
5,31,0.9898168856266645,0.003144249895386586,0.005737944417966501
5,32,0.9898168840759665,0.003144241951611816,0.005737943832867221
5,33,0.9898168828947338,0.003144233907519944,0.005737943956801145
5,34,0.989816882096351,0.003144225854253366,0.005737944788364228
5,35,0.9898168816898638,0.003144217883058462,0.005737946318134775
5,36,0.9898168816798778,0.003144210084251759,0.005737948528780168
5,37,0.9898168820665072,0.003144202546196627,0.005737951395253254
5,38,0.9898168828453708,0.003144195354302087,0.005737954885076104
5,39,0.989816884007644,0.003144188590055116,0.005737958958708005
5,40,0.9898168855401573,0.003144182330097367,0.005737963569993451
5,41,0.989816887425548,0.00314417664535679,0.005737968666685089
5,42,0.9898168896424531,0.003144171600243985,0.005737974191035681
5,43,0.9898168921657547,0.003144167251922395,0.005737980080452396
5,44,0.9898168949668632,0.00314416364966061,0.005737986268206002
5,45,0.9898168980140408,0.003144160834274112,0.005737992684186915
5,46,0.9898169012727611,0.003144158837662793,0.005737999255699555
5,47,0.9898169047061028,0.003144157682449503,0.005738005908286038
5,48,0.989816908275164,0.003144157381723692,0.005738012566569785
5,49,0.9898169119395058,0.003144157938893078,0.005738019155109581
5,50,0.9898169156576098,0.003144159347645027,0.005738025599254377
5,51,0.9898169193873493,0.003144161592018062,0.005738031825989121
5,52,0.9898169230864626,0.003144164646582691,0.005738037764762045
5,53,0.9898169267130392,0.003144168476729557,0.005738043348284107
5,54,0.989816930225987,0.003144173039061549,0.005738048513291375
5,55,0.9898169335855048,0.00314417828188554,0.005738053201261892
5,56,0.9898169367535256,0.00314418414579807,0.005738057359078722
5,57,0.9898169396941552,0.003144190564358443,0.005738060939631852
5,58,0.9898169423740746,0.003144197464841522,0.00573806390235194
5,59,0.9898169447629189,0.003144204769061751,0.005738066213670013
6,0,0.9899632217519166,0.003710936226133968,0.005503380783775667
6,1,0.989963224252575,0.003710943398701393,0.005503382948321818
6,2,0.9899632264416304,0.00371095088274052,0.005503384440949436
6,3,0.9899632282942794,0.00371095859345381,0.005503385244746458
6,4,0.9899632297895299,0.003710966443475398,0.005503385350605627
6,5,0.9899632309104407,0.003710974343861021,0.005503384757327688
6,6,0.989963231644312,0.00371098220509579,0.00550338347163494
6,7,0.9899632319828285,0.003710989938108469,0.005503381508095086
6,8,0.9899632319221533,0.003710997455280671,0.005503378888956138
6,9,0.9899632314629774,0.003711004671439679,0.005503375643894366
6,10,0.9899632306105001,0.003711011504823438,0.005503371809677976
6,11,0.9899632293743829,0.003711017878007017,0.005503367429750554
6,12,0.9899632277686283,0.00371102371877981,0.005503362553738764
6,13,0.9899632258114353,0.003711028960963758,0.005503357236890101
6,14,0.989963223524976,0.003711033545163111,0.005503351539446833
6,15,0.989963220935158,0.003711037419437416,0.00550334552596347
6,16,0.9899632180713256,0.003711040539890007,0.005503339264575319
6,17,0.9899632149659271,0.003711042871165326,0.005503332826226447
6,18,0.989963211654147,0.003711044386849519,0.005503326283865907
6,19,0.9899632081735106,0.003711045069769686,0.005503319711621153
6,20,0.9899632045634542,0.003711044912188429,0.005503313183958167
6,21,0.9899632008648819,0.003711043915891524,0.005503306774837745
6,22,0.989963197119698,0.003711042092167658,0.00550330055687747
6,23,0.9899631933703392,0.00371103946168053,0.005503294600528984
6,24,0.9899631896592861,0.003711036054234711,0.005503288973279722
6,25,0.9899631860285856,0.003711031908437932,0.005503283738888274
6,26,0.9899631825193758,0.003711027071263671,0.005503278956662018
6,27,0.9899631791714161,0.003711021597518903,0.005503274680785127
6,28,0.9899631760226417,0.003711015549223132,0.005503270959704688
6,29,0.9899631731087278,0.003711008994905687,0.005503267835581773
6,30,0.9899631704626911,0.003711002008829282,0.005503265343813761
6,31,0.9899631681145112,0.003710994670148582,0.005503263512633271
6,32,0.989963166090795,0.003710987062013385,0.005503262362788293
6,33,0.9899631644144706,0.003710979270626498,0.005503261907307079
6,34,0.9899631631045328,0.003710971384267059,0.005503262151350558
6,35,0.989963162175822,0.003710963492290299,0.005503263092153817
6,36,0.9899631616388628,0.003710955684115144,0.00550326471905745
6,37,0.9899631614997378,0.003710948048211067,0.00550326701362829
6,38,0.9899631617600243,0.003710940671095713,0.005503269949868285
6,39,0.9899631624167738,0.003710933636354631,0.005503273494509027
6,40,0.9899631634625439,0.003710927023694219,0.005503277607388683
6,41,0.9899631648854856,0.003710920908038629,0.005503282241907041
6,42,0.9899631666694786,0.003710915358680851,0.005503287345553509
6,43,0.9899631687943075,0.003710910438497569,0.005503292860502012
6,44,0.9899631712358982,0.003710906203236752,0.005503298724266232
6,45,0.9899631739665872,0.003710902700885987,0.005503304870407558
6,46,0.989963176955434,0.003710899971128726,0.005503311229287849
6,47,0.9899631801685734,0.003710898044894646,0.005503317728858469
6,48,0.9899631835696009,0.00371089694400918,0.005503324295476624
6,49,0.9899631871199802,0.003710896680946194,0.00550333085473975
6,50,0.9899631907794838,0.003710897258686641,0.005503337332328549
6,51,0.9899631945066494,0.003710898670684775,0.005503343654849068
6,52,0.9899631982592463,0.003710900900942293,0.005503349750664282
6,53,0.9899632019947546,0.003710903924189606,0.005503355550705791
6,54,0.9899632056708511,0.003710907706172159,0.005503360989256433
6,55,0.9899632092458825,0.003710912204038538,0.005503366004694872
6,56,0.9899632126793442,0.003710917366826013,0.005503370540193837
6,57,0.9899632159323322,0.003710923136037959,0.00550337454436399
6,58,0.9899632189679884,0.003710929446306664,0.005503377971836216
6,59,0.9899632217519169,0.003710936226133968,0.005503380783775669
7,0,0.9901317393968985,0.004244469974894036,0.00522898482621965
7,1,0.9901317422684303,0.004244476609840345,0.005228987503913441
7,2,0.9901317448643446,0.004244483627405531,0.005228989540737363
7,3,0.9901317471552323,0.00424449094807742,0.005228990913613369
7,4,0.9901317491151345,0.004244498488909479,0.005228991606986254
7,5,0.9901317507218445,0.004244506164460669,0.005228991612999945
7,6,0.9901317519571589,0.004244513887763552,0.005228990931586489
7,7,0.9901317528070804,0.004244521571309674,0.005228989570466826
7,8,0.9901317532619781,0.004244529128041087,0.005228987545063272
7,9,0.9901317533166992,0.004244536472336793,0.005228984878324811
7,10,0.9901317529706239,0.004244543520982857,0.005228981600467012
7,11,0.9901317522276732,0.004244550194115267,0.005228977748629688
7,12,0.9901317510962654,0.004244556416124833,0.005228973366456047
7,13,0.9901317495892185,0.004244562116513852,0.005228968503598203
7,14,0.9901317477236099,0.004244567230694899,0.005228963215154574
7,15,0.9901317455205774,0.004244571700722566,0.005228957561045573
7,16,0.9901317430050819,0.004244575475950023,0.005228951605334688
7,17,0.9901317402056254,0.00424457851360283,0.005228945415502599
7,18,0.9901317371539271,0.004244580779263579,0.005228939061682611
7,19,0.990131733884564,0.004244582247261831,0.005228932615865981
7,20,0.9901317304345795,0.004244582900964953,0.005228926151086262
7,21,0.9901317268430631,0.004244582732966565,0.00522891974059179
7,22,0.9901317231507079,0.004244581745170443,0.005228913457015765
7,23,0.9901317193993493,0.004244579948768926,0.005228907371553298
