branch,time_index,curve_index,elapsed_nd,elapsed_days,x,y,z,xdot,ydot,zdot,base_x,base_y,base_z,state_separation_nd,jacobi,eigenvalue_real,perturbation_sign,perturbation_scale,mapping_time_days,mode_amplitude_nd
plus_x,1,2,0.02519847183461132,0.1094117647058823,0.874618065329126,-0.02394601542424802,0.05552562313075179,0.00118080262049846,-0.1960281240105354,0.01807609775868337,0.8746041826435648,-0.02393574675984345,0.05552794338406569,5.303124348835147e-05,3.138900047494869,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,1,3,0.02519847183461132,0.1094117647058823,0.8753403808370829,-0.02179184269814871,0.04389446717089747,0.003031883208874272,-0.2197183533425034,0.01759827896508905,0.8753271569568654,-0.02178139290377327,0.04389623963512466,5.320908962623827e-05,3.138899926957475,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,1,4,0.02519847183461132,0.1094117647058823,0.8756076491028787,-0.0104776255806367,0.03607866394110062,0.001995025732526595,-0.238028827593757,0.007077430629207179,0.875595282136852,-0.01046659248560795,0.03608027698774295,5.356295865511463e-05,3.138900082348026,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,1,5,0.02519847183461132,0.1094117647058823,0.8755983416616192,0.0048134910063334,0.03531142515932576,-0.001662948236574517,-0.2403804961554452,-0.008615982742900341,0.8755865594361318,0.004825232108623252,0.03531330777968688,5.391522061035728e-05,3.138899927863216,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,1,6,0.02519847183461132,0.1094117647058823,0.875370681257851,0.0174516123982966,0.0419146676772003,-0.003838631797393096,-0.2252754301070367,-0.02094473673558745,0.8753589153162439,0.01746388877744274,0.04191706980667345,5.40119863899761e-05,3.138900044248942,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,1,7,0.02519847183461132,0.1094117647058823,0.8747390768883521,0.02172355757485939,0.05319234049580565,-0.002880681889191983,-0.201799344831606,-0.02384288691571776,0.8747268137077496,0.0217359582052025,0.05319527561693586,5.382128891023097e-05,3.138899981851692,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,1,8,0.02519847183461132,0.1094117647058823,0.8738648247190591,0.01513724865681739,0.06413014252457588,-0.00126756442462839,-0.1816123935405852,-0.01697894542716657,0.8738518298322547,0.0151492861727419,0.06413343249662283,5.350658017343595e-05,3.138899998340374,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,2,0,0.05039694366922264,0.2188235294117647,0.8733205395783357,-0.004042970362876755,0.06899160871105318,-0.004369492260440251,-0.172317244005446,-0.01545148190288228,0.8733058934661552,-0.004031013365488517,0.06899551446171387,5.660844912100688e-05,3.138900013745917,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,2,1,0.05039694366922264,0.2188235294117647,0.873682105013965,-0.0198180080548599,0.06581007373797657,-0.004012163358054812,-0.1755053499751525,-0.001560867752587567,0.8736670296665043,-0.01980686949468445,0.0658135870164754,5.621534308097534e-05,3.138899970602287,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,2,2,0.05039694366922264,0.2188235294117647,0.8746105629369295,-0.02883620750144016,0.05585563634890857,-0.001811356548464046,-0.1919728786928629,0.008142880826723061,0.8745955707813275,-0.02882548604206753,0.05585845619605309,5.615994097970403e-05,3.138900047494869,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,2,3,0.05039694366922264,0.2188235294117647,0.8753924068085391,-0.02727802352435151,0.04422720037342025,0.001048005425392245,-0.2155628274026843,0.008833861209245468,0.8753780325885469,-0.02726711859042963,0.04422940176555517,5.650509494573492e-05,3.138899926957475,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,2,4,0.05039694366922264,0.2188235294117647,0.8756481849274144,-0.01644622369660787,0.03615725183160228,0.001187177624233582,-0.2355058657173954,-0.000824208176436834,0.8756346696227847,-0.01643465013852864,0.03615924924791377,5.723779701684452e-05,3.138900082348026,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,2,5,0.05039694366922264,0.2188235294117647,0.8755502287655925,-0.001249535081460611,0.03499523992339752,-0.002145048392011698,-0.2406371692731313,-0.01647182603740202,0.8755373540629157,-0.001237124368130272,0.03499751486368902,5.801821148136675e-05,3.138899927863215,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,2,6,0.05039694366922264,0.2188235294117647,0.8752564899232966,0.01174189211530609,0.04127742275145668,-0.0051812871197844,-0.2277269076263679,-0.02963528441894241,0.8752437173731811,0.01175493410472425,0.04128027107183904,5.828612467141435e-05,3.138900044248942,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,2,7,0.05039694366922264,0.2188235294117647,0.8746345522736497,0.01660018274297342,0.05246698190204955,-0.005374456674899095,-0.2046945162778731,-0.03373769051008773,0.8746213450121411,0.01661336543982696,0.05247043077622936,5.791428923466529e-05,3.138899981851691,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,2,8,0.05039694366922264,0.2188235294117647,0.8737920102689432,0.01053750753305362,0.06356500788316088,-0.004488784966785259,-0.1833343742682148,-0.02788161933123422,0.8737780786463765,0.01055027080239853,0.06356886404459236,5.724074399002861e-05,3.138899998340374,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,3,0,0.07559541550383396,0.328235294117647,0.8731666590291729,-0.008372033708925244,0.06846052254354043,-0.007836839569224619,-0.1711513686115868,-0.0266845671942668,0.8731509611074633,-0.008359444833738272,0.06846506485449166,6.017678615383765e-05,3.138900013745918,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,3,1,0.07559541550383396,0.328235294117647,0.8735366579095163,-0.02419992329514087,0.06563470283057922,-0.007543070174372776,-0.1721639147861259,-0.01232960004071566,0.8735204677905223,-0.0241882658614158,0.06563882151723575,5.951762840963495e-05,3.138899970602288,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,3,2,0.07559541550383396,0.328235294117647,0.8745250905047048,-0.03361436726732107,0.05593754516974557,-0.005004296886564247,-0.1871445342890434,-0.00160657907667893,0.8745089169483169,-0.03360320310259911,0.05594090434124115,5.939070024854595e-05,3.138900047494869,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,3,3,0.07559541550383396,0.328235294117647,0.8753906906970471,-0.0326479598906022,0.04434111749938387,-0.001233877404587347,-0.2105038115172574,0.0002418230119698688,0.8753750853980882,-0.03263661627250722,0.04434378462844749,5.988842242155759e-05,3.138899926957475,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,3,4,0.07559541550383396,0.328235294117647,0.8756654830585983,-0.02233695652488265,0.03603825755242391,0.0001421222919856231,-0.2318590275407528,-0.008591448609455736,0.8756507231043388,-0.02232485970739468,0.036040675850944,6.101581262707809e-05,3.138900082348026,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,3,5,0.07559541550383396,0.328235294117647,0.8754904567348846,-0.007303598807185225,0.03448206149455755,-0.00260110845849013,-0.2396698483088953,-0.02423653563689352,0.8754763790944119,-0.007290524612574552,0.03448476880049194,6.229488690306223e-05,3.138899927863215,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,3,6,0.07559541550383396,0.328235294117647,0.8751115886366067,0.005984010918511485,0.04042140532711262,-0.006282831997462493,-0.2290909399725298,-0.0382940772508863,0.8750976993530712,0.005997828839372376,0.04042474736215515,6.281797637567087e-05,3.138900044248942,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,3,7,0.07559541550383396,0.328235294117647,0.8744702908488486,0.01141520518361462,0.05149192988763747,-0.007622047317575468,-0.2066821064663788,-0.04364824842424257,0.8744560426998427,0.01142918782486295,0.05149594680683908,6.228630621181714e-05,3.138899981851691,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,3,8,0.07559541550383396,0.328235294117647,0.8736398240299533,0.005904601054186056,0.06272497247758899,-0.007564829582943534,-0.184241703512587,-0.03878674732222231,0.873624873257422,0.005918104169967991,0.06272945057563385,6.121273055522087e-05,3.138899998340375,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,4,0,0.1007938873384453,0.4376470588235294,0.8729260242073208,-0.01266203543730694,0.06764785202663964,-0.01125213420899712,-0.1692188839330276,-0.03779102533695455,0.8729091956510494,-0.0126488122027388,0.06765308301042917,6.393340865756443e-05,3.138900013745918,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,4,1,0.1007938873384453,0.4376470588235294,0.8733014938909643,-0.02848848346676361,0.06519036115354145,-0.01112910547376036,-0.1681011690412409,-0.02290067816407512,0.8732841153592292,-0.02847631215999818,0.06519512973919289,6.295972487966563e-05,3.138899970602288,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,4,2,0.1007938873384453,0.4376470588235294,0.8743568653799002,-0.03826166000706767,0.05577665212691762,-0.008375230621985783,-0.1815947623207352,-0.01112028837975672,0.8743394359002968,-0.03825006490621973,0.05578058895416828,6.273011509682562e-05,3.138900047494869,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,4,3,0.1007938873384453,0.4376470588235294,0.8753277521955528,-0.03787979491358327,0.04424134706138442,-0.00380958567411242,-0.2046141920162194,-0.008117274029942228,0.8753108333555359,-0.03786803126480696,0.04424451502034215,6.336229152417381e-05,3.138899926957475,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,4,4,0.1007938873384453,0.4376470588235294,0.8756529801655784,-0.0281223550509884,0.03572602765574322,-0.001184266603096126,-0.2271583844855397,-0.01614967094937557,0.8756368771234129,-0.02810975661161093,0.035728901696371,6.489140785020836e-05,3.138900082348026,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,4,5,0.1007938873384453,0.4376470588235294,0.8754187188907562,-0.0133180158500533,0.03377529008644186,-0.003107263531209455,-0.2374952804667735,-0.03182315673120625,0.875403322571664,-0.01330429127799564,0.03377846867082154,6.673119690540623e-05,3.138899927863215,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,4,6,0.1007938873384453,0.4376470588235294,0.8749414970025851,0.0002058273802681207,0.03934853556806425,-0.007189118797646313,-0.2293343071302658,-0.04683171516454461,0.8749263717786275,0.0002204247120862641,0.03935241890774126,6.760007532707912e-05,3.138900044248942,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,4,7,0.1007938873384453,0.4376470588235294,0.8742524562947335,0.006191957840496604,0.0502677781665601,-0.009628008631667156,-0.2077269517683023,-0.053495009678201,0.8742370607293015,0.006206753283763656,0.05027241870199794,6.69426702594458e-05,3.138899981851691,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,4,8,0.1007938873384453,0.4376470588235294,0.8734120959459355,0.001259256376743763,0.06161082346776001,-0.01048265722054077,-0.1843197571502669,-0.04962641367902686,0.8733960357606739,0.001273509650791837,0.06161598063015402,6.543273875875192e-05,3.138899998340374,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,5,0,0.1259923591730566,0.5470588235294117,0.8726001733699549,-0.01689383100101827,0.06655752100246344,-0.01459750891792772,-0.1665344900688258,-0.04871293645507516,0.8725821293505426,-0.01687997399817891,0.06656349270353233,6.788894107561338e-05,3.138900013745917,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,5,1,0.1259923591730566,0.5470588235294117,0.8729755223606985,-0.0326659358471248,0.06448264117511372,-0.0147463789239802,-0.1633512680363838,-0.03322637024192686,0.8729568776067131,-0.03265325769773427,0.06448810309071422,6.655124164211168e-05,3.138899970602287,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,5,2,0.1259923591730566,0.5470588235294117,0.8741017369109825,-0.04276057557665552,0.05537946798326842,-0.0118969639423623,-0.1753767775430894,-0.02035431612061563,0.8740829741462051,-0.0427485626026539,0.05538401904260357,6.618678446291184e-05,3.138900047494869,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,5,3,0.1259923591730566,0.5470588235294117,0.875196352758168,-0.04295354680864526,0.0439344117341063,-0.006664352448890668,-0.1979693982497308,-0.0161933632809353,0.87517803608296,-0.04294138334426648,0.04393811348257104,6.693272638185975e-05,3.138899926957475,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,5,4,0.1259923591730566,0.5470588235294117,0.8756031872256773,-0.03377688674206272,0.03522666226515152,-0.002821159440672034,-0.221486739485661,-0.02343460410179045,0.8755856408631608,-0.03376381196263527,0.03523002463188547,6.886264673073043e-05,3.138900082348026,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,5,5,0.1259923591730566,0.5470588235294117,0.8753328324751622,-0.01926283217542045,0.03288045205670027,-0.003735475437441338,-0.2341543442226866,-0.03915049561706483,0.875315997268215,-0.01924847701459075,0.0328841387701252,7.131456375126503e-05,3.138899927863215,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,5,6,0.1259923591730566,0.5470588235294117,0.8747504602197979,-0.005564201470180353,0.03806300997114759,-0.007954972430188953,-0.2284430959362343,-0.05515752073122069,0.8747339711991381,-0.005548828621255096,0.03806748117344599,7.262272353537315e-05,3.138900044248943,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,5,7,0.1259923591730566,0.5470588235294117,0.8739869922743759,0.0009545295146919501,0.04879718616242994,-0.01140521613130936,-0.2078045597176203,-0.06319391777680783,0.8739703327791517,0.0009701449234074387,0.04880250622558963,7.188679223956067e-05,3.138899981851691,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,5,8,0.1259923591730566,0.5470588235294117,0.8731129390642131,-0.003377523717181715,0.06022509480179283,-0.01323287260528327,-0.1835614081982857,-0.06033008562389715,0.8730956708835406,-0.003362514132857184,0.06023098884657981,6.991100490147247e-05,3.138899998340374,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,6,0,0.1511908310076679,0.656470588235294,0.8721910853371375,-0.02104871940094695,0.06519489027615967,-0.01785589037917328,-0.1631186434077404,-0.05939427915026201,0.8721717346073994,-0.0210342322913957,0.06520165411187319,7.205539248658615e-05,3.138900013745917,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,6,1,0.1511908310076679,0.656470588235294,0.8725582674941376,-0.03671542790025761,0.06351827481691551,-0.01837006112265083,-0.157951377148764,-0.04326397741004415,0.8725382741958075,-0.03670225174661006,0.06352447204022155,7.030357460752757e-05,3.138899970602287,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,6,2,0.1511908310076679,0.656470588235294,0.873756283780149,-0.04709494997045766,0.05475351190566427,-0.01553898401925279,-0.1685440108444528,-0.02927248174073556,0.8737361072293358,-0.04708253307780518,0.05475871170853144,6.977130070991691e-05,3.138900047494869,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,6,3,0.1511908310076679,0.656470588235294,0.874989742527707,-0.04785113668842095,0.04342796446655958,-0.009774454120229776,-0.1906446186750926,-0.02394673159508288,0.8749699416854169,-0.04783859453503314,0.04343223049112587,7.060844227001201e-05,3.138899926957475,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,6,4,0.1511908310076679,0.656470588235294,0.8755080741861871,-0.03927721386950853,0.03454773647777582,-0.004782362956673342,-0.2149346763880833,-0.03039357971826724,0.8754889826493856,-0.03926369076900515,0.03455161695459136,7.29315171900388e-05,3.138900082348026,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,6,5,0.1511908310076679,0.656470588235294,0.8752289020030209,-0.02510939949024231,0.03180501188659577,-0.004549042844371973,-0.2297091914664369,-0.0461464005566246,0.8752105039930612,-0.02509443960306241,0.03180924064482274,7.603520234604972e-05,3.138899927863216,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,6,6,0.1511908310076679,0.656470588235294,0.8745412619594699,-0.01129752901030244,0.03657128761993513,-0.008640977342288355,-0.2264242549682869,-0.06318321139714807,0.8745232732398645,-0.01128139214890072,0.03657639103966229,7.787509285012427e-05,3.138900044248943,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,6,7,0.1511908310076679,0.656470588235294,0.873679417449112,-0.004272527930709005,0.04708496434916552,-0.01297440501727249,-0.206902938750124,-0.07265871971963067,0.8736613674075256,-0.004256091626018314,0.04709101910401184,7.712041173289093e-05,3.138899981851692,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,6,8,0.1511908310076679,0.656470588235294,0.8727466557293508,-0.007984658451192088,0.05857211765951976,-0.01580985571018115,-0.1819676865930224,-0.07082587575021818,0.8727280722140021,-0.007968890863399525,0.05857880629571041,7.465793180845895e-05,3.138899998340374,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,7,0,0.1763893028422792,0.7658823529411765,0.871701157532118,-0.02510858419769945,0.06356670164618838,-0.02101115115362708,-0.1589972198504644,-0.06978156699370563,0.8716804019931416,-0.0250934736410718,0.06357430781614633,7.644633410107892e-05,3.138900013745918,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,7,1,0.1763893028422792,0.7658823529411765,0.872049886311107,-0.0406210737975588,0.06230500665563096,-0.02197482463728799,-0.1519409428971323,-0.05297580901079343,0.8720284572535618,-0.04060741002621463,0.06231197933342595,7.423000863780358e-05,3.138899970602288,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,7,2,0.1763893028422792,0.7658823529411765,0.8733178842005906,-0.05124995707930577,0.05390712270016854,-0.01926851552030784,-0.1611490709407918,-0.03784580384075072,0.8732962098785649,-0.05123715070536602,0.05391300342812431,7.349622070634868e-05,3.138900047494869,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,7,3,0.1763893028422792,0.7658823529411765,0.8747018629377324,-0.05255635377085745,0.04273053477735377,-0.01310906350422585,-0.1827126267243147,-0.03134737914150225,0.8746804892694372,-0.05254345432687281,0.04273539282730902,7.440066668929732e-05,3.138899926957475,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,7,4,0.1763893028422792,0.7658823529411765,0.8753594498414498,-0.04460232982059558,0.03369800199979262,-0.007067068483281553,-0.2075959021754084,-0.03698586354063314,0.8753387096643446,-0.04458838818778624,0.03370242715701894,7.710392846599122e-05,3.138900082348026,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,7,5,0.1763893028422792,0.7658823529411765,0.8751015841827972,-0.03083086034980721,0.03055811172549421,-0.005599096016861011,-0.2242390197688428,-0.05275018907933612,0.875081496394666,-0.03081532678270272,0.03056291274051581,8.088717923522261e-05,3.138899927863215,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,7,6,0.1763893028422792,0.7658823529411765,0.8743151258174906,-0.01696604962392061,0.03488198344933738,-0.009309720778730716,-0.223305738552279,-0.07082654588367497,0.8742954941710906,-0.0169491677663066,0.03488776005682245,8.334652908152769e-05,3.138900044248943,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,7,7,0.1763893028422792,0.7658823529411765,0.8733346388527549,-0.009464532574466068,0.04513809662439278,-0.0143631761761518,-0.205023927977159,-0.08180362819625234,0.8733150615718257,-0.009447281028211416,0.0451449392840147,8.264404633249997e-05,3.138899981851692,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,7,8,0.1763893028422792,0.7658823529411765,0.8723176424175331,-0.0125412006618613,0.05665803688045392,-0.0182117381062139,-0.1795482195994343,-0.08104197022972755,0.8722976270760548,-0.01252467803173079,0.05666557681202683,7.968427128704696e-05,3.138899998340373,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,8,0,0.2015877746768906,0.8752941176470588,0.8711331804391729,-0.0290560248562087,0.0616810066332969,-0.02404824169668559,-0.1542010864166083,-0.07982442391888851,0.8711109146892422,-0.02904030036374085,0.06168950350472348,8.107707319125034e-05,3.138900013745918,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,8,1,0.2015877746768906,0.8752941176470588,0.8714511758995253,-0.04436800349885192,0.0608514693508824,-0.02553526185238298,-0.1453610398527758,-0.0623290354349132,0.8714282185596062,-0.04435386375099544,0.06085925543846771,7.83458095648328e-05,3.138899970602287,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,8,2,0.2015877746768906,0.8752941176470588,0.8727847604367698,-0.05521207785813595,0.05284928606827353,-0.02305149509937133,-0.1532429865144873,-0.04605179297173186,0.8727615004878996,-0.0551988965155304,0.05285587734935075,7.737603159129974e-05,3.138900047494869,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,8,3,0.2015877746768906,0.8752941176470588,0.8743275018240175,-0.0570547737532975,0.04185129577811908,-0.01663213842787912,-0.1742422345346968,-0.03837404068491076,0.8743044639854445,-0.05704153807710765,0.04185677066991611,7.832293170170496e-05,3.138899926957475,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,8,4,0.2015877746768906,0.8752941176470588,0.8751493111577805,-0.04973358584370391,0.03268709062747964,-0.009661476142259021,-0.1995632574193479,-0.04318220788606586,0.8751268171189663,-0.04971925626123434,0.03269208351915563,8.138950381427089e-05,3.138900082348026,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,8,5,0.2015877746768906,0.8752941176470588,0.8749444254372187,-0.03640251539189465,0.0291502624505562,-0.00692237098669933,-0.2178350471726529,-0.05891405443174311,0.8749225183144491,-0.03638644327193746,0.02915566159886569,8.586911907981147e-05,3.138899927863215,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,8,6,0.2015877746768906,0.8752941176470588,0.8740717141667976,-0.02254261434351171,0.03300567383024111,-0.01002188927431284,-0.2191351834760614,-0.07801457812746115,0.8740502898105469,-0.02252501356826443,0.03301216008547323,8.902791803733501e-05,3.138900044248942,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,8,7,0.2015877746768906,0.8752941176470588,0.8729567966298408,-0.01459703081391761,0.04296569304395201,-0.01560451355163107,-0.202183857173585,-0.09054615188578821,0.8729355455022858,-0.01457897638670189,0.04297337359676847,8.845762498442417e-05,3.138899981851691,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,8,8,0.2015877746768906,0.8752941176470588,0.8718302971797576,-0.01702655621574029,0.05449078996619898,-0.02044021940278578,-0.1763214043084626,-0.09090815910284726,0.8718087240177667,-0.01700928622885563,0.05449923591773718,8.500135724391289e-05,3.138899998340374,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,9,0,0.2267862465115019,0.9847058823529411,0.8704903090072035,-0.03287447628672608,0.05954708163035984,-0.0269533004914142,-0.1487655953611736,-0.08947608453441959,0.8704664198728017,-0.03285814999815403,0.05955651510767278,8.596481932998901e-05,3.138900013745917,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,9,1,0.2267862465115019,0.9847058823529411,0.8707635705182327,-0.04794239643759882,0.05916706402471155,-0.02902626894404298,-0.1382538027464816,-0.0712954469478304,0.8707389866142495,-0.04792779328527311,0.05917569894318997,8.266830852009985e-05,3.138899970602288,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
plus_x,9,2,0.2267862465115019,0.9847058823529411,0.8721560001649405,-0.05896905366439985,0.051589480871153,-0.02685343109280807,-0.1448747021830366,-0.05387366122203707,0.872131062440908,-0.05895551153964125,0.05159680959280034,8.142712081336047e-05,3.138900047494869,1293.702012224248,-1,5e-05,12.09700745870194,0.0175390341925074
