accepted_members,last_step,combined_metric,max_abs_y_km,max_abs_z_km,event_max_abs_y_km,event_max_abs_z_km,event_to_full_y_gap_km,event_to_full_z_gap_km,jacobi_span,closure_residual,z_target_km,z_target_error_km,event_time_slices,event_phase_samples,per_member_z_correction_km,correction_iteration_cap,min_y_progress_fraction,min_z_progress_fraction,last_predictor_scale,regularization,energy_residual_scale,geometry_residual_scale,correction_damping,retarget_current_jacobi,project_predictor_z,smooth_preconditioner_sharpness,validate_full_torus_progress,last_full_y_progress_fraction,last_full_z_progress_fraction,jacobi_target,jacobi_target_change,jacobi_target_offset
229,0.002857142857142857,9.681182966403412e-09,1070065.1218656723,946833.5027672723,1070017.1011751285,946963.8915490236,48.020690543809906,-130.3887817512732,2.1439620301322293e-08,1.2401662980784494e-09,940000.0,6833.502767272294,129,256,-90.0,60,0.5,0.5,0.9764241026980789,1e-07,1.0,1.0,1.0,True,True,100000000.0,True,0.9957563741878795,0.7636119040660561,3.0007054906009327,2.6391171425999005e-07,2.7e-07
