system,point,x_amplitude_input,x0,ydot0,period,jacobi,perilune_radius_km,stability_index,periodicity_error,final_residual_norm
earth_moon,L2,-0.001,1.154678817509898,0.005423761968018631,3.373299592926462,3.172138506325655,64129.22254968768,726.6357345777187,6.983953667874076e-11,1.39688871995701e-12
earth_moon,L2,-0.006,1.149616969695233,0.03223884807874458,3.374699927843436,3.171399962160214,62183.44825830105,721.9115879778393,6.740758490897178e-12,2.17147058542351e-13
earth_moon,L2,-0.012,1.143826228438944,0.06196678214150136,3.37851957034245,3.169414765222018,59957.48732026954,709.3205933375883,1.40618742261195e-12,1.063487715689902e-14
earth_moon,L2,-0.02,1.137346560766003,0.09430019631680757,3.385348871786111,3.165967944612124,57466.70275350838,687.8290494660538,2.648238723172298e-09,5.701276036357958e-11
earth_moon,L2,-0.03,1.130512257822357,0.1276169082613484,3.395349739206507,3.161142198028246,54839.59700759297,658.5195453720934,6.899128850996496e-11,1.199094542121352e-12
earth_moon,L2,-0.04,1.121153854961983,0.1723946726491316,3.413767418837476,3.152872446416579,51242.22695540133,610.3716376680179,3.256567961286792e-12,5.446641037945532e-14
earth_moon,L2,-0.045,1.105250071124185,0.24779219576514,3.459075487369601,3.135290573349686,45128.81244847612,516.4447960637026,9.242586822755254e-13,1.107116736865197e-14
